@relation keystroketouch-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-R1-14-weka.filters.unsupervised.attribute.Remove-R1-13-weka.filters.unsupervised.attribute.Remove-R1-13-weka.filters.unsupervised.attribute.Remove-R1-28

@attribute meanholdtime numeric
@attribute meanpressure numeric
@attribute meanfingerarea numeric
@attribute user_id {1,2,3,4,5,6,7,8,9,10,20,21,24,25,26,27,28,29,35,36,37,38,40,41,50,51,53,54,55,65,66,68,69,70,71,73,80,81,82,83,84,85}

@data
0.490594,0.141395,0.230702,2
0.441584,0.159129,0.218678,2
0.449505,0.154261,0.245405,2
0.441089,0.139382,0.245405,2
0.476733,0.165304,0.273347,2
0.444059,0.193892,0.265216,2
0.451485,0.174335,0.280699,2
0.519307,0.228983,0.267335,2
0.562376,0.201238,0.277584,2
0.520297,0.194031,0.262663,2
0.44505,0.193704,0.318889,2
0.50396,0.154261,0.228148,2
0.434158,0.195716,0.274126,2
0.386139,0.183177,0.288829,2
0.486139,0.150425,0.196748,2
0.396535,0.189541,0.26422,2
0.44802,0.202734,0.302411,2
0.494059,0.217286,0.254532,2
0.35198,0.160952,0.157996,3
0.318317,0.218267,0.207993,3
0.284158,0.1952,0.176811,3
0.272772,0.205728,0.167123,3
0.275743,0.222619,0.188835,3
0.287129,0.192534,0.175254,3
0.334158,0.221776,0.216341,3
0.321782,0.252515,0.217899,3
0.342079,0.241988,0.215002,3
0.361386,0.212746,0.194068,3
0.268812,0.254201,0.251635,3
0.40198,0.242831,0.214223,3
0.291089,0.259395,0.259983,3
0.295545,0.201892,0.172574,3
0.266337,0.202219,0.176811,3
0.236634,0.199879,0.229923,3
0.29901,0.192534,0.160332,3
0.250495,0.201892,0.16868,3
0.305446,0.179152,0.194068,3
0.641089,0.167128,0.182044,3
0.269307,0.228279,0.243287,3
0.314356,0.205728,0.196966,3
0.361386,0.23497,0.245623,3
0.305446,0.206897,0.194629,3
0.355941,0.213916,0.196187,3
0.400495,0.231977,0.266556,3
0.257921,0.234316,0.194068,3
0.24802,0.213073,0.222353,3
0.286139,0.218594,0.176032,3
0.24901,0.224116,0.202199,3
0.273267,0.218267,0.182044,3
0.188119,0.17597,0.157996,3
0.258416,0.212746,0.197744,3
0.259406,0.252515,0.283035,3
0.177723,0.256213,0.209768,3
0.25297,0.236982,0.233816,3
0.313861,0.240819,0.238832,3
0.253465,0.267394,0.253753,3
0.191089,0.236467,0.23282,3
0.246535,0.221776,0.185938,3
0.213861,0.256025,0.227026,3
0.222277,0.30768,0.269671,3
0.239109,0.258037,0.22469,3
0.264356,0.203715,0.190953,3
0.238614,0.252188,0.22469,3
0.242574,0.225613,0.182044,3
0.25,0.244001,0.23148,3
0.281683,0.254201,0.216559,3
0.265347,0.259207,0.210547,3
0.25495,0.245497,0.215002,3
0.224752,0.246667,0.236714,3
0.945545,0.33042,0.413525,4
0.981683,0.268099,0.299388,4
0.95,0.288965,0.349511,4
0.879703,0.331589,0.387919,4
0.789109,0.383056,0.404398,4
0.764851,0.429328,0.424335,4
0.827228,0.360832,0.421655,4
0.668317,0.358492,0.410066,4
0.628713,0.425957,0.419101,4
0.458416,0.273897,0.310323,4
0.315347,0.276425,0.272786,4
0.455446,0.187855,0.179147,4
0.493564,0.167971,0.176032,4
0.565842,0.198056,0.218117,4
0.773267,0.251019,0.296616,4
0.755446,0.323728,0.352064,4
0.773267,0.297995,0.343499,4
0.726238,0.449728,0.453273,4
0.768812,0.337903,0.384025,4
0.775743,0.328407,0.42611,4
0.852475,0.265382,0.324901,4
0.858416,0.215928,0.304747,4
0.900495,0.303982,0.351068,4
0.857921,0.350304,0.393152,4
0.850495,0.339588,0.383247,4
0.830693,0.387219,0.382686,4
0.766832,0.488844,0.468847,4
0.815347,0.471953,0.449597,4
0.74703,0.418801,0.409631,4
0.734158,0.400601,0.410845,4
0.70198,0.428347,0.415082,4
0.826733,0.378515,0.394057,4
0.711386,0.483976,0.401501,4
0.69802,0.366353,0.387576,4
0.692079,0.315214,0.341816,4
0.686139,0.300008,0.346831,4
0.689109,0.310862,0.341254,4
0.8,0.349462,0.350507,4
0.776238,0.400413,0.376891,4
0.825743,0.401255,0.397607,4
0.817327,0.397419,0.441592,4
0.79802,0.374164,0.390037,4
0.859406,0.35531,0.402279,4
0.915842,0.365322,0.409631,4
0.852475,0.294486,0.351068,4
0.739109,0.336922,0.396267,4
0.838119,0.338934,0.349946,4
0.813861,0.326583,0.357733,4
0.85198,0.385395,0.38714,4
0.868812,0.311189,0.38035,4
0.962871,0.274086,0.355179,4
0.847525,0.22594,0.142296,5
0.388614,0.083891,0.056227,5
0.39901,0.044448,0.000779,5
0.385149,0.104291,0.057784,5
0.375248,0.074206,0.002336,5
0.274752,0.083237,0.071927,5
0.382673,0.066019,0.050215,5
0.325248,0.074533,0.021712,5
0.307426,0.093575,0.044203,5
0.314356,0.065503,0.059903,5
0.291584,0.108127,0.056227,5
0.289604,0.102279,0.052551,5
0.278713,0.073691,0.042863,5
0.300495,0.111637,0.095196,5
0.328218,0.124176,0.094418,5
0.345545,0.099097,0.068812,5
0.308416,0.122818,0.093639,5
0.322277,0.113976,0.067472,5
0.327228,0.134515,0.103327,5
0.366832,0.126843,0.05333,5
0.334158,0.115146,0.076381,5
0.310396,0.101109,0.040527,5
0.347525,0.097927,0.048657,5
0.351485,0.122164,0.104884,5
0.289604,0.106442,0.091303,5
0.259901,0.108127,0.063018,5
0.282673,0.118328,0.06903,5
0.262376,0.140879,0.09152,5
0.294554,0.105272,0.065915,5
0.241089,0.126843,0.074263,5
0.290594,0.146727,0.095196,5
0.316337,0.135684,0.126596,5
0.312376,0.153419,0.126596,5
0.283663,0.126327,0.079496,5
0.250495,0.126843,0.085291,5
0.29802,0.14757,0.127375,5
0.278713,0.166285,0.128154,5
0.240099,0.141722,0.098872,5
0.273267,0.147381,0.094418,5
0.29802,0.166285,0.096754,5
0.325743,0.153419,0.122142,5
0.298515,0.13503,0.083951,5
0.29901,0.126843,0.089963,5
0.221782,0.122164,0.081615,5
0.266337,0.112291,0.088405,5
0.292574,0.102933,0.082393,5
0.276733,0.143218,0.101987,5
0.320297,0.152249,0.109339,5
0.320297,0.181491,0.120584,5
0.331683,0.132364,0.085291,5
0.322277,0.163103,0.131051,5
0.338119,0.378351,0.145757,6
0.319307,0.388385,0.119354,6
0.263366,0.397463,0.132078,6
0.316832,0.41132,0.142258,6
0.231683,0.392685,0.120627,6
0.29505,0.408931,0.120627,6
0.265842,0.402242,0.125398,6
0.281188,0.390774,0.118718,6
0.216337,0.370706,0.11331,6
0.286634,0.376917,0.108539,6
0.307426,0.392685,0.152437,6
0.269307,0.414665,0.158481,6
0.238614,0.389341,0.113946,6
0.219802,0.375484,0.104721,6
0.319307,0.393163,0.114583,6
0.29703,0.386951,0.125398,6
0.308416,0.393163,0.125398,6
0.302475,0.376917,0.135577,6
0.3,0.366405,0.140349,6
0.301485,0.386951,0.126034,6
0.270297,0.363061,0.108539,6
0.24604,0.362583,0.112674,6
0.246535,0.326269,0.095178,6
0.34604,0.377395,0.145757,6
0.264356,0.349204,0.126352,6
0.270792,0.336303,0.101222,6
0.224752,0.329136,0.120308,6
0.270792,0.324835,0.102813,6
0.260396,0.366405,0.091679,6
0.229208,0.304767,0.080545,6
0.211881,0.318146,0.104085,6
0.193069,0.341559,0.107266,6
0.238614,0.34347,0.104085,6
0.171782,0.328658,0.119672,6
0.184158,0.315757,0.09327,6
0.231683,0.33248,0.082454,6
0.205941,0.335825,0.125716,6
0.267327,0.335825,0.115219,6
0.270792,0.316235,0.104721,6
0.319802,0.34347,0.111402,6
0.260891,0.335825,0.105039,6
0.270792,0.349204,0.105994,6
0.262376,0.314801,0.07641,6
0.277723,0.324358,0.084681,6
0.286634,0.336303,0.112356,6
0.175248,0.35016,0.110765,6
0.255941,0.349204,0.125716,6
0.267327,0.330569,0.096769,6
0.227228,0.325313,0.105039,6
0.241089,0.334392,0.084045,6
0.321287,0.340603,0.124444,6
0.157921,0.27132,0.084681,7
0.087129,0.272753,0.075138,7
0.122277,0.252207,0.078637,7
0.114851,0.250296,0.078637,7
0.006931,0.252685,0.096769,7
0.068317,0.252207,0.082454,7
0.09802,0.247907,0.081182,7
0.105446,0.248385,0.060505,7
0.108416,0.26033,0.04619,7
0.083663,0.288521,0.096451,7
0.116337,0.23405,0.033148,7
0.135149,0.254119,0.079909,7
0.15396,0.230706,0.090089,7
0.140099,0.273231,0.048099,7
0.162871,0.264153,0.077682,7
0.15099,0.212549,0.080545,7
0.164851,0.277532,0.073865,7
0.133663,0.251252,0.103449,7
0.087624,0.248863,0.044918,7
0.139604,0.285654,0.073865,7
0.079703,0.292822,0.072275,7
0.141584,0.254119,0.060823,7
0.133168,0.252685,0.001338,7
0.047525,0.214938,0.023287,7
0.100495,0.244562,0.039828,7
0.104455,0.235962,0.050007,7
0.130693,0.237873,0.056688,7
0.088119,0.263197,0.059551,7
0.047525,0.25603,0.053825,7
0.038119,0.258419,0.035057,7
0.088119,0.255552,0.067185,7
0.011881,0.217327,0.087544,7
0.058416,0.252685,0.017561,7
0.171287,0.224972,0.041419,7
0.111881,0.269409,0.083726,7
0.089109,0.258897,0.040782,7
0.136139,0.269409,0.039828,7
0.123762,0.242651,0.055097,7
0.132178,0.262241,0.086589,7
0.122772,0.200603,0.022651,7
0.114356,0.313846,0.071639,7
0.109901,0.294733,0.073547,7
0.136139,0.278009,0.057006,7
0.09802,0.307156,0.078637,7
0.139109,0.279443,0.079273,7
0.053465,0.261286,0.029967,7
0.102475,0.262241,0.040146,7
0.144554,0.24504,0.044918,7
0.131683,0.23405,0.013107,7
0.137129,0.299989,0.093906,7
0.115347,0.278009,0.05287,7
0.126733,0.301422,0.081818,8
0.380198,0.326747,0.112674,8
0.335644,0.247429,0.093588,8
0.375743,0.240262,0.117764,8
0.382178,0.291388,0.114583,8
0.441089,0.26033,0.098359,8
0.35,0.319102,0.125398,8
0.307426,0.288044,0.15021,8
0.231188,0.345859,0.140031,8
0.24802,0.325791,0.149892,8
0.410396,0.344426,0.145121,8
0.35297,0.25603,0.103767,8
0.290594,0.314323,0.102177,8
0.342574,0.321013,0.133987,8
0.334158,0.30859,0.134623,8
0.347525,0.1619,0.060505,8
0.332178,0.239306,0.092951,8
0.30198,0.18818,0.060505,8
0.369802,0.23405,0.109175,8
0.293564,0.252685,0.11999,8
0.413366,0.253163,0.136214,8
0.359901,0.173368,0.055097,8
0.370792,0.186269,0.033466,8
0.408911,0.181968,0.065913,8
0.587624,0.177668,0.033466,8
0.436139,0.200603,0.055097,8
0.434158,0.224972,0.065913,8
0.434158,0.220671,0.082136,8
0.456931,0.251252,0.080545,8
0.424257,0.232617,0.060505,8
0.404455,0.223538,0.07132,8
0.472277,0.230706,0.098359,8
0.371782,0.312412,0.108857,8
0.428218,0.242173,0.109175,8
0.472772,0.231661,0.044282,8
0.49802,0.256985,0.087544,8
0.511881,0.244084,0.098359,8
0.54802,0.273231,0.07132,8
0.491584,0.228317,0.082136,8
0.483663,0.270842,0.076728,8
0.460396,0.260808,0.092951,8
0.444059,0.258897,0.130806,8
0.519802,0.252685,0.077364,8
0.435149,0.281354,0.136214,8
0.388119,0.277054,0.082136,8
0.397525,0.265108,0.068457,8
0.443069,0.268453,0.076728,8
0.50099,0.315757,0.125398,8
0.35495,0.321491,0.145439,8
0.427228,0.301422,0.087544,8
0.344059,0.325791,0.090407,8
0.265842,0.148999,0.006427,9
0.30495,0.18818,0.060823,9
0.275248,0.192003,0.05637,9
0.325743,0.176235,0.035375,9
0.348515,0.223061,0.026468,9
0.25,0.199648,0.071639,9
0.259901,0.191525,0.043327,9
0.242079,0.227839,0.089452,9
0.357426,0.22975,0.06305,9
0.255941,0.210637,0.074183,9
0.328713,0.197736,0.087544,9
0.29703,0.226405,0.095496,9
0.30297,0.199648,0.065913,9
0.405941,0.235484,0.056051,9
0.15099,0.190569,0.036011,9
0.289604,0.212549,0.055097,9
0.384158,0.182924,0.079273,9
0.332178,0.198692,0.028376,9
0.292079,0.17719,0.077364,9
0.314356,0.211115,0.081182,9
0.530693,0.258419,0.075138,9
0.524752,0.264631,0.058914,9
0.1,0.205859,0.079273,9
0.10198,0.224016,0.067821,9
0.067327,0.259852,0.044282,9
0.039109,0.227839,0.070366,9
0.057426,0.243129,0.061777,9
0.080198,0.214938,0.019788,9
0.306436,0.176712,0.076728,9
0.308911,0.18388,0.036011,9
0.255941,0.195825,0.064958,9
0.343564,0.229272,0.066231,9
0.376733,0.224972,0.066549,9
0.357426,0.228794,0.092633,9
0.377723,0.221627,0.115537,9
0.267327,0.170979,0.087544,9
0.208416,0.208248,0.042691,9
0.244554,0.250296,0.079273,9
0.266337,0.223538,0.05128,9
0.29703,0.243129,0.03951,9
0.257921,0.256985,0.098995,9
0.272277,0.224972,0.066549,9
0.277228,0.278965,0.081182,9
0.268812,0.259852,0.118082,9
0,0.27132,0.040464,9
0.027228,0.299511,0.125716,9
0.351485,0.242651,0.084045,9
0.239109,0.256985,0.068139,9
0.284158,0.284699,0.1184,9
0.323267,0.27132,0.030921,9
0.268317,0.257941,0.100268,9
0.596535,0.330091,0.108539,10
0.551485,0.303811,0.107266,10
0.516832,0.340603,0.125398,10
0.587624,0.321491,0.127625,10
0.559406,0.304767,0.134941,10
0.679208,0.293777,0.11331,10
0.659406,0.316235,0.140349,10
0.626238,0.325313,0.145757,10
0.579703,0.35446,0.157208,10
0.619307,0.33917,0.136214,10
0.633168,0.325313,0.140985,10
0.658416,0.33248,0.118082,10
0.614851,0.352071,0.157845,10
0.627228,0.387429,0.180748,10
0.618317,0.341559,0.147029,10
0.560396,0.339648,0.13017,10
0.612871,0.324358,0.151165,10
0.568812,0.325791,0.119354,10
0.558416,0.311457,0.092951,10
0.629703,0.326269,0.113946,10
0.70396,0.334869,0.124762,10
0.638614,0.3019,0.07132,10
0.65495,0.316235,0.097723,10
0.540594,0.326269,0.113946,10
0.659901,0.30859,0.097723,10
0.659406,0.320535,0.113946,10
0.594059,0.329136,0.125398,10
0.680693,0.30859,0.113946,10
0.616832,0.325791,0.124762,10
0.44703,0.373573,0.205878,10
0.518317,0.319102,0.109493,10
0.50198,0.329614,0.11331,10
0.543564,0.334392,0.102495,10
0.427723,0.3019,0.101222,10
0.500495,0.307634,0.109811,10
0.50099,0.281354,0.096451,10
0.619307,0.327702,0.136214,10
0.573762,0.355893,0.153073,10
0.591584,0.342515,0.129533,10
0.563366,0.334869,0.145757,10
0.533168,0.341081,0.140985,10
0.553465,0.349204,0.114583,10
0.558911,0.346337,0.124762,10
0.635149,0.359716,0.13685,10
0.522772,0.348248,0.124762,10
0.677228,0.344904,0.105039,10
0.611881,0.310023,0.091679,10
0.584158,0.361149,0.135577,10
0.669802,0.353504,0.108539,10
0.637129,0.36545,0.146393,10
0.65,0.32818,0.103131,10
0.120297,0.02391,0.0314,20
0.133663,0.058673,0.107003,20
0.156436,0.02391,0.011245,20
0.135149,0.015206,0.0471,20
0.145545,0.030928,0.054669,20
0.207921,0.05114,0.088188,20
0.169802,0.016376,0.074824,20
0.114356,0.067515,0.1727,20
0.166832,0.037946,0.028503,20
0.122772,0.036776,0.038969,20
0.121287,0.075565,0.057006,20
0.15198,0.064522,0.075603,20
0.184653,0.0386,0.045542,20
0.177723,0.045807,0.024048,20
0.099505,0.063352,0.068812,20
0.120792,0.06134,0.050215,20
0.14802,0.065176,0.048657,20
0.173267,0.076219,0.080836,20
0.122772,0.042109,0.0157,20
0.14604,0,0,20
0.137624,0.040285,0.012024,20
0.129208,0.024564,0.001557,20
0.150495,0.056661,0.039748,20
0.177228,0.079212,0.063579,20
0.122772,0.047303,0.024048,20
0.143564,0.02274,0.055448,20
0.178218,0.048473,0.034515,20
0.140099,0.021381,0.081397,20
0.175248,0.052825,0.041867,20
0.184158,0.035091,0.019376,20
0.131683,0.0386,0.032957,20
0.126733,0.040939,0.095757,20
0.217822,0.046788,0.065136,20
0.177228,0.054649,0.084512,20
0.156436,0.047303,0.004455,20
0.168317,0.054322,0.065915,20
0.137129,0.056007,0.033736,20
0.185644,0.015206,0.053112,20
0.143564,0.072056,0.086069,20
0.183168,0.045807,0.066693,20
0.162376,0.007018,0.047879,20
0.181683,0.021054,0.076942,20
0.182673,0.178825,0.087844,20
0.230693,0.182661,0.121581,20
0.161386,0.092594,0.081054,20
0.212871,0.083048,0.031618,20
0.277723,0.130867,0.04442,20
0.237624,0.137043,0.095975,20
0.216832,0.146073,0.113232,20
0.259406,0.116315,0.087066,20
0.241089,0.120667,0.055666,20
0.286139,0.115661,0.148308,21
0.361386,0.125346,0.189396,21
0.378713,0.137231,0.145411,21
0.399505,0.150098,0.190953,21
0.406436,0.128855,0.18572,21
0.307426,0.155947,0.234377,21
0.351485,0.12034,0.157217,21
0.361881,0.167644,0.249299,21
0.344554,0.143734,0.178929,21
0.430693,0.144904,0.184941,21
0.29604,0.134049,0.182823,21
0.295545,0.102279,0.161672,21
0.325248,0.14757,0.226029,21
0.361386,0.152437,0.223911,21
0.420792,0.136062,0.175689,21
0.534653,0.128528,0.137842,21
0.506436,0.161468,0.19329,21
0.507426,0.118001,0.160332,21
0.568317,0.142564,0.182044,21
0.489109,0.137885,0.200641,21
0.353465,0.15777,0.197744,21
0.45099,0.153092,0.181266,21
0.429208,0.163292,0.20142,21
0.453465,0.145231,0.163229,21
0.430198,0.14757,0.194629,21
0.423762,0.198056,0.213444,21
0.45099,0.186686,0.233599,21
0.439604,0.137043,0.210329,21
0.487129,0.140552,0.179708,21
0.45099,0.128666,0.231263,21
0.279703,0.174662,0.20899,21
0.271287,0.167128,0.26422,21
0.273762,0.150236,0.198305,21
0.260396,0.164788,0.233599,21
0.249505,0.150236,0.194629,21
0.287624,0.183504,0.243287,21
0.311881,0.15894,0.19329,21
0.325743,0.164461,0.176032,21
0.306436,0.168625,0.236496,21
0.327723,0.160764,0.205096,21
0.30198,0.195389,0.194847,21
0.304455,0.151922,0.174475,21
0.275248,0.198571,0.189614,21
0.29703,0.182007,0.199863,21
0.29604,0.200395,0.297956,21
0.305446,0.20891,0.255311,21
0.333168,0.181491,0.243287,21
0.419802,0.20774,0.273347,21
0.333663,0.268753,0.276244,21
0.358911,0.192861,0.234377,21
0.415347,0.177328,0.206653,21
0.601485,0.270199,0.288829,24
0.598515,0.229122,0.206653,24
0.59901,0.340104,0.278798,24
0.525743,0.219764,0.190953,24
0.583168,0.297807,0.245062,24
0.535644,0.227814,0.185938,24
0.475248,0.24517,0.175471,24
0.484653,0.314182,0.27858,24
0.49604,0.31217,0.274126,24
0.45,0.303982,0.306865,24
0.485149,0.307353,0.270667,24
0.499505,0.317037,0.253192,24
0.50297,0.249333,0.221014,24
0.515347,0.347449,0.309637,24
0.456931,0.262904,0.200516,24
0.426733,0.335425,0.335803,24
0.505446,0.397092,0.329791,24
0.491584,0.35531,0.320665,24
0.483663,0.305152,0.283814,24
0.483168,0.454545,0.319107,24
0.483663,0.351801,0.290261,24
0.509406,0.410286,0.311538,24
0.50297,0.300662,0.275122,24
0.580198,0.307491,0.318672,24
0.574257,0.322181,0.308984,24
0.537129,0.342255,0.291944,24
0.543564,0.314509,0.283596,24
0.497525,0.406588,0.303189,24
0.499505,0.318207,0.279141,24
0.528713,0.250503,0.204317,24
0.54703,0.394237,0.272007,24
0.514356,0.337903,0.283596,24
0.583663,0.364479,0.39795,24
0.49604,0.29631,0.284592,24
0.492574,0.208394,0.223911,24
0.450495,0.303001,0.233599,24
0.344554,0.254389,0.212322,24
0.5,0.356618,0.505732,24
0.478713,0.221776,0.201638,24
0.462376,0.290788,0.226808,24
0.547525,0.318018,0.282817,24
0.560891,0.281104,0.262102,24
0.452475,0.31788,0.229362,24
0.435644,0.232958,0.184163,24
0.558416,0.305152,0.240951,24
0.484653,0.336079,0.226247,24
0.548515,0.418147,0.334807,24
0.395545,0.202219,0.19329,24
0.507426,0.315163,0.286493,24
0.500495,0.318018,0.289608,24
0.480198,0.324055,0.27045,24
0.287624,0.257194,0.169677,25
0.24901,0.177139,0.112454,25
0.302475,0.219248,0.15432,25
0.392079,0.352266,0.268892,25
0.280198,0.227109,0.191171,25
0.312376,0.130352,0.071366,25
0.262376,0.232442,0.164787,25
0.339604,0.213073,0.16189,25
0.294554,0.195527,0.106659,25
0.256436,0.212746,0.123699,25
0.292079,0.235297,0.120584,25
0.249505,0.263885,0.185159,25
0.247525,0.315679,0.19195,25
0.214356,0.285267,0.187495,25
0.260396,0.323867,0.197962,25
0.271782,0.280915,0.182823,25
0.383663,0.23497,0.089402,25
0.297525,0.318345,0.218117,25
0.309901,0.252842,0.151423,25
0.312376,0.258037,0.167341,25
0.29505,0.252515,0.11479,25
0.273762,0.232115,0.077378,25
0.213366,0.280915,0.183384,25
0.268812,0.384037,0.290261,25
0.302475,0.318018,0.197183,25
0.268812,0.277733,0.162668,25
0.320792,0.288776,0.158432,25
0.318812,0.275067,0.185938,25
0.264851,0.279745,0.194068,25
0.369307,0.165631,0.181266,25
0.355446,0.128201,0.135505,25
0.354455,0.120667,0.174257,25
0.356931,0.068358,0.101769,25
0.327228,0.096431,0.134727,25
0.297525,0.068874,0.05333,25
0.327228,0.099286,0.11613,25
0.243564,0.09428,0.09909,25
0.34703,0.118843,0.179708,25
0.315842,0.0976,0.120584,25
0.322772,0.110983,0.10043,25
0.329703,0.108782,0.198305,25
0.321287,0.097789,0.095196,25
0.330693,0.082394,0.173478,25
0.347525,0.097085,0.149648,25
0.332673,0.101298,0.086069,25
0.317327,0.103122,0.137063,25
0.356436,0.109813,0.173696,25
0.35099,0.087073,0.12426,25
0.407426,0.130352,0.214005,25
0.40495,0.091425,0.095196,25
0.336139,0.103122,0.136284,25
0.575248,0.527255,0.455048,26
0.564356,0.50971,0.434676,26
0.567327,0.456369,0.414086,26
0.605446,0.561176,0.382903,26
0.562376,0.48697,0.37901,26
0.637624,0.518225,0.379571,26
0.654455,0.549152,0.440344,26
0.588614,0.599449,0.472088,26
0.551485,0.581577,0.438787,26
0.637624,0.528613,0.431778,26
0.555446,0.579237,0.421747,26
0.564851,0.707577,0.531647,26
0.568812,0.604971,0.501587,26
0.556931,0.567867,0.419193,26
0.602475,0.643897,0.635099,26
0.575743,0.572546,0.500247,26
0.575248,0.521545,0.402497,26
0.593069,0.611335,0.44268,26
0.585149,0.576709,0.419193,26
0.586139,0.593601,0.47408,26
0.590099,0.526274,0.358947,26
0.669802,0.563516,0.450376,26
0.622772,0.658588,0.4938,26
0.65495,0.594443,0.48978,26
0.626238,0.690685,0.510714,26
0.630198,0.51874,0.44268,26
0.641584,0.554812,0.473863,26
0.686139,0.569037,0.463614,26
0.681683,0.56871,0.399039,26
0.613861,0.710243,0.557814,26
0.563366,0.343425,0.268892,26
0.690099,0.434007,0.405176,26
0.607426,0.476443,0.395488,26
0.610396,0.297807,0.292379,26
0.675743,0.567867,0.48757,26
0.632673,0.463249,0.356519,26
0.613861,0.426661,0.379445,26
0.69802,0.519394,0.466637,26
0.639109,0.370328,0.298391,26
0.518812,0.420297,0.287146,26
0.649505,0.549479,0.451933,26
0.657921,0.511206,0.398603,26
0.636139,0.547983,0.460842,26
0.60099,0.476958,0.385114,26
0.681683,0.498201,0.402154,26
0.547525,0.567025,0.537224,26
0.622277,0.633232,0.437447,26
0.590099,0.603939,0.473645,26
0.663861,0.55851,0.401157,26
0.667327,0.577741,0.416296,26
0.593069,0.561038,0.44268,26
0.315347,0.479109,0.323562,27
0.256436,0.364995,0.312969,27
0.372277,0.460067,0.323779,27
0.261386,0.43368,0.3368,27
0.310396,0.417115,0.248394,27
0.339109,0.384364,0.252288,27
0.313366,0.334067,0.208646,27
0.266337,0.338607,0.223224,27
0.251485,0.33257,0.281569,27
0.273267,0.459929,0.254281,27
0.274752,0.500541,0.322314,27
0.328713,0.409443,0.251727,27
0.301485,0.385395,0.276554,27
0.284158,0.424649,0.265434,27
0.290594,0.428674,0.293594,27
0.294554,0.538298,0.374647,27
0.30297,0.489498,0.338918,27
0.286634,0.45857,0.292036,27
0.230693,0.431667,0.286585,27
0.321287,0.554674,0.359291,27
0.30099,0.509383,0.284467,27
0.282178,0.449024,0.279794,27
0.335644,0.525243,0.337796,27
0.240099,0.339588,0.215655,27
0.281683,0.411971,0.271103,27
0.320792,0.398916,0.301506,27
