@relation 'keystroke_strong_all'

@attribute holdtime1 numeric
@attribute holdtime2 numeric
@attribute holdtime3 numeric
@attribute holdtime4 numeric
@attribute holdtime5 numeric
@attribute holdtime6 numeric
@attribute holdtime7 numeric
@attribute holdtime8 numeric
@attribute holdtime9 numeric
@attribute holdtime10 numeric
@attribute holdtime11 numeric
@attribute holdtime12 numeric
@attribute holdtime13 numeric
@attribute downdown1 numeric
@attribute downdown2 numeric
@attribute downdown3 numeric
@attribute downdown4 numeric
@attribute downdown5 numeric
@attribute downdown6 numeric
@attribute downdown7 numeric
@attribute downdown8 numeric
@attribute downdown9 numeric
@attribute downdown10 numeric
@attribute downdown11 numeric
@attribute downdown12 numeric
@attribute updown1 numeric
@attribute updown2 numeric
@attribute updown3 numeric
@attribute updown4 numeric
@attribute updown5 numeric
@attribute updown6 numeric
@attribute updown7 numeric
@attribute updown8 numeric
@attribute updown9 numeric
@attribute updown10 numeric
@attribute updown11 numeric
@attribute updown12 numeric
@attribute pressure1 numeric
@attribute pressure2 numeric
@attribute pressure3 numeric
@attribute pressure4 numeric
@attribute pressure5 numeric
@attribute pressure6 numeric
@attribute pressure7 numeric
@attribute pressure8 numeric
@attribute pressure9 numeric
@attribute pressure10 numeric
@attribute pressure11 numeric
@attribute pressure12 numeric
@attribute pressure13 numeric
@attribute fingerarea1 numeric
@attribute fingerarea2 numeric
@attribute fingerarea3 numeric
@attribute fingerarea4 numeric
@attribute fingerarea5 numeric
@attribute fingerarea6 numeric
@attribute fingerarea7 numeric
@attribute fingerarea8 numeric
@attribute fingerarea9 numeric
@attribute fingerarea10 numeric
@attribute fingerarea11 numeric
@attribute fingerarea12 numeric
@attribute fingerarea13 numeric
@attribute meanholdtime numeric
@attribute meanpressure numeric
@attribute meanfingerarea numeric
@attribute meanxaccelaration numeric
@attribute meanyaccelaration numeric
@attribute meanzaccelaration numeric
@attribute velocity numeric
@attribute totaltime numeric
@attribute totaldistance numeric
@attribute user_id {100,101,102,103,104,105,200,201,202,203,300,301,302,303,400,401,402,403,404,500,501,502,503,600,601,602,603,604,605,700,701,702,800,801,802,900,1000,1001,1002,1003,1004,1100,1101,1103,1104,1105,1200,1201,1203,1204,1300,1301,1302,1303}

@data
116,78,121,107,143,107,121,120,144,97,139,151,101,456,166,332,461,881,1292,275,803,220,637,173,290,340,88,211,354,738,1185,154,683,76,540,34,139,0.144,0.1344,0.1968,0.1296,0.1152,0.168,0.0864,0.0864,0.12,0.1488,0.0768,0.1872,0.072,0.290323,0.290323,0.419355,0.290323,0.258065,0.419355,0.225806,0.225806,0.322581,0.290323,0.258065,0.290323,0.193548,118.846154,0.128123,0.290323,1.065731,7.421116,6.282489,0.968687,6087,376.545641,101
124,117,131,134,160,142,168,159,161,122,140,123,110,562,140,373,719,1506,739,507,796,266,940,195,294,438,23,242,585,1346,597,339,637,105,818,55,171,0.1296,0.12,0.2256,0.1152,0.0816,0.1584,0.12,0.1008,0.1296,0.1248,0.096,0.1344,0.0768,0.322581,0.354839,0.322581,0.290323,0.258065,0.322581,0.258065,0.258065,0.322581,0.322581,0.258065,0.225806,0.258065,137.769231,0.124062,0.290323,1.243845,7.07604,6.660209,0.856646,7147,366.892519,101
142,118,143,115,160,118,142,132,125,105,132,160,122,516,129,355,419,930,771,492,675,211,550,165,269,374,11,212,304,770,653,350,543,86,445,33,109,0.144,0.096,0.2496,0.1152,0.1296,0.1632,0.1104,0.0864,0.12,0.1488,0.0816,0.168,0.0528,0.290323,0.290323,0.322581,0.290323,0.290323,0.354839,0.290323,0.225806,0.322581,0.354839,0.258065,0.322581,0.258065,131.846154,0.128123,0.297767,1.111359,7.168551,6.57701,1.052485,5604,384.65452,101
142,128,124,150,152,113,124,134,172,140,140,102,128,929,162,336,532,843,546,286,821,247,819,193,413,787,34,212,382,691,433,162,687,75,679,53,311,0.1104,0.1728,0.2112,0.096,0.1104,0.1584,0.1248,0.096,0.168,0.168,0.0816,0.1248,0.0672,0.290323,0.322581,0.354839,0.193548,0.258065,0.322581,0.290323,0.193548,0.322581,0.387097,0.193548,0.258065,0.193548,134.538462,0.129969,0.275434,0.93192,7.508711,6.225661,0.89873,6255,364.534758,101
152,133,158,149,122,141,130,162,153,140,142,106,121,443,249,276,785,914,568,290,779,293,880,211,288,291,116,118,636,792,427,160,617,140,740,69,182,0.1344,0.144,0.168,0.1104,0.096,0.1296,0.1008,0.0816,0.1728,0.1392,0.12,0.1728,0.0768,0.387097,0.290323,0.322581,0.290323,0.193548,0.419355,0.290323,0.258065,0.322581,0.322581,0.258065,0.322581,0.225806,139.153846,0.126646,0.300248,1.034871,7.604203,6.090297,0.870452,6097,381.542461,101
161,118,138,124,159,126,131,116,160,115,138,134,95,649,213,298,1561,1662,547,673,637,247,741,191,324,488,95,160,1437,1503,421,542,521,87,626,53,190,0.1344,0.2112,0.1344,0.144,0.0672,0.1824,0.1344,0.1008,0.1776,0.1536,0.1008,0.1872,0.072,0.290323,0.387097,0.419355,0.354839,0.193548,0.387097,0.290323,0.193548,0.354839,0.322581,0.258065,0.322581,0.193548,131.923077,0.138462,0.305211,0.947828,7.453035,6.279588,0.868449,7838,376.375893,101
143,125,133,120,133,147,115,103,144,160,141,94,104,494,148,709,664,1481,577,713,604,280,758,218,319,351,23,576,544,1348,430,598,501,136,598,77,225,0.1008,0.1584,0.2592,0.1344,0.0912,0.1824,0.0912,0.0864,0.1584,0.168,0.1008,0.1056,0.0624,0.258065,0.322581,0.322581,0.290323,0.290323,0.354839,0.258065,0.225806,0.354839,0.322581,0.258065,0.258065,0.193548,127.846154,0.130708,0.28536,0.676914,7.387217,6.399586,0.827702,7069,385.368425,101
158,135,96,124,142,115,124,179,160,114,134,141,122,729,254,229,618,951,4387,1034,676,348,811,146,294,571,119,133,494,809,4272,910,497,188,697,12,153,0.1344,0.1488,0.1584,0.096,0.0864,0.1584,0.0816,0.1008,0.1776,0.1056,0.1056,0.2448,0.072,0.258065,0.354839,0.354839,0.258065,0.225806,0.322581,0.258065,0.258065,0.387097,0.290323,0.258065,0.290323,0.225806,134.153846,0.128492,0.287841,0.608668,7.449144,6.323662,0.882424,10599,373.782105,101
161,114,133,133,152,126,134,152,133,125,143,133,103,534,147,307,437,721,481,307,728,230,686,233,279,373,33,174,304,569,355,173,576,97,561,90,146,0.1632,0.1344,0.192,0.1104,0.1104,0.168,0.1008,0.1056,0.1632,0.1392,0.096,0.1392,0.0768,0.322581,0.290323,0.322581,0.290323,0.290323,0.290323,0.290323,0.193548,0.354839,0.290323,0.258065,0.290323,0.193548,134,0.130708,0.282878,0.634866,7.403942,6.373768,1.003648,5193,369.706662,101
153,17,113,124,124,143,142,104,118,133,129,132,128,670,1090,348,616,744,489,358,773,235,886,194,240,517,1073,235,492,620,346,216,669,117,753,65,108,0.144,0.0432,0.1152,0.1296,0.0864,0.216,0.1344,0.0864,0.1872,0.1296,0.0816,0.168,0.0624,0.258065,0.258065,0.290323,0.290323,0.225806,0.387097,0.290323,0.193548,0.322581,0.290323,0.258065,0.354839,0.193548,120,0.121846,0.277916,0.218644,7.378745,6.44503,0.851372,6771,367.247192,101
167,141,123,127,141,152,177,122,150,124,132,133,129,538,207,305,751,907,535,305,872,227,769,165,266,371,66,182,624,766,383,128,750,77,645,33,133,0.1488,0.1056,0.1344,0.1104,0.0912,0.1776,0.096,0.0912,0.1104,0.1632,0.0576,0.1536,0.0672,0.290323,0.258065,0.290323,0.290323,0.193548,0.354839,0.290323,0.193548,0.290323,0.387097,0.16129,0.225806,0.225806,139.846154,0.115938,0.265509,0.824308,7.341359,6.434947,0.945043,5976,372.235668,101
111,97,131,162,121,159,177,150,125,122,164,115,112,770,185,236,687,942,438,284,689,260,830,230,403,659,88,105,525,821,279,107,539,135,708,66,288,0.096,0.1536,0.264,0.12,0.1104,0.2304,0.1152,0.096,0.1488,0.1344,0.0816,0.1536,0.0576,0.258065,0.354839,0.387097,0.290323,0.193548,0.387097,0.322581,0.290323,0.322581,0.322581,0.193548,0.322581,0.16129,134.307692,0.135508,0.292804,0.660915,7.317221,6.47559,0.900162,6066,373.656911,101
133,124,140,124,141,151,149,213,123,133,131,150,131,359,232,239,693,900,2661,331,942,252,744,174,310,226,108,99,569,759,2510,182,729,129,611,43,160,0.1392,0.1536,0.2064,0.1344,0.0864,0.1776,0.1056,0.096,0.1824,0.1872,0.0864,0.168,0.0816,0.258065,0.322581,0.354839,0.290323,0.225806,0.322581,0.258065,0.258065,0.387097,0.387097,0.225806,0.354839,0.290323,141.769231,0.138831,0.30273,0.482155,7.338689,6.465047,0.914672,7968,369.276222,101
142,126,158,150,61,159,131,195,191,131,186,116,146,394,234,307,825,851,587,299,841,257,897,230,276,252,108,149,675,790,428,168,646,66,766,44,160,0.1296,0.2208,0.2352,0.1104,0.0624,0.1392,0.1104,0.0576,0.1344,0.192,0.0912,0.1728,0.0816,0.290323,0.387097,0.387097,0.258065,0.290323,0.322581,0.290323,0.258065,0.322581,0.290323,0.225806,0.290323,0.258065,145.538462,0.133662,0.297767,1.017731,7.457029,6.260573,0.874054,6144,370.051022,101
124,98,116,152,134,156,131,133,152,132,159,133,155,430,175,278,602,866,622,342,743,258,643,182,276,306,77,162,450,732,466,211,610,106,511,23,143,0.1488,0.1824,0.2016,0.1056,0.1008,0.1584,0.1008,0.1008,0.1728,0.144,0.0816,0.1872,0.0768,0.290323,0.387097,0.387097,0.290323,0.193548,0.354839,0.290323,0.290323,0.419355,0.322581,0.225806,0.354839,0.225806,136.538462,0.135508,0.310174,0.821004,7.261395,6.512309,0.98237,5572,367.218411,101
157,151,115,149,148,138,105,111,135,134,131,122,111,350,227,261,566,1227,790,392,729,899,510,193,255,193,76,146,417,1079,652,287,618,764,376,62,133,0.1488,0.2016,0.1824,0.12,0.1152,0.1584,0.0864,0.0816,0.192,0.1584,0.0816,0.1296,0.0672,0.290323,0.387097,0.322581,0.258065,0.290323,0.354839,0.193548,0.258065,0.354839,0.322581,0.193548,0.322581,0.193548,131.307692,0.132554,0.287841,0.512658,7.373382,6.427971,0.881178,6510,379.797988,101
133,115,97,115,140,143,133,140,111,117,155,115,139,402,255,208,591,804,722,482,816,239,787,166,289,269,140,111,476,664,579,349,676,128,670,11,174,0.144,0.1296,0.2448,0.12,0.0864,0.2064,0.1056,0.1008,0.1776,0.1584,0.0912,0.2448,0.0624,0.290323,0.387097,0.451613,0.290323,0.258065,0.322581,0.322581,0.258065,0.322581,0.322581,0.225806,0.290323,0.193548,127.153846,0.144,0.30273,1.032511,6.924814,6.843469,0.991205,5900,367.453793,101
153,80,107,106,133,123,125,107,126,124,125,131,149,481,167,270,505,879,762,319,742,257,635,159,270,328,87,163,399,746,639,194,635,131,511,34,139,0.1392,0.1152,0.2448,0.1344,0.1104,0.2112,0.1152,0.1296,0.1488,0.144,0.0912,0.1776,0.0816,0.354839,0.290323,0.419355,0.290323,0.258065,0.387097,0.193548,0.258065,0.322581,0.354839,0.258065,0.258065,0.290323,122.230769,0.141785,0.30273,0.79392,7.310798,6.458889,1.01973,5595,382.761973,101
151,116,86,113,109,124,130,123,106,124,96,133,95,459,254,222,634,866,688,1546,593,395,675,129,731,308,138,136,521,757,564,1416,470,289,551,33,598,0.1488,0.1488,0.168,0.096,0.096,0.144,0.0816,0.0768,0.096,0.2016,0.0816,0.144,0.0864,0.354839,0.290323,0.354839,0.290323,0.322581,0.354839,0.258065,0.193548,0.290323,0.354839,0.193548,0.290323,0.290323,115.846154,0.120738,0.295285,0.835956,6.957044,6.835526,0.956504,7287,382.090786,101
152,123,115,105,140,130,148,135,117,107,158,181,140,679,253,257,388,895,513,316,846,226,520,191,312,527,130,142,283,755,383,168,711,109,413,33,131,0.1392,0.0816,0.1824,0.0912,0.1056,0.0864,0.1008,0.0816,0.096,0.1296,0.0864,0.168,0.1056,0.290323,0.16129,0.322581,0.322581,0.193548,0.225806,0.193548,0.258065,0.322581,0.322581,0.193548,0.387097,0.290323,134.692308,0.111877,0.26799,-0.033484,3.315958,9.203806,0.972134,5536,377.040223,101
160,143,107,124,158,96,157,114,125,105,140,159,166,767,207,418,666,1013,563,512,799,336,1062,162,510,607,64,311,542,855,467,355,685,211,957,22,351,0.1056,0.072,0.1824,0.0864,0.1248,0.1344,0.1008,0.1152,0.1344,0.1008,0.0816,0.1968,0.0816,0.322581,0.225806,0.354839,0.258065,0.290323,0.354839,0.290323,0.322581,0.354839,0.290323,0.258065,0.322581,0.258065,134.923077,0.116677,0.300248,1.102656,0.420321,9.698301,0.81026,7181,386.644848,101
121,151,131,181,215,123,123,132,167,111,175,133,112,771,228,326,488,1012,753,476,813,506,1462,442,500,650,77,195,307,797,630,353,681,339,1351,267,367,0.1632,0.1152,0.144,0.0912,0.0912,0.1104,0.1008,0.096,0.1056,0.0816,0.1008,0.1632,0.096,0.290323,0.322581,0.322581,0.290323,0.290323,0.290323,0.258065,0.193548,0.290323,0.258065,0.258065,0.387097,0.258065,144.230769,0.112246,0.28536,0.949692,0.035349,9.72664,0.623286,7889,378.652883,101
119,108,88,97,96,108,131,95,109,153,106,159,112,636,365,188,944,572,200,657,535,647,657,819,647,517,257,100,847,476,92,526,440,538,504,713,488,0.2064,0.2592,0.216,0.24,0.1104,0.1776,0.1152,0.1056,0.3024,0.1344,0.1056,0.1296,0.1392,0.354839,0.387097,0.419355,0.354839,0.258065,0.354839,0.193548,0.290323,0.451613,0.354839,0.258065,0.290323,0.322581,113.923077,0.172431,0.330025,-0.105391,0.8958,9.764349,0.796488,6979,371.820268,102
140,114,152,99,104,125,133,95,81,162,105,113,88,595,424,252,550,603,253,661,517,423,1065,2301,393,455,310,100,451,499,128,528,422,342,903,2196,280,0.1632,0.216,0.1296,0.1968,0.1392,0.2064,0.1296,0.1296,0.3024,0.0816,0.1248,0.1248,0.1056,0.354839,0.451613,0.354839,0.419355,0.258065,0.354839,0.193548,0.258065,0.419355,0.322581,0.290323,0.258065,0.258065,116.230769,0.157662,0.322581,-0.124671,0.923437,9.760297,0.70456,8125,382.19137,102
118,98,109,87,87,115,116,106,90,124,123,131,138,439,382,208,982,577,292,571,509,535,482,231,325,321,284,99,895,490,177,455,403,445,358,108,194,0.1824,0.1968,0.1536,0.1536,0.1248,0.24,0.1296,0.1248,0.2352,0.144,0.1248,0.1008,0.1152,0.354839,0.387097,0.419355,0.322581,0.225806,0.451613,0.258065,0.290323,0.419355,0.322581,0.258065,0.290323,0.290323,110.923077,0.155815,0.330025,-0.013341,0.879178,9.765189,0.912687,5671,371.543447,102
112,109,105,115,96,118,105,88,80,115,88,126,106,657,299,171,604,563,2209,456,493,736,279,278,296,545,190,66,489,467,2091,351,405,656,164,190,170,0.1536,0.2016,0.144,0.1632,0.1296,0.2304,0.1152,0.1392,0.2256,0.2352,0.1152,0.1728,0.1056,0.322581,0.387097,0.354839,0.322581,0.322581,0.483871,0.193548,0.290323,0.451613,0.451613,0.290323,0.354839,0.290323,104.846154,0.163938,0.347395,-0.133465,0.947632,9.758778,0.910551,7147,374.873076,102
133,109,115,107,141,109,89,106,70,107,115,133,106,1158,216,203,530,610,162,535,475,292,711,1211,351,1025,107,88,423,469,53,446,369,222,604,1096,218,0.12,0.264,0.1872,0.1776,0.1488,0.2688,0.1968,0.12,0.2112,0.1056,0.1392,0.1344,0.1344,0.258065,0.451613,0.419355,0.387097,0.290323,0.451613,0.354839,0.290323,0.387097,0.290323,0.290323,0.258065,0.290323,110.769231,0.169846,0.33995,-0.193378,0.96827,9.755889,0.938374,6560,370.362703,102
130,89,118,89,106,80,129,104,106,107,88,106,97,311,316,152,397,574,226,481,472,308,280,264,282,181,227,34,308,468,146,352,368,202,173,176,176,0.1824,0.3024,0.1632,0.2496,0.1344,0.1536,0.1248,0.1392,0.3024,0.1488,0.1296,0.12,0.1392,0.354839,0.516129,0.322581,0.387097,0.290323,0.387097,0.290323,0.354839,0.483871,0.322581,0.290323,0.290323,0.290323,103.769231,0.176123,0.352357,-0.062836,0.894971,9.763267,1.211178,4160,374.26236,102
125,115,117,97,69,118,142,106,100,107,106,106,121,687,212,205,1151,494,210,524,456,252,232,286,302,562,97,88,1054,425,92,382,350,152,125,180,196,0.1824,0.3024,0.2928,0.2496,0.1344,0.2112,0.1104,0.12,0.2832,0.1104,0.1104,0.1104,0.096,0.387097,0.548387,0.419355,0.354839,0.258065,0.419355,0.193548,0.290323,0.483871,0.258065,0.258065,0.290323,0.225806,109.923077,0.177969,0.337469,-0.078594,0.851288,9.767825,1.163254,5132,372.436001,102
148,89,102,111,103,109,125,95,90,88,106,132,132,649,252,161,712,604,217,592,527,385,678,226,332,501,163,59,601,501,108,467,432,295,590,120,200,0.1488,0.168,0.1536,0.36,0.1152,0.3024,0.1344,0.1104,0.2112,0.1152,0.1248,0.1248,0.1152,0.354839,0.354839,0.354839,0.903226,0.258065,0.548387,0.225806,0.225806,0.387097,0.322581,0.322581,0.290323,0.322581,110,0.168,0.37469,-0.073391,0.845614,9.765811,1.024292,5467,382.95882,102
119,118,113,99,86,90,106,104,79,123,113,123,115,625,238,158,455,563,130,367,492,228,596,266,295,506,120,45,356,477,40,261,388,149,473,153,172,0.1776,0.2544,0.2064,0.2112,0.12,0.3024,0.192,0.144,0.2448,0.168,0.1056,0.1344,0.1248,0.354839,0.387097,0.419355,0.290323,0.258065,0.483871,0.225806,0.322581,0.419355,0.322581,0.258065,0.290323,0.290323,106.769231,0.183508,0.332506,0.133154,0.989577,9.750571,1.254751,4528,376.629374,102
116,100,132,89,106,99,116,120,102,134,114,105,113,271,291,166,454,555,170,616,555,233,168,220,267,155,191,34,365,449,71,500,435,131,34,106,162,0.1584,0.3024,0.2448,0.2496,0.1632,0.2064,0.1584,0.1104,0.3024,0.2064,0.2112,0.12,0.1248,0.290323,0.516129,0.419355,0.322581,0.322581,0.451613,0.322581,0.258065,0.516129,0.354839,0.258065,0.290323,0.322581,111.230769,0.1968,0.35732,-0.033058,1.040315,9.747267,1.439364,4079,373.045674,102
115,81,124,107,104,90,105,96,79,106,96,86,108,323,260,158,444,607,111,366,416,273,435,226,259,208,179,34,337,503,21,261,320,194,329,130,173,0.1536,0.3024,0.2736,0.2496,0.1536,0.1824,0.2064,0.1008,0.264,0.1536,0.12,0.1008,0.0192,0.290323,0.516129,0.387097,0.322581,0.258065,0.354839,0.258065,0.225806,0.419355,0.387097,0.258065,0.225806,0.193548,99.769231,0.175385,0.315136,0.091854,0.990509,9.751031,1.362977,3986,364.51135,102
107,124,98,79,113,125,124,86,89,117,112,115,96,370,275,165,878,577,146,645,566,442,172,242,308,263,151,67,799,464,21,521,480,353,55,130,193,0.1632,0.3024,0.1872,0.2208,0.1344,0.2256,0.2544,0.1248,0.2544,0.1536,0.1824,0.096,0.1248,0.290323,0.483871,0.419355,0.322581,0.354839,0.387097,0.258065,0.258065,0.483871,0.387097,0.322581,0.258065,0.354839,106.538462,0.186462,0.352357,-0.463393,1.133827,9.721426,1.32686,4882,382.617096,102
121,91,109,89,112,84,115,122,108,99,132,106,111,315,232,165,394,604,95,408,529,259,332,271,288,194,141,56,305,492,11,293,407,151,233,139,182,0.2064,0.3024,0.2352,0.24,0.1536,0.264,0.3264,0.1056,0.3024,0.144,0.1392,0.1248,0.096,0.419355,0.548387,0.419355,0.419355,0.290323,0.451613,0.322581,0.290323,0.580645,0.322581,0.290323,0.322581,0.290323,107.615385,0.203077,0.382134,-0.711953,1.311401,9.684845,1.376871,4003,374.267483,102
132,82,135,108,88,87,124,97,108,134,131,115,96,260,242,169,433,540,98,482,452,205,261,257,293,128,160,34,325,452,11,358,355,97,127,126,178,0.264,0.2736,0.3024,0.336,0.1632,0.3024,0.5376,0.1488,0.3024,0.1968,0.1248,0.2496,0.144,0.354839,0.516129,0.419355,0.387097,0.258065,0.483871,0.225806,0.290323,0.548387,0.451613,0.290323,0.483871,0.322581,110.538462,0.257354,0.387097,-0.650106,1.195271,9.706082,1.526826,3788,384.632226,102
130,100,80,87,115,101,134,104,89,122,96,102,106,315,254,136,373,600,111,451,447,194,260,236,266,185,154,56,286,485,10,317,343,105,138,140,164,0.2304,0.3024,0.288,0.2784,0.1488,0.1872,0.3024,0.1248,0.264,0.1584,0.1392,0.1296,0.1344,0.451613,0.580645,0.419355,0.354839,0.258065,0.387097,0.225806,0.290323,0.419355,0.322581,0.322581,0.290323,0.387097,105.076923,0.206769,0.362283,-0.382669,1.081132,9.730772,1.533923,3749,385.866142,102
116,113,120,126,105,117,89,104,82,88,96,110,114,864,255,175,419,572,138,345,494,247,389,254,274,748,142,55,293,467,21,256,390,165,301,158,164,0.144,0.3024,0.2352,0.3168,0.144,0.3024,0.3024,0.1296,0.3024,0.192,0.1296,0.1392,0.1344,0.258065,0.516129,0.483871,0.451613,0.290323,0.451613,0.354839,0.290323,0.580645,0.354839,0.290323,0.354839,0.258065,106.153846,0.213415,0.379653,-0.425984,1.054254,9.732545,1.206412,4540,364.031133,102
142,79,98,105,122,83,143,106,109,115,114,143,115,294,252,110,361,588,93,501,463,218,237,250,271,152,173,12,256,466,10,358,357,109,122,136,128,0.2304,0.2256,0.2832,0.336,0.168,0.3024,0.384,0.1584,0.3024,0.2448,0.1344,0.1968,0.1632,0.354839,0.483871,0.419355,0.322581,0.322581,0.483871,0.225806,0.354839,0.483871,0.387097,0.290323,0.290323,0.322581,113.384615,0.240738,0.364764,-0.458916,1.111301,9.725639,1.667191,3753,371.074551,102
124,70,118,114,103,115,124,86,79,115,88,124,114,372,200,162,387,566,145,510,482,177,235,206,317,248,130,44,273,463,30,386,396,98,120,118,193,0.1392,0.2112,0.168,0.2496,0.144,0.216,0.1728,0.1344,0.2544,0.1584,0.12,0.1536,0.0816,0.354839,0.419355,0.387097,0.419355,0.258065,0.451613,0.193548,0.290323,0.354839,0.387097,0.290323,0.322581,0.225806,105.692308,0.169477,0.334988,-0.380667,0.848963,9.754645,1.485458,3873,374.144224,102
115,80,79,97,112,109,102,138,89,108,97,115,107,319,234,155,462,530,139,432,451,202,217,237,272,204,154,76,365,418,30,330,313,113,109,140,157,0.2304,0.3024,0.144,0.2208,0.1296,0.3024,0.2304,0.1296,0.3024,0.1824,0.1344,0.1296,0.1152,0.387097,0.548387,0.387097,0.322581,0.258065,0.483871,0.258065,0.354839,0.612903,0.354839,0.290323,0.258065,0.322581,103.692308,0.196431,0.372208,-0.691637,1.005001,9.717938,1.482082,3757,374.348569,102
117,83,118,71,130,81,105,94,116,115,113,106,94,271,338,165,562,600,123,581,471,204,257,252,290,154,255,47,491,470,42,476,377,88,142,139,184,0.1728,0.3024,0.3024,0.3264,0.1392,0.2208,0.1776,0.1536,0.3024,0.2976,0.1248,0.1488,0.1632,0.387097,0.483871,0.451613,0.322581,0.258065,0.354839,0.290323,0.290323,0.451613,0.419355,0.290323,0.322581,0.322581,103.307692,0.217846,0.35732,-0.649381,1.052344,9.716695,1.422108,4208,380.910386,102
125,109,143,134,160,116,138,78,98,125,87,132,108,744,166,220,686,1111,268,522,490,206,347,297,297,619,57,77,552,951,152,384,412,108,222,210,165,0.168,0.2544,0.216,0.144,0.096,0.144,0.0816,0.12,0.216,0.1152,0.1008,0.1152,0.096,0.322581,0.451613,0.451613,0.290323,0.225806,0.322581,0.193548,0.258065,0.419355,0.322581,0.258065,0.322581,0.225806,119.461538,0.143631,0.312655,-0.449235,0.717363,9.749293,1.028015,5462,376.864973,102
101,112,98,116,17,97,149,112,89,116,103,118,95,351,322,325,1183,656,148,605,534,223,234,265,271,250,210,227,1067,639,51,456,422,134,118,162,153,0.216,0.24,0.1632,0.1632,0.0288,0.2112,0.1152,0.1008,0.3024,0.12,0.0864,0.1296,0.1008,0.419355,0.419355,0.322581,0.387097,0.16129,0.419355,0.258065,0.225806,0.451613,0.290323,0.225806,0.290323,0.290323,101.769231,0.152123,0.320099,-0.537176,0.871535,9.733236,1.160791,5212,358.890885,102
120,79,125,51,110,82,123,97,88,105,103,133,105,577,188,245,372,541,114,472,522,291,171,212,274,457,109,120,321,431,32,349,425,203,66,109,141,0.1536,0.2208,0.1008,0.1152,0.1056,0.2208,0.168,0.1008,0.216,0.1248,0.096,0.1392,0.0768,0.419355,0.419355,0.290323,0.258065,0.290323,0.419355,0.193548,0.193548,0.419355,0.290323,0.225806,0.322581,0.258065,101.615385,0.141415,0.307692,-0.432487,1.378462,9.673127,1.432895,4084,384.692955,102
131,92,112,87,129,71,122,87,89,121,114,143,96,409,202,190,324,581,91,515,481,215,235,178,261,278,110,78,237,452,20,393,394,126,114,64,118,0.1536,0.264,0.1584,0.1104,0.1104,0.1728,0.1392,0.096,0.1872,0.144,0.096,0.168,0.0912,0.354839,0.516129,0.387097,0.290323,0.193548,0.354839,0.193548,0.258065,0.419355,0.322581,0.225806,0.354839,0.290323,107.230769,0.145477,0.320099,-0.371262,1.551109,9.654089,1.566587,3778,379.331609,102
133,79,96,79,87,97,130,115,89,89,69,107,85,470,189,186,337,511,128,505,466,155,294,177,263,337,110,90,258,424,31,375,351,66,205,108,156,0.1296,0.2688,0.1632,0.1296,0.1056,0.2448,0.1536,0.096,0.216,0.1728,0.096,0.1488,0.12,0.290323,0.483871,0.387097,0.322581,0.225806,0.387097,0.129032,0.258065,0.451613,0.387097,0.225806,0.322581,0.290323,96.538462,0.157292,0.320099,-0.363585,1.403486,9.672161,1.486494,3766,369.397271,102
113,88,86,100,141,89,116,86,88,116,87,131,78,985,255,173,338,573,130,403,483,163,277,175,247,872,167,87,238,432,41,287,397,75,161,88,116,0.1392,0.2112,0.12,0.3072,0.1104,0.2112,0.1728,0.1008,0.2112,0.168,0.096,0.1248,0.096,0.354839,0.419355,0.258065,0.83871,0.225806,0.419355,0.225806,0.258065,0.322581,0.290323,0.290323,0.290323,0.258065,101.461538,0.159138,0.342432,-0.322273,1.487617,9.66141,1.434022,4280,385.72193,102
122,99,117,70,106,90,131,114,90,106,96,140,106,344,218,162,370,522,331,507,487,240,251,226,259,222,119,45,300,416,241,376,373,150,145,130,119,0.1824,0.3024,0.1728,0.2112,0.1296,0.216,0.0816,0.1152,0.1872,0.1344,0.1152,0.1056,0.0912,0.387097,0.451613,0.387097,0.354839,0.225806,0.354839,0.225806,0.258065,0.354839,0.290323,0.290323,0.354839,0.290323,106.692308,0.157292,0.325062,-0.391924,1.552824,9.66149,1.272975,4023,385.401163,102
124,99,87,97,130,80,158,124,96,98,107,99,132,287,250,132,331,573,161,475,559,225,206,270,239,163,151,45,234,443,81,317,435,129,108,163,140,0.1536,0.2688,0.1392,0.1824,0.1104,0.2352,0.1056,0.1104,0.2544,0.12,0.0912,0.12,0.096,0.322581,0.451613,0.387097,0.290323,0.258065,0.483871,0.225806,0.258065,0.419355,0.290323,0.290323,0.290323,0.322581,110.076923,0.152862,0.330025,-0.213188,1.390594,9.685651,1.476034,3840,382.179875,102
105,103,79,70,105,70,114,119,81,108,112,98,105,370,254,124,315,534,111,513,494,225,194,233,237,265,151,45,245,429,41,399,375,144,86,121,139,0.1488,0.2592,0.1536,0.1248,0.096,0.192,0.1488,0.1152,0.2256,0.1104,0.1056,0.12,0.1104,0.290323,0.483871,0.354839,0.290323,0.225806,0.354839,0.290323,0.193548,0.451613,0.258065,0.225806,0.290323,0.322581,97.615385,0.146954,0.310174,-0.003246,1.625536,9.649715,1.610355,3709,391.230643,102
126,132,106,97,113,99,132,133,98,130,89,121,105,334,176,182,345,491,131,368,511,196,232,245,270,208,44,76,248,378,32,236,378,98,102,156,149,0.1824,0.264,0.1632,0.12,0.1152,0.2448,0.192,0.0912,0.2304,0.1152,0.096,0.1296,0.0768,0.387097,0.419355,0.387097,0.290323,0.225806,0.483871,0.225806,0.258065,0.483871,0.322581,0.225806,0.290323,0.258065,113.923077,0.155446,0.327543,0.040897,1.244812,9.704183,1.463013,3586,381.34625,102
