@relation 'keystroke_strong_secondorder'

@attribute meanholdtime numeric
@attribute meanpressure numeric
@attribute meanfingerarea numeric
@attribute meanxaccelaration numeric
@attribute meanyaccelaration numeric
@attribute meanzaccelaration numeric
@attribute velocity numeric
@attribute totaltime numeric
@attribute totaldistance numeric
@attribute user_id {100,101,102,103,104,105,200,201,202,203,300,301,302,303,400,401,402,403,404,500,501,502,503,600,601,602,603,604,605,700,701,702,800,801,802,900,1000,1001,1002,1003,1004,1100,1101,1103,1104,1105,1200,1201,1203,1204,1300,1301,1302,1303}

@data
112.923077,0.152123,0.245658,-2.135743,8.842696,2.790511,1.761141,3298,392.171673,600
110.538462,0.1632,0.248139,0.19827,6.550018,7.229821,1.856375,3297,386.893835,600
107,0.151015,0.253102,-0.134478,7.073358,6.698159,1.697234,3265,371.505467,600
123.846154,0.145846,0.265509,0.385179,6.022776,7.687264,1.523962,4054,380.625968,600
121.153846,0.162092,0.243176,0.635557,6.84668,6.898064,1.706503,3727,376.306785,600
115.615385,0.172431,0.25062,0.605307,6.486422,7.2401,1.635221,4029,376.205765,600
108.846154,0.161723,0.258065,0.556594,6.302471,7.41871,1.329585,5065,379.828798,600
115.076923,0.160985,0.25062,0.600783,6.560044,7.23301,1.639536,3763,361.834451,600
105,0.175754,0.275434,0.169217,6.835538,6.991184,1.843416,3827,370.281386,600
108.230769,0.1728,0.30273,0.18288,6.758175,7.059591,1.718572,3737,385.467357,600
114.846154,0.155815,0.255583,0.690647,6.236872,7.505834,1.598179,4166,368.105287,600
117.153846,0.1584,0.25062,1.163444,6.5543,7.108707,1.576856,3793,363.190179,600
81.230769,0.097846,0.277916,-0.078433,1.485855,9.693018,1.088458,4084,362.237438,600
81.769231,0.087877,0.243176,-0.084695,1.489251,9.692442,1.093352,4256,368.856046,600
80.615385,0.089354,0.248139,-0.082611,1.490828,9.692223,1.266219,3794,374.758148,600
102.692308,0.131077,0.300248,0.26144,7.67695,6.037935,1.110611,4428,371.859971,600
105.384615,0.135508,0.28536,-0.039389,7.717306,5.988175,1.15978,3935,366.509454,600
109.307692,0.139938,0.305211,0.448625,7.545073,6.137064,1.188952,4340,378.466149,600
84.692308,0.0864,0.25062,-0.088597,1.478868,9.694008,1.400442,3793,381.794691,600
77.538462,0.117415,0.325062,-0.081403,1.473401,9.694882,1.478142,3679,371.871468,600
85.846154,0.094154,0.26799,-0.083222,1.488134,9.692638,1.40562,3978,378.955178,600
85.461538,0.093046,0.25062,-0.092545,1.483484,9.693271,1.647052,3788,382.039058,600
87.307692,0.091569,0.238213,-0.102053,1.48231,9.693352,1.428126,4359,376.926008,600
84.230769,0.089723,0.243176,-0.093742,1.485176,9.693006,1.642772,3889,369.759726,600
79.923077,0.097477,0.26799,-0.080793,1.47301,9.694963,1.594745,3706,379.781277,600
77.384615,0.099323,0.243176,-0.08435,1.483173,9.693397,1.793815,3489,369.522051,600
89.307692,0.0912,0.248139,-0.081852,1.475438,9.694572,1.675388,3329,377.616141,600
82.538462,0.101908,0.300248,-0.072655,1.486569,9.692995,1.677421,3187,374.096649,600
77.846154,0.101169,0.280397,-0.091728,1.487191,9.69273,1.808846,3587,378.523481,600
85,0.110769,0.320099,-0.097011,1.486224,9.692799,1.451538,3557,374.479145,600
84.615385,0.102277,0.272953,-0.094709,1.478949,9.693915,1.606631,3403,372.024317,600
75.769231,0.090092,0.258065,-0.084522,1.483289,9.693363,1.596787,3115,390.925839,600
91.230769,0.094892,0.230769,-0.065771,1.483266,9.693513,1.73084,3560,368.496878,600
82.615385,0.096,0.223325,-0.08466,1.472181,9.695055,1.797687,3416,366.214004,600
118.230769,0.126646,0.287841,-0.179726,7.467987,6.28989,1.228481,4103,387.126248,600
130.923077,0.141046,0.315136,0.087561,7.387263,6.357941,1.024997,5125,377.240926,600
118.538462,0.149908,0.307692,-0.557216,7.267783,6.497702,1.175833,4283,356.345633,600
72.692308,0.086769,0.228288,0.493712,-0.160435,9.792803,0.638618,9343,374.250764,601
76.538462,0.085292,0.238213,0.485493,-0.149914,9.793401,0.512584,11259,363.255815,601
76.153846,0.085292,0.218362,0.607068,-0.130588,9.786898,0.648985,7768,352.160258,601
67.846154,0.087138,0.233251,0.618844,-0.137805,9.786058,0.836297,7999,370.911276,601
74.846154,0.104492,0.25062,0.608691,-0.136124,9.786714,0.882064,6315,383.012839,601
77.538462,0.103385,0.265509,0.601417,-0.12908,9.787266,0.888676,7118,364.327928,601
69,0.088246,0.210918,0.594395,-0.131624,9.787646,1.080087,4988,368.624752,601
73.230769,0.090092,0.238213,0.610993,-0.136366,9.786576,0.854384,5843,361.808895,601
86.538462,0.108554,0.277916,0.595454,-0.149741,9.787301,1.091678,5175,371.9271,601
85.769231,0.086769,0.228288,0.629226,-0.147658,9.78524,1.083554,5188,385.480063,601
83.153846,0.0864,0.220844,0.621341,-0.151479,9.785689,1.138358,6393,365.48169,601
86.538462,0.091569,0.228288,0.595316,-0.165534,9.787047,1.103278,5624,370.610192,601
81.384615,0.094154,0.243176,0.598389,-0.169862,9.786817,1.122171,6399,373.441013,601
79.230769,0.094892,0.223325,0.620789,-0.194494,9.784999,0.908053,5899,364.893,601
86.846154,0.088246,0.208437,0.636927,-0.175203,9.784297,0.988103,6583,374.729582,601
58.461538,0.079015,0.270471,0.046284,1.454604,9.697967,0.731843,8554,370.666894,601
71.307692,0.066462,0.198511,0.039999,1.462236,9.696851,0.994933,5750,371.743852,601
76.461538,0.069046,0.191067,0.048517,1.463836,9.696574,0.993923,6719,386.141534,601
79.461538,0.072369,0.218362,0.035027,1.467243,9.696114,0.800256,7740,363.595441,601
78.923077,0.066831,0.213399,0.043038,1.463387,9.696678,0.899732,5906,364.640444,601
80.769231,0.060554,0.176179,0.0224,1.460567,9.697185,0.725111,7021,361.165236,601
107.538462,0.097846,0.290323,0.363781,7.469449,6.329924,0.74619,5893,352.943668,601
97.153846,0.101908,0.263027,0.458536,7.758491,5.959651,0.743892,6212,363.284387,601
67.461538,0.090462,0.282878,0.013721,1.498494,9.691383,1.025407,5517,389.612681,601
84.615385,0.080123,0.235732,0.010981,1.504192,9.690508,1.029035,5880,394.389735,601
80.846154,0.072738,0.203474,0.029571,1.447537,9.699095,1.148815,4765,373.787866,601
80.615385,0.068308,0.191067,0.030445,1.479997,9.694192,1.190923,4931,377.553409,601
81.461538,0.059815,0.168734,0.020443,1.466034,9.696344,1.094728,5758,374.22042,601
87.153846,0.057969,0.171216,0.02332,1.452394,9.69837,1.071865,4951,375.718381,601
79.461538,0.062769,0.215881,0.009312,1.45335,9.698266,1.172758,5037,367.186412,601
77.384615,0.053908,0.176179,0.047401,1.436901,9.700615,1.065582,6418,394.303484,601
78.692308,0.070154,0.228288,0.057668,1.43118,9.701409,1.113971,4651,386.257891,601
74.153846,0.058338,0.193548,0.037179,1.439652,9.700223,1.064172,5500,381.881216,601
86.615385,0.062031,0.193548,0.010406,1.471318,9.69555,1.165613,5062,356.25341,601
78.769231,0.060923,0.19603,0.013053,1.474207,9.695113,1.200554,4282,381.476768,601
73.692308,0.079754,0.220844,0.379331,-1.842672,9.624426,0.748948,7937,371.062612,601
77.692308,0.072738,0.215881,0.37688,-1.869008,9.619442,0.944645,5641,377.716903,601
85.615385,0.080862,0.220844,0.388701,-1.861538,9.620397,1.035171,5542,385.256308,601
79.230769,0.069046,0.191067,0.430588,-1.867846,9.617405,0.929274,5881,377.061743,601
84,0.074585,0.243176,0.399832,-1.878574,9.616656,0.891688,6096,386.826307,601
82.307692,0.082708,0.25062,0.385167,-1.885135,9.615966,0.805035,7366,371.019149,601
75.076923,0.076062,0.203474,0.330584,-1.881106,9.618786,0.973173,5417,396.2055,601
76.846154,0.076062,0.213399,0.420148,-1.863195,9.618797,0.879885,5789,378.779355,601
75,0.074215,0.238213,0.423831,-1.844836,9.62217,0.9398,5353,363.609013,601
74.846154,0.077538,0.218362,0.394525,-1.894274,9.613813,0.942573,6393,369.964097,601
64.846154,0.076062,0.215881,0.364448,-1.892893,9.615264,0.928157,5829,381.431832,601
76.923077,0.081231,0.220844,0.377674,-1.883627,9.616565,1.00728,5568,397.288614,601
84.615385,0.086031,0.215881,0.357196,-1.854493,9.62301,1.017923,7456,361.860785,601
72.846154,0.080492,0.218362,0.358417,-1.85043,9.623735,1.016933,5107,380.706561,601
69.615385,0.079015,0.225806,0.349553,-1.860007,9.622228,0.833788,9255,377.520945,601
74.538462,0.079015,0.238213,0.333888,-1.881912,9.618521,0.949317,5551,362.534419,601
71.769231,0.098215,0.265509,0.368235,-1.889163,9.615828,1.080355,5048,383.927445,601
77.615385,0.081969,0.220844,0.423762,-1.874844,9.616357,0.829533,5803,383.222129,601
73.384615,0.072,0.213399,0.421702,-1.873624,9.616691,0.792942,6137,379.460435,601
76.923077,0.077538,0.233251,0.413023,-1.861791,9.61935,0.937792,6076,384.891556,601
86.846154,0.076062,0.205955,0.785471,-1.784854,9.605652,0.757725,7156,370.112663,601
83.076923,0.074954,0.233251,0.39913,-1.835582,9.62499,0.916701,6499,370.527184,601
91.153846,0.086769,0.225806,0.412839,-1.867811,9.61821,1.039187,5343,380.160025,601
84.461538,0.080492,0.223325,0.388252,-1.847265,9.623148,0.898754,6047,375.921992,601
81.538462,0.097846,0.243176,0.412505,-1.831829,9.62514,0.992289,5331,371.881943,601
105.846154,0.1392,0.30273,0.752804,7.252601,6.519342,0.978461,5998,378.737942,602
108.538462,0.158769,0.325062,0.849873,7.221902,6.514024,1.157767,4400,365.899382,602
107,0.173908,0.347395,0.552531,7.261809,6.526674,1.57526,3730,367.632976,602
115.384615,0.179446,0.344913,0.705564,7.382625,6.380018,1.123859,4453,375.655006,602
126.076923,0.136246,0.297767,0.874839,7.345514,6.373342,1.292996,4153,382.179782,602
123.076923,0.150646,0.37469,0.650267,7.547433,6.167337,1.207116,7062,382.024423,602
121.846154,0.1536,0.372208,0.673715,7.401122,6.326402,1.263308,4513,381.523762,602
127.538462,0.143262,0.33995,0.912007,7.311224,6.40632,1.137262,4345,371.071897,602
130.384615,0.168369,0.37469,0.960719,7.374049,6.330672,1.087847,5005,374.24399,602
131.076923,0.170585,0.37469,0.913561,7.246811,6.451338,1.169812,5037,367.60414,602
129.923077,0.168,0.362283,0.885129,7.305262,6.436627,1.201248,4446,375.64883,602
119.769231,0.175385,0.377171,0.65036,7.417007,6.33256,1.322778,3768,370.411524,602
128.384615,0.184985,0.342432,0.788602,7.48028,6.242731,1.332288,3772,373.588034,602
134.307692,0.147323,0.349876,0.036466,6.879094,6.954603,1.385798,3841,356.089986,602
118,0.1536,0.344913,0.663286,7.439268,6.307881,1.11479,6341,370.298413,602
125.769231,0.176123,0.404466,0.684696,7.485218,6.237805,1.369413,3758,354.505591,602
118.076923,0.149538,0.317618,0.81366,7.401157,6.320347,1.413308,3679,381.522795,602
128.076923,0.194585,0.44665,0.794863,7.519957,6.176511,1.349525,3770,370.565319,602
138.692308,0.1824,0.344913,0.275943,7.41101,6.3779,0.717634,6365,372.622228,602
123.230769,0.188308,0.362283,0.264007,7.500286,6.281844,0.975689,4719,356.212478,602
122.307692,0.193477,0.347395,0.120401,7.235254,6.585378,1.098814,4677,368.223193,602
110.307692,0.148062,0.322581,0.182558,7.374636,6.414366,1.274557,3785,373.298322,602
110.384615,0.171692,0.359801,0.130703,7.573896,6.193915,1.272275,3941,379.367305,602
101.846154,0.152123,0.344913,0.378261,7.402975,6.388743,1.155307,4646,367.968151,602
111.307692,0.169477,0.347395,0.27302,7.378791,6.424092,1.353215,3829,371.477961,602
103.307692,0.148062,0.337469,0.052972,7.569384,6.209523,1.317296,4559,348.321781,602
112.307692,0.159508,0.325062,0.056954,7.402699,6.407644,1.324741,3586,369.787762,602
119.538462,0.175385,0.33995,0.037455,7.502139,6.288417,1.332556,3654,371.523567,602
106.153846,0.162092,0.384615,0.127365,7.342637,6.485835,1.22321,4007,381.20979,602
106,0.168,0.317618,-0.05555,7.656611,6.08697,1.346368,3739,376.985283,602
120.153846,0.165046,0.349876,0.09906,7.712875,6.01633,1.309043,3859,371.199169,602
111.615385,0.159138,0.307692,0.134985,7.684467,6.058689,1.336859,3624,374.162349,602
120.153846,0.200123,0.37469,0.19934,7.672058,6.082723,1.185795,4139,380.720678,602
105.076923,0.167262,0.327543,0.119768,7.596249,6.171665,1.474429,3439,372.292156,602
109.076923,0.171323,0.354839,0.09898,7.689934,6.010943,1.506634,3345,378.237559,602
109.153846,0.167631,0.320099,0.088678,7.788281,5.907911,1.394477,3512,383.95171,602
111.769231,0.182031,0.359801,0.110812,7.66011,6.086291,1.597444,3172,378.181016,602
109.923077,0.203446,0.33995,0.1127,7.596721,6.175302,1.725119,3039,376.285019,602
167.692308,0.222277,0.491315,0.389898,3.545813,9.111917,0.826971,5685,365.833531,602
153.461538,0.224492,0.491315,0.352063,3.593064,9.090059,0.997407,4788,367.663716,602
164.846154,0.179815,0.42928,0.493401,3.795972,8.997836,0.98739,5067,365.888456,602
140.461538,0.221538,0.436725,0.466858,3.39812,9.158397,1.137843,4241,373.649713,602
126,0.2016,0.459057,0.463255,3.644021,9.053294,1.214811,4132,359.636367,602
127.538462,0.198646,0.488834,0.496106,3.476197,9.119756,1.240818,4003,374.019937,602
125.307692,0.205292,0.511166,0.612662,3.861444,8.962222,1.178184,4414,374.418566,602
128.923077,0.175015,0.42928,0.243311,4.415863,8.69848,1.001457,4773,377.442933,602
108.461538,0.148062,0.39206,0.534977,3.927043,8.932364,1.165194,3952,364.871705,602
125.230769,0.213415,0.526055,0.290907,4.523683,8.663822,1.138369,4111,362.012742,602
117.538462,0.189415,0.508685,0.302314,4.088318,8.868572,1.198568,4011,385.002532,602
115.769231,0.178338,0.476427,0.393777,4.042299,8.894229,1.321187,3811,367.278707,602
116.307692,0.151385,0.389578,0.682255,3.810556,8.985519,1.098583,4132,371.380123,602
121,0.184615,0.459057,0.381415,3.775576,8.997145,1.386021,3554,370.19319,602
120.307692,0.203446,0.44665,0.589089,3.827362,8.980363,1.407398,3839,366.230535,602
115.769231,0.195323,0.444169,0.609854,3.746454,9.007631,1.465002,3407,371.095804,602
109.076923,0.191631,0.451613,0.36698,3.530377,9.107589,1.455607,3416,371.470865,602
101.230769,0.199385,0.496278,0.541757,3.635549,9.047136,1.574339,3199,387.079494,602
96.461538,0.232615,0.550868,0.465557,3.488973,9.106473,1.488977,3552,388.879349,602
122.076923,0.180185,0.44665,0.471105,3.61826,9.075348,1.174567,4161,388.024621,602
119.846154,0.181662,0.352357,0.194851,4.935681,8.433898,1.095117,5182,366.109921,602
108.307692,0.172431,0.369727,-0.030273,5.2378,8.236537,1.349297,3687,356.558606,602
105.692308,0.189415,0.362283,-0.243829,5.130889,8.302274,1.533511,3261,368.333222,602
55.615385,0.121846,0.238213,0.665047,-0.152573,9.782812,0.513884,10450,369.745896,603
68.307692,0.110031,0.228288,0.658348,-0.204152,9.782305,0.60809,9058,366.5394,603
67.153846,0.107446,0.25062,0.657185,-0.200227,9.782467,0.675878,8747,376.212493,603
73.846154,0.109662,0.205955,0.669502,-0.203829,9.781569,0.601409,10165,362.762215,603
70,0.113723,0.238213,0.664794,-0.192054,9.782133,0.707051,10923,367.370437,603
70.153846,0.103754,0.218362,0.664218,-0.190477,9.782202,0.800474,8831,381.249202,603
68.923077,0.116677,0.253102,0.666969,-0.195611,9.781902,0.784292,7175,360.529451,603
61.153846,0.104862,0.203474,0.664932,-0.198857,9.781995,0.774412,9247,366.931713,603
73.153846,0.109662,0.218362,0.66606,-0.196578,9.78196,0.827137,5806,369.073564,603
66.538462,0.102646,0.213399,0.668581,-0.198891,9.781718,0.700672,7672,369.45431,603
89.230769,0.104123,0.215881,0.666659,-0.197614,9.781891,0.77741,7144,375.117464,603
88.538462,0.100062,0.200993,0.690393,-0.223938,9.779658,0.90255,6889,374.503162,603
79.307692,0.095262,0.205955,0.632541,-0.252807,9.782892,0.808607,7464,372.182496,603
82.307692,0.107446,0.215881,0.658083,-0.198995,9.782443,0.936509,7025,358.017171,603
81.384615,0.118523,0.258065,0.660086,-0.197441,9.78234,0.869023,10102,382.110032,603
73.538462,0.096738,0.198511,0.678837,-0.193712,9.78112,0.81425,7232,373.708906,603
76,0.099692,0.193548,0.664575,-0.191398,9.782132,0.630821,10074,364.942999,603
88.076923,0.096738,0.203474,0.664414,-0.194483,9.782087,0.747708,6857,360.760861,603
80.461538,0.132923,0.30273,0.668166,-0.194621,9.781833,0.761867,7574,364.267915,603
113.846154,0.127015,0.300248,-0.790904,7.280169,6.509006,0.747498,7664,368.561145,603
122.846154,0.138831,0.327543,-0.818322,7.466928,6.293999,1.052905,6295,369.341687,603
120.769231,0.124431,0.295285,-0.75582,7.258368,6.535342,0.911091,7772,364.746824,603
115.384615,0.117785,0.280397,-0.800665,7.363632,6.413192,1.019001,6387,374.434537,603
115.923077,0.143262,0.307692,-0.486115,7.21693,6.598754,1.070061,6726,384.200754,603
114,0.132923,0.292804,0.113575,7.088736,6.749542,1.125625,7310,371.703088,603
134.769231,0.1248,0.307692,-0.25489,7.389301,6.395523,0.978753,6452,369.709848,603
129.615385,0.130708,0.30273,-0.642728,7.157512,6.639881,1.006566,5707,365.167369,603
116.538462,0.128492,0.275434,-0.712839,7.256319,6.539405,0.868754,7957,366.760777,603
110.307692,0.1344,0.300248,-0.445057,7.111976,6.712847,0.99299,5960,359.136588,603
124.230769,0.141785,0.300248,-0.619085,7.243657,6.568193,0.977316,7939,372.742318,603
119.230769,0.124431,0.305211,-0.439958,7.257481,6.553874,0.968356,5933,369.805944,603
112.538462,0.138462,0.295285,-0.496417,7.190467,6.632238,1.055617,6709,361.985845,603
122.615385,0.137723,0.290323,-0.781569,7.385214,6.385025,1.091582,5968,357.716527,603
122.153846,0.150646,0.300248,-0.85656,7.237718,6.550214,1.136894,7709,364.674557,603
132.307692,0.156923,0.317618,-0.445816,7.255628,6.561782,1.068747,6659,386.459179,603
122.384615,0.152492,0.300248,-0.774236,7.072967,6.736156,1.173289,6130,362.58416,603
115.846154,0.125538,0.282878,-0.770265,6.962258,6.84226,1.043577,6444,370.121732,603
117.461538,0.119631,0.277916,-0.358209,6.965987,6.874662,0.944737,7277,371.777781,603
124,0.132185,0.320099,-0.79537,7.282183,6.486744,0.802713,8368,359.756682,603
128.538462,0.142523,0.322581,-0.263961,6.907283,6.928797,0.966319,6104,365.64449,603
115.461538,0.139938,0.290323,-0.495508,6.900458,6.932469,1.063433,6361,375.382507,603
113.230769,0.146215,0.397022,-0.576059,4.733717,8.554816,0.950585,7065,372.796633,603
110.615385,0.169108,0.352357,-0.764867,4.944245,8.409242,1.073845,6651,368.196906,603
108.923077,0.175754,0.44665,-1.220087,5.281079,8.143382,1.045488,6925,372.234222,603
114.769231,0.166154,0.372208,-0.824607,4.761929,8.50775,1.125597,6680,369.26303,603
110.615385,0.1776,0.394541,-1.003205,5.060606,8.295667,1.190759,5482,368.375066,603
130.384615,0.208615,0.421836,-0.944133,5.189755,8.244042,1.12273,7341,378.018608,603
113.692308,0.188677,0.421836,-1.072683,5.592936,7.921308,1.276499,5766,375.384838,603
116.384615,0.184615,0.369727,-0.985433,5.373544,8.117587,1.24128,5768,360.876509,603
108.461538,0.180554,0.468983,-0.909935,4.82503,8.464527,1.037918,6761,360.90459,603
119.461538,0.1728,0.401985,-0.673381,4.78015,8.505217,1.251842,5415,373.011481,603
122.923077,0.138831,0.369727,-0.847122,4.948815,8.391389,1.14621,5329,377.673865,603
114.923077,0.155446,0.367246,-0.576116,4.663986,8.578459,1.325749,5863,375.749109,603
132.307692,0.160246,0.317618,-0.815652,4.801595,8.485649,1.176327,6501,372.053096,603
125.846154,0.157292,0.354839,-0.643499,4.526031,8.650021,0.985457,5907,370.391455,603
110.538462,0.136246,0.305211,-0.7498,4.820645,8.483175,1.016612,6430,363.987993,603
130,0.142892,0.297767,-0.632115,4.860206,8.475957,1.099077,6018,372.293372,603
121.307692,0.129969,0.307692,-0.661697,4.941045,8.419751,0.572055,9183,363.378483,603
122.461538,0.1632,0.367246,-0.144999,3.689568,9.066922,1.064451,5818,371.122992,603
137.153846,0.149538,0.334988,-0.430634,4.199292,8.818558,1.004487,6433,373.487022,603
122.692308,0.155815,0.337469,0.314089,2.830361,9.347366,0.481129,11105,353.375437,604
118.769231,0.181292,0.364764,0.231489,2.592702,9.4146,0.679903,9163,355.768331,604
109.692308,0.165415,0.349876,-0.049185,1.604253,9.64663,0.659961,8280,346.872718,604
126.307692,0.136615,0.330025,0.07521,2.445251,9.467629,0.873903,5928,357.586126,604
124.076923,0.180185,0.327543,0.400764,2.421505,9.456256,0.745716,7168,353.586271,604
121.923077,0.149908,0.332506,0.330642,2.35822,9.47274,0.817881,7421,354.803522,604
117.307692,0.176492,0.342432,-0.067682,2.35312,9.482892,0.799817,6875,358.236348,604
122.384615,0.183877,0.332506,0.033438,2.159466,9.532652,0.818167,7910,360.454473,604
113.076923,0.179446,0.342432,-0.2968,2.325541,9.489154,0.977119,5606,361.476023,604
116.076923,0.173538,0.33995,0.006561,2.359658,9.481108,0.877087,5837,358.720328,604
118.153846,0.152492,0.332506,-0.259564,2.057103,9.548744,0.968917,5812,367.920763,604
124.384615,0.170215,0.332506,0.415728,1.653703,9.62941,0.968581,5525,368.585453,604
120.461538,0.221908,0.372208,-0.373507,2.152687,9.522719,1.030606,5566,351.991416,604
122.846154,0.180554,0.354839,-0.058267,1.667113,9.627557,0.78306,8000,351.044369,604
125.923077,0.193108,0.349876,-0.092948,1.806229,9.611108,0.915787,7676,363.182927,604
122.923077,0.196062,0.33995,-0.2113,2.133544,9.535046,0.832482,9819,367.695552,604
129.615385,0.189046,0.317618,-0.160066,2.004902,9.568531,0.966108,6852,354.960296,604
127.538462,0.105969,0.238213,-0.744493,6.616699,7.181396,0.461274,9562,359.059981,604
131.846154,0.118892,0.235732,-0.813614,6.695005,7.10972,0.846679,6230,357.029836,604
107.769231,0.099323,0.220844,-0.750697,6.194629,7.554201,0.696534,7881,345.442165,604
140.307692,0.131815,0.25062,-0.72847,5.480535,8.077726,0.797242,7693,364.422661,604
124.692308,0.135508,0.243176,-0.725731,5.1914,8.264773,1.013238,6630,361.433137,604
142.923077,0.148062,0.310174,-1.489988,6.05733,7.512498,0.535811,10927,354.449927,604
136.538462,0.144369,0.307692,-1.434714,6.137755,7.461587,0.850324,6888,363.913325,604
129,0.166892,0.312655,-0.847075,6.243433,7.472591,1.019916,5556,365.765249,604
127.461538,0.148062,0.297767,-1.001398,5.843809,7.775619,0.77394,7344,373.848845,604
137.615385,0.127015,0.292804,-0.938101,5.956383,7.697715,0.511173,10216,364.90396,604
131.076923,0.160615,0.310174,-1.393115,5.758343,7.780948,1.113978,4774,344.00612,604
124.230769,0.162462,0.332506,-1.555552,5.692284,7.798732,1.067186,5042,366.073931,604
114.230769,0.152862,0.307692,-1.124388,5.908291,7.716466,1.064597,5686,364.823871,604
126.076923,0.165046,0.322581,-0.803911,5.732179,7.885833,1.01433,5770,354.618174,604
129,0.173538,0.297767,-0.992316,6.139769,7.548377,1.127224,4756,356.281295,604
123.461538,0.157292,0.300248,-1.146731,6.169294,7.500366,1.104682,4989,357.886922,604
120.461538,0.158031,0.334988,-1.235926,6.083713,7.561384,1.184248,4427,358.296381,604
121.615385,0.140677,0.297767,-1.116596,6.118014,7.545902,1.09947,4459,373.148574,604
121.846154,0.179446,0.322581,-1.152474,3.906013,8.882937,1.099216,5543,356.26153,604
126.615385,0.187569,0.322581,-0.891391,3.874049,8.937072,1.093827,5049,359.758139,604
135.538462,0.173169,0.317618,-0.63665,5.367271,8.156366,1.026877,5151,354.497904,604
119.615385,0.173908,0.312655,-3.403346,3.21257,8.593964,0.848117,5481,355.393675,604
116.307692,0.148062,0.317618,-2.84201,3.494199,8.680616,1.024972,5489,363.282315,604
116.769231,0.121108,0.292804,-3.04135,3.274784,8.701312,0.925282,6095,349.618974,604
124,0.169108,0.330025,-2.999325,3.747628,8.533131,0.889482,6693,363.131856,604
122.384615,0.169846,0.347395,-2.938756,3.769095,8.547876,0.767777,7124,352.453699,604
130.076923,0.168369,0.30273,-2.936788,3.82057,8.527157,0.937893,5746,372.14033,604
122.307692,0.165046,0.295285,-3.002467,3.726851,8.544871,0.993573,5688,369.563185,604
125.923077,0.155446,0.305211,-3.032107,3.622209,8.579277,0.996559,5039,359.859958,604
114,0.131446,0.295285,-2.939642,3.55547,8.638395,0.83259,6059,365.367287,604
112.846154,0.171323,0.334988,-3.28496,0.061121,9.208376,1.074659,6116,370.158658,604
118.692308,0.156185,0.300248,-3.259487,0.043959,9.225112,1.023357,5216,356.595191,604
117.230769,0.159508,0.30273,-3.091513,-0.276335,9.273503,0.996763,5516,365.889614,604
117.846154,0.130708,0.322581,-3.076895,-0.252139,9.27927,1.002675,5198,353.676278,604
113.692308,0.128862,0.287841,-3.080589,-0.267656,9.274976,0.967357,5364,359.257955,604
119.692308,0.154708,0.327543,-3.121256,-0.248283,9.262303,1.045413,5154,353.258078,604
