@relation 'keystroke_logicalstrong_secondorder'

@attribute meanholdtime numeric
@attribute meanpressure numeric
@attribute meanfingerarea numeric
@attribute meanxaccelaration numeric
@attribute meanyaccelaration numeric
@attribute meanzaccelaration numeric
@attribute velocity numeric
@attribute totaltime numeric
@attribute totaldistance numeric
@attribute user_id {100,101,102,103,104,105,200,201,202,203,300,301,302,303,400,401,402,403,404,500,501,502,503,600,601,602,603,604,605,700,701,702,800,801,802,900,1000,1001,1002,1003,1004,1100,1101,1103,1104,1105,1200,1201,1203,1204,1300,1301,1302,1303}

@data
79,0.090831,0.258065,-0.088447,1.480641,9.693743,1.374742,4154,339.908132,600
82.769231,0.094523,0.233251,-0.086468,1.482529,9.693467,1.585897,3995,349.133158,600
86.384615,0.105969,0.258065,-0.093892,1.481953,9.693478,1.71205,3728,354.223027,600
87.538462,0.098215,0.248139,-0.08603,1.476486,9.694387,1.698593,4263,331.354874,600
89,0.105231,0.25062,-0.074393,1.476543,9.694491,1.767122,4033,353.508353,600
87.153846,0.106338,0.282878,-0.081794,1.473919,9.694813,1.49655,3782,368.894742,600
88.615385,0.118154,0.28536,-0.067107,1.480296,9.693962,1.843239,3422,322.608269,600
88.923077,0.127015,0.317618,-0.062583,1.486396,9.693052,1.720746,3363,326.248811,600
87.923077,0.120369,0.248139,-0.093086,1.478235,9.694054,1.849302,3205,326.048424,600
81.538462,0.107815,0.277916,-0.090865,1.481251,9.693616,1.822088,3202,337.025441,600
89.307692,0.120369,0.290323,-0.085857,1.478638,9.694088,2.028558,3294,338.945709,600
86.230769,0.105969,0.282878,-0.086767,1.480365,9.693789,1.59846,3865,328.302405,600
81.153846,0.117785,0.315136,-0.067751,1.484198,9.693351,1.901441,3467,349.382833,600
85.153846,0.096738,0.253102,-0.064102,1.481792,9.693754,1.792397,3446,323.467761,600
85.384615,0.122215,0.310174,-0.06759,1.499887,9.690934,1.786489,3207,323.995306,600
88,0.111138,0.280397,-0.082393,1.489746,9.692396,1.82507,3263,315.847412,600
84.307692,0.105231,0.255583,-0.011718,1.482529,9.6938,1.720535,3505,333.848155,600
77.615385,0.097108,0.230769,0.10645,1.476762,9.694123,1.467635,3351,333.061072,600
71.307692,0.100062,0.25062,0.536808,-0.117569,9.791157,0.643569,7968,332.247851,601
56.769231,0.075692,0.193548,0.540859,-0.116717,9.790961,0.640259,7607,342.832885,601
77.923077,0.093785,0.230769,0.608012,-0.115014,9.787024,0.941444,6026,351.700979,601
78.153846,0.095631,0.25062,0.608841,-0.117166,9.786933,0.807982,7044,357.23498,601
81.923077,0.097846,0.233251,0.619005,-0.120021,9.786288,1.003324,6217,336.189265,601
76.615385,0.091569,0.223325,0.598562,-0.128723,9.787439,0.807175,8251,330.931086,601
73.384615,0.094892,0.255583,0.605019,-0.129713,9.787013,0.843731,5194,327.375309,601
75.615385,0.088615,0.230769,0.613952,-0.165718,9.78592,1.004148,5360,328.837592,601
68.769231,0.084554,0.230769,0.631689,-0.163266,9.784826,0.932561,5285,355.117994,601
83.461538,0.090092,0.228288,0.661156,-0.177712,9.782639,0.962526,5113,336.44773,601
82.461538,0.088985,0.248139,0.675188,-0.197706,9.781292,1.190679,4572,332.572037,601
79.615385,0.100062,0.260546,0.680207,-0.206742,9.780786,1.047204,4387,324.397362,601
83.153846,0.102277,0.243176,0.684765,-0.197199,9.780647,0.974255,4924,355.260346,601
79.384615,0.091569,0.238213,0.660892,-0.197775,9.782282,1.080133,5119,351.524394,601
83.769231,0.090092,0.225806,0.663781,-0.195818,9.782121,0.978427,5609,353.332819,601
74.769231,0.084185,0.215881,0.627442,-0.166788,9.785033,0.903837,6337,337.907371,601
84.230769,0.071631,0.203474,-0.013663,1.467116,9.696194,0.699284,9612,363.126549,601
82.384615,0.062031,0.198511,-0.012178,1.424136,9.702594,0.976505,6798,342.770886,601
73.769231,0.069785,0.183623,-0.008138,1.414616,9.703999,0.924878,5602,339.319467,601
79.615385,0.061292,0.19603,-0.012259,1.411693,9.704424,0.994929,5443,348.901029,601
92.769231,0.067938,0.203474,-0.019556,1.422328,9.702836,0.948334,5239,333.801405,601
89.230769,0.060554,0.173697,0.001013,1.451036,9.698612,1.002138,5874,370.67216,601
70.230769,0.055754,0.168734,0.017899,1.468164,9.696033,0.952061,6319,338.059487,601
70.076923,0.072369,0.235732,0.033922,1.473884,9.69509,0.915227,5363,370.076114,601
75.692308,0.059446,0.186104,0.020259,1.442909,9.699797,1.041434,6961,356.826523,601
86.153846,0.065723,0.198511,0.017323,1.472883,9.695331,0.722193,6233,363.044642,601
81.153846,0.067569,0.200993,0.005778,1.481643,9.693973,0.612604,7200,346.035137,601
90.615385,0.071262,0.218362,0.020984,1.502293,9.690796,0.840181,6063,345.671747,601
75.538462,0.071262,0.223325,0.018141,1.501187,9.690957,0.718956,5797,333.114254,601
87.307692,0.073108,0.210918,-0.005203,1.499507,9.691233,0.952191,4937,342.374069,601
87.307692,0.077169,0.240695,-0.003269,1.481044,9.6941,0.917867,4938,336.718351,601
87.615385,0.069415,0.200993,0.022158,1.445764,9.699371,0.855333,5608,363.637933,601
79.307692,0.080123,0.248139,0.026336,1.438017,9.700523,0.954959,5394,352.386331,601
89.230769,0.067938,0.193548,0.018371,1.43796,9.700557,0.9985,6417,361.744459,601
79.461538,0.069415,0.198511,0.018843,1.461752,9.696977,1.013971,4814,347.93592,601
78.846154,0.064615,0.193548,0.02141,1.452636,9.698336,0.839049,6170,342.06324,601
68.769231,0.0864,0.225806,0.406657,-1.849601,9.621963,0.489523,12391,372.285832,601
76.538462,0.077169,0.225806,0.400165,-1.828721,9.626256,0.791906,5638,360.763421,601
72.153846,0.0816,0.235732,0.397967,-1.824128,9.627223,0.602559,7104,343.372814,601
68.692308,0.084185,0.240695,0.405092,-1.83069,9.625681,0.655363,6397,347.584996,601
72.846154,0.082708,0.220844,0.392695,-1.830241,9.626257,0.761201,5767,349.649568,601
72.692308,0.077908,0.205955,0.398991,-1.872922,9.617773,0.770699,5610,362.831821,601
69.769231,0.082338,0.215881,0.426905,-1.8851,9.614216,0.890509,4983,341.259674,601
74.153846,0.087508,0.230769,0.490593,-1.872139,9.613675,0.843647,5347,345.715612,601
81.076923,0.0864,0.25062,0.404102,-1.875374,9.616967,0.723349,6634,354.445029,601
74.692308,0.082338,0.230769,0.326855,-1.875281,9.620041,0.915709,6044,347.036489,601
75.846154,0.097846,0.265509,0.30061,-1.867869,9.622354,0.818347,5547,341.751422,601
80.230769,0.086031,0.25062,0.278625,-1.866764,9.623241,0.982118,5634,355.463718,601
76.230769,0.084185,0.215881,0.275966,-1.87413,9.621859,0.904839,5299,342.430457,601
79.076923,0.088615,0.240695,0.3336,-1.893917,9.616173,0.711566,6535,351.941792,601
77.538462,0.089354,0.253102,0.359798,-1.895851,9.614826,0.80777,5473,350.502787,601
92.615385,0.0816,0.218362,0.396643,-1.860329,9.620328,0.901915,4749,354.732912,601
68.461538,0.083815,0.213399,0.385167,-1.848945,9.62301,0.837273,5372,356.845616,601
73.846154,0.0816,0.233251,0.377582,-1.845814,9.623908,0.88124,4923,343.318984,601
83.538462,0.075323,0.218362,0.434363,-1.842994,9.622032,0.920796,7010,340.116194,601
83.076923,0.080862,0.233251,0.442386,-1.852824,9.61981,0.910746,5151,341.773314,601
84.384615,0.083446,0.225806,0.391348,-1.814103,9.629376,0.676679,7882,344.597875,601
85.230769,0.082338,0.208437,0.39182,-1.824923,9.627315,0.971795,5018,349.319522,601
85.461538,0.084923,0.233251,0.390992,-1.825176,9.627304,1.03439,4406,344.667181,601
89.153846,0.088985,0.248139,0.389737,-1.825751,9.627269,0.966487,4615,360.03777,601
137.230769,0.183877,0.401985,1.13248,7.36651,6.354349,1.268772,5799,321.159143,602
142.923077,0.184985,0.471464,1.275476,7.456948,6.220435,0.959634,5110,308.949387,602
146.230769,0.170585,0.394541,1.022117,7.602166,6.093646,0.9593,5148,301.634219,602
134.846154,0.159877,0.404466,1.117655,7.628686,6.038119,1.044376,4470,323.905505,602
134.692308,0.150646,0.352357,1.208807,7.320272,6.391229,1.128413,4223,330.89321,602
139.384615,0.144369,0.384615,1.205653,7.307599,6.407885,0.99249,5298,327.056382,602
128.076923,0.166892,0.387097,1.225808,7.180303,6.54516,1.163552,4342,338.967338,602
123.153846,0.12,0.337469,1.182609,7.385065,6.30132,1.092237,4106,316.458028,602
120.076923,0.143631,0.332506,1.361368,7.230178,6.459637,1.237486,3902,322.497274,602
122.076923,0.183138,0.436725,1.060769,7.331069,6.407068,1.199712,4827,305.832817,602
112.461538,0.141415,0.342432,1.419082,7.264848,6.400139,1.318327,3883,329.564851,602
120.769231,0.144369,0.315136,1.317283,7.108891,6.604578,1.298016,3752,333.147559,602
139.230769,0.136246,0.349876,1.40314,7.145978,6.54394,0.911039,5681,328.30206,602
137.384615,0.136615,0.387097,1.265877,7.210035,6.503147,1.140162,4504,328.145982,602
120.923077,0.172431,0.404466,1.414294,7.051891,6.644071,1.202396,4770,330.837217,602
113.846154,0.1584,0.397022,1.420303,7.118157,6.57076,1.140994,4480,326.610463,602
120.769231,0.145477,0.349876,1.16898,7.220659,6.515175,1.322082,3603,321.747716,602
125.384615,0.180923,0.44665,1.411439,6.947927,6.760052,1.100979,4005,323.679365,602
121.461538,0.160246,0.325062,0.163427,8.073547,5.532793,0.806623,6428,326.359732,602
115.538462,0.142154,0.282878,-0.178483,8.311667,5.172132,1.250258,4570,344.046244,602
113.923077,0.148062,0.332506,0.275621,7.87621,5.809542,1.212837,4234,351.857951,602
99.692308,0.1488,0.325062,0.405725,7.875692,5.804708,1.291328,4047,329.995219,602
107.538462,0.1488,0.322581,0.281503,7.910523,5.770521,1.26798,4473,324.154887,602
107.846154,0.140308,0.315136,0.231674,7.775136,5.957545,1.148066,4085,345.704257,602
102.846154,0.132923,0.282878,0.644363,7.720679,5.997763,1.20019,3718,334.744089,602
113.307692,0.136246,0.300248,0.35585,7.407522,6.409117,1.037694,4945,329.764354,602
105.153846,0.156185,0.349876,0.495899,7.49864,6.293896,1.155686,4311,324.213188,602
103.846154,0.137354,0.312655,0.475261,7.49613,6.298661,1.160797,4312,321.894378,602
110,0.145846,0.317618,0.418076,7.516055,6.276607,1.222551,3841,336.518089,602
103.923077,0.150277,0.312655,0.294406,7.531525,6.267352,1.315384,3495,342.946726,602
116.076923,0.161723,0.330025,0.358509,7.529592,6.262299,1.471763,3428,338.435507,602
126,0.156554,0.325062,0.45415,7.811348,5.878997,1.102391,4328,334.74831,602
119.461538,0.149908,0.307692,0.288536,7.770819,5.965004,1.269291,3609,329.185624,602
118,0.162092,0.332506,0.353709,7.629849,6.140068,1.417143,3452,330.338531,602
122.384615,0.159138,0.330025,0.410905,7.59968,6.170468,1.28736,3551,333.21256,602
133.692308,0.1776,0.347395,0.522788,7.573608,6.200821,1.202149,3774,318.393405,602
123,0.168738,0.337469,0.429172,7.493817,6.303093,1.270413,3640,330.810648,602
123.384615,0.168369,0.327543,0.623195,7.582425,6.176545,1.332231,3445,319.065406,602
117.384615,0.190523,0.543424,0.731555,4.058114,8.875686,0.868723,4781,344.378136,602
111.923077,0.175754,0.501241,0.897826,4.230623,8.779054,1.049831,4273,329.036786,602
112.076923,0.166892,0.466501,0.666624,3.925535,8.945106,1.064513,4074,326.640912,602
112.461538,0.183508,0.431762,0.608012,3.946577,8.940156,1.338609,3610,334.522669,602
109.769231,0.172431,0.459057,0.97147,3.698685,9.017392,0.943748,4971,323.657212,602
126.230769,0.083077,0.28536,0.883875,3.749297,9.005375,1.010953,4574,334.209277,602
124.615385,0.123692,0.332506,0.890056,3.639014,9.048425,0.997007,4758,340.420117,602
122.846154,0.116677,0.344913,0.97055,3.278007,9.177459,1.140799,3959,336.095731,602
124.384615,0.149169,0.377171,0.951822,3.329091,9.165326,1.137689,3819,328.211517,602
137.923077,0.166523,0.424318,0.733086,3.447593,9.13823,1.133788,4077,318.720788,602
134.307692,0.154708,0.337469,0.841113,3.218958,9.213809,1.10237,3935,330.545323,602
138.153846,0.144369,0.344913,0.576439,3.395254,9.1697,1.167144,3786,325.913713,602
129.384615,0.153969,0.354839,0.988702,3.105579,9.235483,1.163892,3786,322.051054,602
134.615385,0.170954,0.409429,0.781016,3.235959,9.218413,1.038228,4419,341.914251,602
135.615385,0.148431,0.35732,0.844451,3.405856,9.14653,1.105847,4451,327.961084,602
135.076923,0.160985,0.369727,0.792112,3.238664,9.211841,1.189928,3654,333.702588,602
137.538462,0.152123,0.354839,0.708373,3.257231,9.212785,1.152203,3795,326.850631,602
133.846154,0.167262,0.471464,0.747048,3.459656,9.136101,1.183117,3878,328.093877,602
120.384615,0.146215,0.399504,0.818817,3.487914,9.117373,1.129978,3808,322.555676,602
165.923077,0.190523,0.394541,0.300806,3.899027,8.95771,0.823473,5173,329.57042,602
90.692308,0.160246,0.337469,0.337744,5.284452,8.223093,1.351663,3703,345.363722,602
95.538462,0.160985,0.334988,0.411998,5.442792,8.126185,1.451256,3408,338.180302,602
100.692308,0.1536,0.332506,0.580548,5.576372,8.029209,1.299495,3500,327.930541,602
109.846154,0.165415,0.315136,0.346066,5.474653,8.110991,1.343289,3448,338.856429,602
76,0.103754,0.205955,0.670008,-0.19286,9.78173,0.805254,9701,331.620271,603
89.230769,0.114462,0.238213,0.691521,-0.236796,9.779312,0.831178,6947,337.639184,603
94.692308,0.104492,0.218362,0.682888,-0.237809,9.779877,0.800164,7613,333.649289,603
89.307692,0.121846,0.277916,0.691176,-0.237394,9.779301,0.817792,7086,351.555228,603
90.769231,0.096738,0.203474,0.685812,-0.241538,9.779589,0.840381,7434,336.736136,603
87.461538,0.094154,0.210918,0.687378,-0.239374,9.779508,0.785293,8334,317.727871,603
91.384615,0.093415,0.19603,0.673473,-0.245129,9.780349,0.825256,9150,334.112,603
81.923077,0.090092,0.210918,0.698727,-0.232686,9.778852,0.669345,10747,322.580776,603
85,0.097108,0.223325,0.66682,-0.190155,9.782017,0.705419,11357,320.72817,603
103.538462,0.091938,0.203474,0.666751,-0.19492,9.781937,0.813529,6896,344.590251,603
100.923077,0.091938,0.19603,0.673715,-0.196221,9.781419,0.850373,5926,349.160764,603
93.076923,0.097846,0.253102,0.668834,-0.191433,9.781868,0.648092,7358,342.892437,603
86.230769,0.093415,0.210918,0.658175,-0.191904,9.78257,0.867643,5310,334.087113,603
98.230769,0.104123,0.253102,0.668028,-0.19675,9.78181,0.836735,6016,360.064345,603
90.384615,0.106708,0.208437,0.665496,-0.18326,9.782225,0.86128,6710,333.026482,603
78.538462,0.100062,0.230769,0.665346,-0.186149,9.782213,0.647157,9905,316.373536,603
88.538462,0.104123,0.223325,0.669502,-0.19225,9.781787,0.741808,10363,328.848007,603
87.307692,0.099692,0.218362,0.683314,-0.221084,9.780245,0.738734,6927,352.959972,603
120.692308,0.129969,0.28536,-0.50711,7.083557,6.749611,0.622279,12270,328.849125,603
129.384615,0.129969,0.297767,-0.156049,7.016588,6.83197,0.829406,8094,319.709982,603
122.846154,0.143262,0.315136,-0.654791,7.244958,6.561413,0.856203,5926,318.344139,603
131.923077,0.149169,0.352357,-0.916588,7.265481,6.508016,0.755436,8783,319.207074,603
124.461538,0.142523,0.30273,-0.939793,7.032553,6.753111,0.852169,7301,325.87897,603
136.461538,0.154708,0.322581,-0.660823,7.156833,6.656905,0.802836,6511,320.891055,603
129.307692,0.129969,0.292804,-0.860405,7.059246,6.737111,0.730645,6338,332.828022,603
129.846154,0.135508,0.317618,-0.712666,6.956629,6.8575,0.854101,6704,313.82959,603
135,0.146585,0.312655,-0.810714,7.156672,6.638154,0.895183,6516,319.805231,603
145.153846,0.136615,0.300248,-0.713299,7.151837,6.655259,0.822575,6309,304.558061,603
130.307692,0.1152,0.287841,-0.598769,6.990217,6.840188,0.736466,6530,320.293222,603
128,0.132185,0.320099,-0.36233,6.931007,6.885149,0.693729,8716,311.30816,603
133.384615,0.132923,0.307692,-0.61676,6.962292,6.853471,0.699301,7845,327.231184,603
147.461538,0.124431,0.30273,-0.676949,6.917562,6.900953,0.699933,6673,324.691547,603
131.153846,0.125908,0.30273,-0.648955,6.946178,6.882375,0.716805,6289,334.635019,603
134.461538,0.126646,0.305211,-0.792607,6.899744,6.906927,0.684044,7275,317.444086,603
124.076923,0.136985,0.325062,-1.119094,7.15849,6.589557,0.744597,6682,308.551484,603
122.384615,0.136985,0.330025,-0.451998,6.858294,6.974977,0.571463,11194,331.853159,603
133.230769,0.132923,0.305211,-0.329421,6.993682,6.857477,0.915783,5873,322.826619,603
120.230769,0.1344,0.325062,-0.650314,6.858467,6.959633,0.585074,8000,315.324437,603
115.307692,0.149908,0.334988,-1.083802,4.948711,8.378405,0.892541,6200,318.039149,603
122.769231,0.147692,0.312655,-1.300673,5.006955,8.315638,0.986283,5074,332.158129,603
117.692308,0.142154,0.320099,-1.210062,4.306524,8.711119,0.774624,6385,323.42096,603
129.076923,0.139938,0.312655,-1.317789,4.283917,8.688374,0.945673,6012,333.062477,603
126.769231,0.151754,0.334988,-1.1721,4.576747,8.573072,0.790376,7437,321.911309,603
142.769231,0.132554,0.312655,-1.198943,4.546416,8.576226,0.815634,5745,323.900605,603
120.461538,0.155815,0.332506,-1.261238,4.737918,8.467497,0.807457,5780,320.664786,603
130.615385,0.151385,0.332506,-0.9102,4.481416,8.64918,0.819626,6196,314.839022,603
139.615385,0.148431,0.305211,-1.18079,4.525997,8.577677,0.85828,5641,325.199265,603
140,0.146585,0.337469,-1.221239,4.468524,8.590177,0.965392,5113,342.293806,603
137.615385,0.144,0.295285,-1.232128,4.801698,8.427947,0.882809,5629,332.985944,603
125.384615,0.146585,0.325062,-1.684839,4.940136,8.262264,1.003694,4979,324.494634,603
123.307692,0.129231,0.325062,-1.271609,4.592712,8.519249,0.926385,5833,327.407639,603
138.615385,0.1488,0.305211,-1.273577,4.703605,8.454582,0.923984,5101,324.037308,603
138.230769,0.162831,0.327543,-1.235684,4.434487,8.626723,1.028215,4758,326.94634,603
171.153846,0.1344,0.369727,-1.543765,4.759972,8.389962,0.744489,6876,324.66671,603
136,0.1536,0.342432,-1.459381,4.558894,8.527916,0.853765,5660,326.057691,603
132.615385,0.185354,0.406948,-1.425885,4.492996,8.570217,0.908903,5204,325.902166,603
125.307692,0.1392,0.337469,-1.418415,4.427938,8.590258,0.885573,5395,336.027898,603
126.769231,0.155815,0.409429,-0.997622,4.342518,8.711314,0.80782,5690,319.960635,603
134.461538,0.136246,0.337469,-0.938516,4.009632,8.883087,0.662964,8207,333.048542,603
123.846154,0.118523,0.310174,-0.945123,4.185306,8.796608,0.767064,6413,323.500084,603
137.692308,0.1584,0.330025,-0.182051,4.392313,8.746238,0.643275,13895,311.87952,604
140.538462,0.184615,0.362283,0.02812,2.996516,9.303453,0.656866,10905,324.84163,604
148.384615,0.186831,0.382134,-0.104332,4.563625,8.650769,0.573562,9068,323.661098,604
142.923077,0.183138,0.367246,-0.083682,4.732301,8.566972,0.667617,7929,340.289246,604
122.846154,0.195323,0.372208,-0.245118,4.645039,8.604795,0.727382,11451,321.179259,604
137.846154,0.190892,0.384615,0.122772,4.218077,8.824153,0.733901,7808,317.249467,604
138.769231,0.181662,0.359801,0.107094,4.336947,8.76843,0.749401,6847,315.692336,604
131.153846,0.173169,0.354839,-0.124798,4.287279,8.793235,0.736093,7144,326.367626,604
124.461538,0.1632,0.334988,-0.193309,4.37248,8.745017,0.759306,8227,331.888115,604
136.153846,0.183508,0.382134,-0.181672,4.399058,8.734117,0.758433,6622,326.516449,604
138.538462,0.186462,0.367246,-0.459307,4.601483,8.619529,0.803201,7299,328.536631,604
134.615385,0.188308,0.352357,-0.575011,4.878278,8.467037,0.927817,6246,318.778345,604
136.307692,0.182769,0.377171,-0.638538,4.741164,8.539381,0.662804,9013,320.135541,604
125.846154,0.185723,0.359801,-0.665231,4.780921,8.510489,0.734785,7326,320.61295,604
128.538462,0.161723,0.364764,-0.58392,4.680388,8.564589,0.687479,8543,316.442981,604
143.615385,0.155077,0.334988,-0.706174,4.670109,8.570471,0.796277,5750,325.506734,604
135.769231,0.155815,0.354839,-0.949002,4.416911,8.677773,0.825786,6375,314.708626,604
123.846154,0.154338,0.33995,-0.974613,4.547475,8.603149,0.851837,6407,323.845457,604
118,0.180923,0.369727,-0.971562,4.209904,8.766715,0.782692,6332,328.167955,604
126.615385,0.192738,0.352357,-0.898551,4.695087,8.532474,1.036794,10068,321.560196,604
122,0.162462,0.33995,-0.575598,4.841364,8.480101,0.735256,6956,319.78146,604
125.461538,0.180923,0.364764,-1.004655,5.1933,8.226189,0.985678,5573,321.399367,604
139.692308,0.1344,0.310174,-0.640645,7.710365,6.007501,0.665078,10951,326.622346,604
133,0.151015,0.295285,-0.843668,7.524101,6.218156,0.871599,8638,330.537294,604
133.153846,0.147692,0.300248,-0.961583,7.667339,6.021314,0.878195,7390,344.307626,604
127.384615,0.132554,0.30273,-1.000753,7.691592,5.989372,1.06309,6554,327.026139,604
119.846154,0.154338,0.327543,-1.022762,7.553269,6.156022,0.770882,7210,330.413778,604
132.076923,0.137723,0.305211,-1.030209,7.484482,6.237966,0.89838,6854,322.50841,604
128.384615,0.132554,0.30273,-1.278918,7.619628,6.026758,0.79399,5802,328.575231,604
133.307692,0.138462,0.305211,-1.128774,7.606126,6.074055,0.800184,5569,325.173316,604
134.076923,0.136985,0.295285,-1.147663,7.382843,6.339662,0.876292,5508,328.186743,604
134.538462,0.142154,0.315136,-0.962043,7.181845,6.59667,0.858118,8210,320.431706,604
132.076923,0.148431,0.300248,-1.148987,7.284232,6.447551,1.008938,5363,320.860692,604
132.923077,0.1536,0.320099,-1.212387,7.254258,6.474094,0.952006,5714,330.53286,604
130.692308,0.141046,0.307692,-1.225705,7.237856,6.490451,1.037055,4739,315.730362,604
124.153846,0.145108,0.295285,-1.299441,7.363747,6.332042,0.923003,4933,318.883479,604
123.230769,0.139569,0.307692,-1.289922,7.432914,6.252274,0.911173,5509,324.72861,604
129.846154,0.156185,0.315136,-1.352609,7.339782,6.347927,0.774852,5629,325.213531,604
123.769231,0.148062,0.37469,-1.346462,7.291472,6.410279,1.023499,4782,330.976324,604
135.461538,0.1392,0.307692,-1.012978,7.069905,6.703155,1.023833,5253,331.92156,604
131.384615,0.153231,0.300248,-0.927109,5.439546,8.089789,0.872177,12670,329.016814,604
117.076923,0.160615,0.337469,-0.850966,5.767298,7.868958,0.984826,6193,317.808779,604
124.461538,0.173169,0.320099,-1.067791,5.786751,7.821466,1.150452,4740,329.147905,604
114.230769,0.199385,0.320099,-1.10771,5.842831,7.779222,1.386523,5805,330.601492,604
130.769231,0.168,0.307692,-0.858701,5.447097,8.095325,0.999006,5209,323.761339,604
121.692308,0.167262,0.320099,-1.09796,5.427275,8.079936,1.086057,4828,324.425489,604
125.538462,0.153969,0.310174,-1.054577,5.627214,7.946735,1.025449,5080,326.225844,604
120.307692,0.163569,0.315136,-1.048281,5.670563,7.912445,1.109326,6512,317.866767,604
122.230769,0.166523,0.315136,-1.125206,5.450619,8.061243,1.012349,4946,321.130903,604
124.230769,0.178708,0.317618,-1.073028,5.700917,7.891473,1.31198,4553,329.514658,604
133,0.176123,0.305211,-1.034974,5.483505,8.052057,1.282959,6144,316.210722,604
126.615385,0.170585,0.344913,-0.936524,5.41291,8.106848,1.105919,5020,330.708414,604
115.538462,0.181662,0.334988,-0.89702,5.550439,8.017525,1.220952,4282,318.187986,604
