user_id,sample,keydown,TAP,keyup,TAR,PressureSize
0,3,7,9871772074993,7,9871851120993,0.15294118
0,3,9,9872255878993,9,9872351621993,0.16470589
0,3,6,9872756126993,6,9872836288993,0.18431373
0,3,6,9872977214993,6,9873056759993,0.1764706
0,3,6,9873229163993,6,9873324779993,0.17254902
0,3,6,9873497693993,6,9873609632993,0.18039216
0,3,2,9873844023993,2,9873923845993,0.1764706
0,3,4,9874157959993,4,9874237316993,0.17254902
0,3,6,9874923710994,6,9875000106994,0.16862746
0,3,8,9875172407994,8,9875252090994,0.16470589
0,3,0,9875455506994,0,9875535468994,0.15294118
0,3,8,9876329704992,8,9876406218993,0.16862746
0,3,5,9876547497993,5,9876626923993,0.1764706
0,3,2,9876752953993,2,9876832438993,0.18823531
0,3,E,9877439286993,E,9877534429993,0.17254902
0,4,1,9878096831993,1,9878173136993,0.17254902
0,4,3,9878407482993,3,9878487131993,0.1764706
0,4,7,9878752547993,7,9878815353993,0.15686275
0,4,9,9879702760993,9,9879779563993,0.16862746
0,4,6,9880199659993,6,9880263188993,0.17254902
0,4,6,9880388716993,6,9880468491993,0.18039216
0,4,6,9880671835993,6,9880751497993,0.1764706
0,4,6,9880939464993,6,9881035013993,0.17254902
0,4,2,9881285075993,2,9881396851993,0.1764706
0,4,4,9881615878993,4,9881695098993,0.15686275
0,4,6,9882243959993,6,9882302698993,0.16862746
0,4,8,9882521033993,8,9882584372993,0.17254902
0,4,0,9882787653993,0,9882883209993,0.15686275
0,4,8,9883740338994,8,9883816365994,0.16078432
0,4,5,9883942998994,5,9884022014994,0.17254902
0,4,2,9884132899994,2,9884212532992,0.18039216
0,4,E,9884694729992,E,9884773823992,0.16078432
0,5,1,9885383041992,1,9885459326992,0.18039216
0,5,3,9886470873990,3,9886530989993,0.18039216
0,5,7,9886889152993,7,9886952282993,0.15686275
0,5,9,9887279995993,9,9887375777993,0.16862746
0,5,6,9887610306993,6,9887689194993,0.16078432
0,5,6,9887784889994,6,9887880102993,0.17254902
0,5,6,9888006254993,6,9888101831994,0.1764706
0,5,6,9888259160993,6,9888354844993,0.18431373
0,5,2,9888558266993,2,9888670200993,0.1764706
0,5,4,9888889599994,4,9888968831992,0.16862746
0,5,6,9889296037992,6,9889392030992,0.18823531
0,5,8,9889796584992,8,9889859383992,0.16862746
0,5,0,9890109629992,0,9890205146992,0.16470589
0,5,8,9890702870992,8,9890781983992,0.16078432
0,5,5,9890907946992,5,9891003519992,0.1764706
0,5,2,9891129997992,2,9891192864992,0.19215688
0,5,E,9891551690992,E,9891630563992,0.16470589
0,6,1,9892286942992,1,9892362414993,0.16078432
0,6,3,9892643343993,3,9892706223993,0.18431373
0,6,7,9893110989993,7,9893157615993,0.15686275
0,6,9,9893689128993,9,9893765504993,0.17254902
0,6,6,9894124199993,6,9894203119993,0.18431373
0,6,6,9894313756993,6,9894392907993,0.19215688
0,6,6,9894534842993,6,9894613862993,0.19607845
0,6,6,9894771057993,6,9894850493993,0.1764706
0,6,2,9895053997993,2,9895149705993,0.17254902
0,6,4,9895399978993,4,9895462841993,0.16470589
0,6,6,9895759309993,6,9895838775993,0.17254902
0,6,8,9896042459994,8,9896121887993,0.17254902
0,6,0,9896325228993,0,9896404527993,0.16470589
0,6,8,9897091598992,8,9897167239993,0.15294118
0,6,5,9897308810993,5,9897388069993,0.1764706
0,6,2,9897529545993,2,9897592940993,0.18039216
0,6,E,9898043920993,E,9898090497993,0.10196079
0,7,1,9898823647993,1,9898899364993,0.16078432
0,7,3,9899195988993,3,9899275046993,0.18039216
0,7,7,9899649580993,7,9899728155993,0.15294118
0,7,9,9900260875993,9,9900352548993,0.16470589
0,7,6,9900633383994,6,9900712993992,0.17254902
0,7,6,9900839058992,6,9900918588992,0.16862746
0,7,6,9901075476992,6,9901154971992,0.18039216
0,7,6,9901327359992,6,9901422990992,0.18039216
0,7,2,9901719590992,2,9901782615992,0.18039216
0,7,4,9901986265993,4,9902065189993,0.18039216
0,7,6,9902377273993,6,9902505640993,0.17254902
0,7,8,9903161102993,8,9903237774993,0.16862746
0,7,0,9903471664993,0,9903567486993,0.1764706
0,7,8,9903926060993,8,9903988870993,0.16470589
0,7,5,9904130592993,5,9904209567993,0.1764706
0,7,2,9904320377993,2,9904399603993,0.18823531
0,7,E,9904788961993,E,9904884399993,0.16078432
0,8,1,9905741527994,1,9905817667994,0.17254902
0,8,3,9906144763994,3,9906224143994,0.1764706
0,8,7,9906551837994,7,9906630886994,0.16470589
0,8,9,9907066850994,9,9907162276994,0.1764706
0,8,6,9907520426994,6,9907600060994,0.1764706
0,8,6,9907741334994,6,9907836939994,0.18431373
0,8,6,9908040664994,6,9908103713994,0.16862746
0,8,6,9908353480994,6,9908449015994,0.18039216
0,8,2,9908745619994,2,9908824829994,0.18431373
0,8,4,9909105537994,4,9909168736994,0.16470589
0,8,6,9909557970994,6,9909637611994,0.1764706
0,8,8,9909794734994,8,9909874174994,0.17254902
0,8,0,9910108917994,0,9910171476994,0.14509805
0,8,8,9910638308994,8,9910717778994,0.17254902
0,8,5,9910843518994,5,9910923086994,0.17254902
0,8,2,9911079988994,2,9911175734994,0.18823531
0,8,E,9911642424994,E,9911738067994,0.16862746
0,9,1,9918693870994,1,9918753670994,0.1764706
0,9,3,9919656989994,3,9919733333993,0.16862746
0,9,7,9920107259993,7,9920186541993,0.16470589
0,9,9,9920560205993,9,9920639579993,0.18039216
0,9,6,9920951427993,6,9921030756993,0.1764706
0,9,6,9921156807993,6,9921252447993,0.17254902
0,9,6,9921409512993,6,9921489267993,0.17254902
0,9,6,9921661555993,6,9921757329993,0.18039216
0,9,2,9922007525993,2,9922086617993,0.18431373
0,9,4,9922290389993,4,9922385902993,0.16470589
0,9,6,9922713361993,6,9922808727993,0.16470589
0,9,8,9923387086992,8,9923447207992,0.1764706
0,9,0,9923619820992,0,9923715500992,0.17254902
0,9,8,9924510917993,8,9924586501993,0.16862746
0,9,5,9925241984992,5,9925317997994,0.16862746
0,9,2,9925707468992,2,9925770524992,0.16862746
0,9,E,9926472391993,E,9926515550993,0.14117648
1,0,1,85683026831880,1,85683118333880,0.098039225
1,0,3,85683414643879,3,85683510412879,0.10980393
1,0,7,85684150816880,7,85684243071880,0.121568635
1,0,9,85684554911880,9,85684650583880,0.12941177
1,0,6,85685445171880,6,85685537786880,0.121568635
1,0,6,85685772407880,6,85685868119880,0.11764707
1,0,6,85686430270879,6,85686539598879,0.121568635
1,0,6,85686727402879,6,85686806869879,0.13333334
1,0,2,85687415262879,2,85687541102879,0.13333334
1,0,4,85687883878879,4,85687979662879,0.1254902
1,0,6,85688244877879,6,85688357068879,0.13725491
1,0,8,85688606899879,8,85688702555879,0.14901961
1,0,0,85688998915879,0,85689143824879,0.14509805
1,0,8,85689471022879,8,85689583161879,0.13725491
1,0,5,85689849111879,5,85689960508879,0.10196079
1,0,2,85690256656879,2,85690368858879,0.10980393
1,0,E,85691345676879,E,85691441846879,0.10196079
1,1,1,85692344628879,1,85692437645879,0.13725491
1,1,3,85692656352879,3,85692735760879,0.13725491
1,1,7,85693171310879,7,85693283136879,0.121568635
1,1,9,85693533082879,9,85693628633879,0.13725491
1,1,6,85694205128879,6,85694283153879,0.14117648
1,1,6,85694501969879,6,85694597729879,0.11764707
1,1,6,85695033239879,6,85695128851879,0.121568635
1,1,6,85695378948879,6,85695523798879,0.121568635
1,1,2,85695959473880,2,85696054907880,0.15294118
1,1,4,85696320300880,4,85696415887880,0.11764707
1,1,6,85696681588880,6,85696809497880,0.121568635
1,1,8,85697059537880,8,85697171402880,0.13725491
1,1,0,85697421524880,0,85697550041880,0.11372550000000001
1,1,8,85697769079880,8,85697881022880,0.14117648
1,1,5,85698084416880,5,85698228753880,0.121568635
1,1,2,85698432525880,2,85698528283880,0.13725491
1,1,E,85699059325880,E,85699168639880,0.11764707
1,2,1,85700196015880,1,85700288458880,0.10588236
1,2,3,85700522845879,3,85700618473879,0.13333334
1,2,7,85701164986879,7,85701274626879,0.1254902
1,2,9,85701555327880,9,85701650969879,0.13725491
1,2,6,85702384123880,6,85702460195880,0.1254902
1,2,6,85702679113880,6,85702790889880,0.13333334
1,2,6,85703211290880,6,85703306677880,0.13725491
1,2,6,85703510194880,6,85703654869879,0.12941177
1,2,2,85704526915877,2,85704620164880,0.14509805
1,2,4,85704885415880,4,85705000735880,0.1254902
1,2,6,85705294008880,6,85705406420880,0.13725491
1,2,8,85705702542880,8,85705798527880,0.1254902
1,2,0,85706079079880,0,85706223671880,0.08627451
1,2,8,85706489371879,8,85706601406879,0.13333334
1,2,5,85706851075879,5,85706979376879,0.121568635
1,2,2,85707213873879,2,85707326312879,0.13725491
1,2,E,85707919279879,E,85708060884879,0.11764707
1,3,1,85708963379877,1,85709056673881,0.13725491
1,3,3,85709290906881,3,85709402849881,0.11764707
1,3,7,85709853845881,7,85709966081881,0.11764707
1,3,9,85710215935881,9,85710311901881,0.12941177
1,3,6,85710889196880,6,85710966165880,0.121568635
1,3,6,85711154142880,6,85711266212880,0.13333334
1,3,6,85711748259880,6,85711843951880,0.121568635
1,3,6,85712062919880,6,85712191121880,0.121568635
1,3,2,85712753263880,2,85712862886880,0.13333334
1,3,4,85713128140880,4,85713223967880,0.11764707
1,3,6,85713675082880,6,85713770685880,0.1254902
1,3,8,85714113496880,8,85714225538880,0.12941177
1,3,0,85714552816880,0,85714713759880,0.10196079
1,3,8,85714948152880,8,85715076851880,0.121568635
1,3,5,85715311051880,5,85715423430880,0.10980393
1,3,2,85715688485880,2,85715800436880,0.13333334
1,3,E,85716408959880,E,85716518140880,0.12941177
1,4,1,85717560456881,1,85717653500881,0.12941177
1,4,3,85717872205880,3,85717967673880,0.07450981
1,4,7,85718465266879,7,85718593700879,0.11372550000000001
1,4,9,85718827858879,9,85718940033879,0.10196079
1,4,6,85719487416879,6,85719596003879,0.13333334
1,4,6,85719783977879,6,85719895871879,0.1254902
1,4,6,85720362711879,6,85720458201879,0.1254902
1,4,6,85720677004879,6,85720821883880,0.121568635
1,4,2,85721304045879,2,85721416274880,0.13725491
1,4,4,85721681601880,4,85721761060880,0.1254902
1,4,6,85722119204879,6,85722231248879,0.13333334
1,4,8,85722542908879,8,85722638739880,0.13333334
1,4,0,85722888445880,0,85723033448879,0.1254902
1,4,8,85723236686879,8,85723348844879,0.121568635
1,4,5,85723598575879,5,85723710963879,0.121568635
1,4,2,85723960886879,2,85724056359879,0.14509805
1,4,E,85724507576879,E,85724603269879,0.08627451
1,5,1,85725444007879,1,85725520874879,0.1254902
1,5,3,85725755288879,3,85725851024879,0.1254902
1,5,7,85726271256879,7,85726367068879,0.13725491
1,5,9,85726585747879,9,85726681787879,0.121568635
1,5,6,85727163681879,6,85727259340879,0.13725491
1,5,6,85727431904879,6,85727543920879,0.1254902
1,5,6,85727933090879,6,85728045247879,0.1254902
1,5,6,85728248655879,6,85728360808879,0.1254902
1,5,2,85728953281879,2,85729063594879,0.14117648
1,5,4,85729405930879,4,85729501862879,0.10588236
1,5,6,85729860153879,6,85729972528879,0.14901961
1,5,8,85730283823879,8,85730396049879,0.12941177
1,5,0,85730645769879,0,85730774007879,0.1254902
1,5,8,85731023808879,8,85731151947879,0.1254902
1,5,5,85731417394879,5,85731545433879,0.1254902
1,5,2,85731810948879,2,85731906605879,0.14901961
1,5,E,85732373242879,E,85732501793879,0.13333334
1,6,1,85733416790880,1,85733513021879,0.11764707
1,6,3,85733747167879,3,85733842930879,0.14117648
1,6,7,85734309618879,7,85734405305879,0.1254902
1,6,9,85734639572879,9,85734784591879,0.121568635
1,6,6,85735235651879,6,85735347583879,0.1254902
1,6,6,85735613016879,6,85735757902879,0.121568635
1,6,6,85736208993879,6,85736321054879,0.12941177
1,6,6,85736524435879,6,85736669263879,0.121568635
1,6,2,85737135764879,2,85737280368879,0.15294118
1,6,4,85737592259879,4,85737688028879,0.10588236
1,6,6,85737999506880,6,85738144260880,0.13725491
1,6,8,85738409888880,8,85738538073879,0.12941177
1,6,0,85738803488879,0,85738915913879,0.13725491
1,6,8,85739150098879,8,85739262163879,0.1254902
1,6,5,85739527622879,5,85739622952879,0.1254902
1,6,2,85739888381879,2,85739983978879,0.14117648
1,6,E,85740434904879,E,85740514897879,0.10588236
1,7,1,85741541509878,1,85741618036880,0.13333334
1,7,3,85741867761879,3,85741979636879,0.13333334
1,7,7,85742542395879,7,85742635094879,0.13333334
1,7,9,85742869231879,9,85743013822879,0.1254902
1,7,6,85743434022880,6,85743546071880,0.13333334
1,7,6,85743811512880,6,85743956086880,0.12941177
1,7,6,85744360682880,6,85744489423879,0.1254902
1,7,6,85744692720880,6,85744853904879,0.12941177
1,7,2,85745388185879,2,85745526654879,0.13333334
1,7,4,85745838734880,4,85745966777879,0.121568635
1,7,6,85746448978879,6,85746577423879,0.121568635
1,7,8,85746889255879,8,85747017432879,0.11372550000000001
1,7,0,85747391312880,0,85747503632880,0.14509805
1,7,8,85747830576879,8,85747942716879,0.121568635
1,7,5,85748223670879,5,85748368239879,0.121568635
1,7,2,85748602593879,2,85748698287879,0.14117648
1,7,E,85749443074881,E,85749555857881,0.1254902
1,8,1,85750582146880,1,85750691507879,0.12941177
1,8,3,85750956870879,3,85751052399879,0.14117648
1,8,7,85751565885879,7,85751644939879,0.10980393
1,8,9,85751894720879,9,85752023133879,0.13333334
1,8,6,85752613487879,6,85752725920879,0.121568635
1,8,6,85752960313879,6,85753088654879,0.121568635
1,8,6,85753539774879,6,85753635400879,0.13725491
1,8,6,85753854445879,6,85753999264879,0.13725491
1,8,2,85754654964879,2,85754779664879,0.14901961
1,8,4,85755091395879,4,85755187394879,0.11372550000000001
1,8,6,85755498822879,6,85755610764879,0.12941177
1,8,8,85755938420879,8,85756033732879,0.1254902
1,8,0,85756331591879,0,85756458976879,0.1254902
1,8,8,85756739267879,8,85756851305879,0.121568635
1,8,5,85757132092879,5,85757276632879,0.11764707
1,8,2,85757542241879,2,85757637869879,0.14509805
1,8,E,85758232341879,E,85758340349879,0.12941177
1,9,1,85759212366880,1,85759321361879,0.12941177
1,9,3,85759540516879,3,85759652530879,0.13333334
1,9,7,85760134730879,7,85760214189879,0.10980393
1,9,9,85760510545880,9,85760622775879,0.11372550000000001
1,9,6,85761120300879,6,85761232506879,0.13333334
1,9,6,85761435750879,6,85761580782879,0.12941177
1,9,6,85762000879879,6,85762112664879,0.121568635
1,9,6,85762316388880,6,85762461410879,0.11764707
1,9,2,85763009619879,2,85763117413879,0.13725491
1,9,4,85763398445879,4,85763494073879,0.13333334
1,9,6,85763775371879,6,85763886694879,0.14509805
1,9,8,85764229220879,8,85764357671879,0.10588236
1,9,0,85764762285879,0,85764890809879,0.12941177
1,9,8,85765187037879,8,85765315306879,0.121568635
1,9,5,85765580858879,5,85765708883880,0.121568635
1,9,2,85765974279880,2,85766053630880,0.13725491
1,9,E,85766551189879,E,85766663226879,0.121568635
2,0,1,69095920668022,1,69096029716025,0.121568635
2,0,3,69096808999030,3,69096885093024,0.11764707
2,0,7,69097742388025,7,69097834993025,0.11372550000000001
2,0,9,69099203309998,9,69099278938023,0.10588236
2,0,6,69100213596025,6,69100305383025,0.1254902
2,0,6,69100709847025,6,69100756887025,0.11372550000000001
2,0,6,69101192202025,6,69101287930025,0.121568635
2,0,6,69102021378026,6,69102096953026,0.10196079
2,0,2,69103527380025,2,69103619154025,0.13333334
2,0,4,69104197758025,4,69104338748026,0.10196079
2,0,6,69105427167044,6,69105520601025,0.11372550000000001
2,0,8,69106779077206,8,69106855821035,0.10196079
2,0,0,69107106137024,0,69107201855024,0.09019608
2,0,8,69107621972024,8,69107717477024,0.098039225
2,0,5,69108543313024,5,69108635936024,0.11764707
2,0,2,69108808732024,2,69108871521024,0.13333334
2,0,E,69110224377033,E,69110299855024,0.121568635
2,1,1,69112225921023,1,69112301362025,0.11372550000000001
2,1,3,69113016943025,3,69113079115025,0.12941177
2,1,7,69114368850037,7,69114462070025,0.11372550000000001
2,1,9,69115163206025,9,69115256508025,0.10196079
2,1,6,69115849309025,6,69115942107025,0.10588236
2,1,6,69116316140025,6,69116411481025,0.10980393
2,1,6,69116800865025,6,69116896539025,0.10588236
2,1,6,69117938757025,6,69118031579025,0.10588236
2,1,2,69119058184085,2,69119151000027,0.121568635
2,1,4,69119759617024,4,69119885271025,0.098039225
2,1,6,69120973708033,6,69121082966025,0.10980393
2,1,8,69121533880025,8,69121629400025,0.11372550000000001
2,1,0,69122018498025,0,69122130702025,0.11764707
2,1,8,69122473239025,8,69122552422025,0.121568635
2,1,5,69123049826025,5,69123194378025,0.1254902
2,1,2,69123428910025,2,69123492274025,0.12941177
2,1,E,69124813959038,E,69124905870024,0.09019608
2,2,1,69125963468025,1,69126121549025,0.10980393
2,2,3,69126962692031,3,69127039301025,0.11372550000000001
2,2,7,69127570794025,7,69127663667025,0.10980393
2,2,9,69128860663037,9,69128969329024,0.09411766
2,2,6,69131436333025,6,69131512676025,0.098039225
2,2,6,69131917357025,6,69131996712025,0.09411766
2,2,6,69132339320024,6,69132418651024,0.10196079
2,2,6,69132900885024,6,69132964001024,0.098039225
2,2,2,69135152031026,2,69135260911025,0.13333334
2,2,4,69135823268025,4,69135932464025,0.13333334
2,2,6,69136959064006,6,69137035751024,0.10980393
2,2,8,69139084481025,8,69139160783025,0.10588236
2,2,0,69139534490025,0,69139630367025,0.10196079
2,2,8,69140347101025,8,69140391323025,0.07450981
2,2,5,69141418054023,5,69141510438026,0.11764707
2,2,2,69141667493026,2,69141746814026,0.13333334
2,2,E,69142556759024,E,69142617321024,0.098039225
2,3,1,69143442713024,1,69143535036024,0.11372550000000001
2,3,3,69144190452025,3,69144283237025,0.11764707
2,3,7,69145046784035,7,69145123227024,0.10588236
2,3,9,69145902197025,9,69146044117025,0.078431375
2,3,6,69146714870025,6,69146823734025,0.10588236
2,3,6,69147355089025,6,69147448115025,0.10588236
2,3,6,69147979158025,6,69148055941025,0.098039225
2,3,6,69148602688025,6,69148663099025,0.10588236
2,3,2,69150712079046,2,69150820795025,0.13725491
2,3,4,69151352461025,4,69151444968025,0.10196079
2,3,6,69153091550010,6,69153199924025,0.11372550000000001
2,3,8,69153666690025,8,69153761792025,0.10980393
2,3,0,69154197671025,0,69154293659025,0.10588236
2,3,8,69154744669025,8,69154823895025,0.10588236
2,3,5,69156918845104,5,69156995815025,0.10980393
2,3,2,69157152686025,2,69157216071025,0.11372550000000001
2,3,E,69157855561023,E,69157932028025,0.098039225
2,4,1,69158913092029,1,69159054396025,0.10980393
2,4,3,69159617102025,3,69159709132025,0.13725491
2,4,7,69161169075013,7,69161262116025,0.10980393
2,4,9,69162505660027,9,69162582066025,0.09019608
2,4,6,69163237025025,6,69163313666025,0.11764707
2,4,6,69163733903025,6,69163813099025,0.13333334
2,4,6,69164233317025,6,69164312732025,0.11372550000000001
2,4,6,69164778965025,6,69164841980025,0.09411766
2,4,2,69166472430026,2,69166565159026,0.13333334
2,4,4,69167063130024,4,69167158745024,0.12941177
2,4,6,69167906798025,6,69167983239025,0.121568635
2,4,8,69168326011025,8,69168437763025,0.13725491
2,4,0,69168672229025,0,69168817050025,0.10588236
2,4,8,69169066790025,8,69169178579025,0.11764707
2,4,5,69169833725024,5,69169959262025,0.098039225
2,4,2,69170162596025,2,69170242346025,0.12941177
2,4,E,69171113841025,E,69171222894025,0.09411766
2,5,1,69172064242027,1,69172156568025,0.1254902
2,5,3,69173074349025,3,69173167637025,0.1254902
2,5,7,69173526068025,7,69173621659025,0.11372550000000001
2,5,9,69174988754225,9,69175114401025,0.10196079
2,5,6,69175800682025,6,69175893076025,0.11372550000000001
2,5,6,69176220620025,6,69176283455025,0.10980393
2,5,6,69176672812025,6,69176751917025,0.10196079
2,5,6,69177125687025,6,69177188917025,0.11372550000000001
2,5,2,69178742390025,2,69178818355025,0.11764707
2,5,4,69179192226026,4,69179238711026,0.11764707
2,5,6,69181582656025,6,69181658102025,0.11372550000000001
2,5,8,69182047525025,8,69182110686025,0.10980393
2,5,0,69182484116024,0,69182547064024,0.10196079
2,5,8,69182889770024,8,69183001448024,0.10980393
2,5,5,69184260640030,5,69184304460024,0.08627451
2,5,2,69185257224025,2,69185382735025,0.13725491
2,5,E,69186100329024,E,69186193019024,0.10196079
2,6,1,69187917528025,1,69188009159025,0.14117648
2,6,3,69188927482025,3,69189037062025,0.121568635
2,6,7,69189955286031,7,69190080679025,0.10196079
2,6,9,69192176647022,9,69192269010025,0.10196079
2,6,6,69192658327025,6,69192754234025,0.10980393
2,6,6,69193081540025,6,69193193583025,0.10588236
2,6,6,69193489962025,6,69193601731025,0.098039225
2,6,6,69193990869025,6,69194135401025,0.10196079
2,6,2,69194805954026,2,69194899126025,0.14117648
2,6,4,69195241665026,4,69195321433026,0.10588236
2,6,6,69196425093020,6,69196518521026,0.10980393
2,6,8,69197746103023,8,69197838788025,0.11764707
2,6,0,69198088988025,0,69198167878025,0.09019608
2,6,8,69198418182025,8,69198513554025,0.10980393
2,6,5,69198778877025,5,69198891017025,0.12941177
2,6,2,69199078823025,2,69199157997025,0.12941177
2,6,E,69200092385025,E,69200201525025,0.09411766
2,7,1,69201104504020,1,69201197321026,0.14901961
2,7,3,69201805785023,3,69201898601025,0.14509805
2,7,7,69202365501025,7,69202444797025,0.12941177
2,7,9,69204308201028,9,69204432686024,0.098039225
2,7,6,69207426710453,6,69207551795023,0.04705883
2,7,6,69208794750986,6,69208871549023,0.10196079
2,7,6,69209276164025,6,69209339557025,0.10588236
2,7,6,69210009584023,6,69210070105026,0.09411766
2,7,2,69211763418024,2,69211854916024,0.14117648
2,7,4,69212151362024,4,69212279816025,0.121568635
2,7,6,69215569633024,6,69215627447025,0.09411766
2,7,8,69217785604077,8,69217861112026,0.11372550000000001
2,7,0,69218188409025,0,69218332966025,0.10588236
2,7,8,69218706513025,8,69218819029025,0.09411766
2,7,5,69219254323025,5,69219366392025,0.11764707
2,7,2,69219600782025,2,69219680199025,0.15294118
2,7,E,69220226677025,E,69220303414025,0.11372550000000001
2,8,1,69250035400028,1,69250128272025,0.15686275
2,8,3,69251187244036,3,69251263575025,0.13725491
2,8,7,69251934613025,7,69252010793025,0.11372550000000001
2,8,9,69253687390024,9,69253764259024,0.11764707
2,8,6,69254776491031,6,69254868155024,0.13333334
2,8,6,69255164499024,6,69255259994024,0.121568635
2,8,6,69255556261024,6,69255651918024,0.098039225
2,8,6,69255994523024,6,69256090405024,0.10588236
2,8,2,69257194521997,2,69257287403025,0.14117648
2,8,4,69257630740025,4,69257709967025,0.1254902
2,8,6,69258596669033,6,69258706364024,0.11372550000000001
2,8,8,69259361627025,8,69259437950025,0.121568635
2,8,0,69259749776025,0,69259861929025,0.121568635
2,8,8,69260377840026,8,69260471024026,0.11764707
2,8,5,69261033203025,5,69261125928025,0.11764707
2,8,2,69262113337024,2,69262206249024,0.14509805
2,8,E,69263001660025,E,69263077531025,0.11764707
2,9,1,69264754474855,1,69264863450026,0.15686275
2,9,3,69265534291025,3,69265643435025,0.15294118
2,9,7,69266392047025,7,69266517184025,0.12941177
2,9,9,69267590334025,9,69267715795025,0.09411766
2,9,6,69268073799025,6,69268169607025,0.11372550000000001
2,9,6,69268435175025,6,69268530840025,0.10980393
2,9,6,69268780386025,6,69268876247025,0.10980393
2,9,6,69269203429025,6,69269282953025,0.10588236
2,9,2,69271129597425,2,69271287877010,0.11372550000000001
2,9,4,69271646405025,4,69271790893025,0.13725491
2,9,6,69273251723031,6,69273360560025,0.11764707
2,9,8,69273610289025,8,69273721979025,0.121568635
2,9,0,69275429573026,0,69275506476026,0.10588236
2,9,8,69276038066025,8,69276114171025,0.13333334
2,9,5,69277094325025,5,69277187091025,0.15294118
2,9,2,69277359893025,2,69277422947025,0.14117648
2,9,E,69277889539025,E,69278001717025,0.10588236
3,0,1,14428935014976,1,14429009191976,0.19607845
3,0,3,14429320952976,3,14429384374976,0.21960786
3,0,7,14429961927976,7,14430038628976,0.19215688
3,0,9,14430443374975,9,14430522733975,0.21568629
3,0,6,14431020735976,6,14431116292976,0.24313727
3,0,6,14431397296976,6,14431492907976,0.22745100000000001
3,0,6,14432055034976,6,14432132088976,0.21960786
3,0,6,14432567892976,6,14432630824976,0.21176472
3,0,2,14433113386976,2,14433208639976,0.2392157
3,0,4,14433473940976,4,14433569715976,0.20000002
3,0,6,14434021142976,6,14434116658976,0.21960786
3,0,8,14434490726976,8,14434587136976,0.21960786
3,0,0,14435117807976,0,14435210744976,0.21960786
3,0,8,14435569038976,8,14435648511976,0.21176472
3,0,5,14436115131976,5,14436178380976,0.21568629
3,0,2,14436319710976,2,14436399113976,0.20784315
3,0,E,14437487689971,E,14437532113976,0.1254902
3,1,1,14439024312977,1,14439066621977,0.08627451
3,1,3,14439629775977,3,14439706357977,0.18431373
3,1,7,14440377322976,7,14440437306976,0.15294118
3,1,9,14440779977976,9,14440859633976,0.20784315
3,1,6,14441670260971,6,14441746775976,0.18039216
3,1,6,14442012152976,6,14442075115976,0.14901961
