@relation 'keystroke_easy_secondorder'

@attribute meanholdtime numeric
@attribute meanpressure numeric
@attribute meanfingerarea numeric
@attribute meanxaccelaration numeric
@attribute meanyaccelaration numeric
@attribute meanzaccelaration numeric
@attribute velocity numeric
@attribute totaltime numeric
@attribute totaldistance numeric
@attribute user_id {100,101,102,103,104,105,200,201,202,203,300,301,302,303,400,401,402,403,404,500,501,502,503,600,601,602,603,604,605,700,701,702,800,801,802,900,1000,1001,1002,1003,1004,1100,1101,1103,1104,1105,1200,1201,1203,1204,1300,1301,1302,1303}

@data
83.533333,0.11744,0.290323,0.628787,-0.169918,9.784903,1.126325,4449,290.710196,601
78.2,0.09856,0.247312,0.630214,-0.155922,9.785053,1.027065,4777,292.96784,601
89.866667,0.10208,0.253763,0.627301,-0.157249,9.785212,1.112796,6601,295.163934,601
78.066667,0.09824,0.247312,0.624418,-0.159633,9.785362,1.136977,4943,292.222534,601
72.333333,0.12128,0.324731,0.634912,-0.16122,9.784683,0.993671,4534,294.091669,601
82.8,0.10688,0.264516,0.635331,-0.153528,9.784753,1.027145,4968,285.860802,601
81.266667,0.096,0.249462,0.65642,-0.180353,9.782888,0.976493,4948,278.979486,601
79.4,0.1024,0.258065,0.636269,-0.174607,9.784324,1.021999,4593,292.698381,601
73.8,0.11936,0.288172,0.638125,-0.182099,9.784085,1.03982,4461,288.092325,601
80.333333,0.10464,0.255914,0.710848,-0.240428,9.77782,1.312049,4270,285.071147,601
78.733333,0.10368,0.277419,0.706868,-0.24777,9.7779,1.161444,4441,290.678953,601
77.6,0.09664,0.23871,0.692383,-0.200554,9.780045,1.098009,4626,308.447419,601
66.333333,0.08928,0.23871,0.641008,-0.196564,9.783626,0.878461,6769,308.288463,601
68.733333,0.09952,0.266667,0.621734,-0.189042,9.785012,0.941184,4792,284.139727,601
70.333333,0.08416,0.243011,0.489534,-0.165409,9.792944,0.868423,5882,278.351888,601
81.466667,0.07296,0.208602,0.184204,1.384736,9.706563,0.909817,4810,291.467664,601
82,0.07904,0.206452,0.154636,1.405396,9.704088,0.985262,4530,273.774825,601
74.266667,0.07616,0.208602,0.146555,1.411382,9.70334,1.091872,4334,288.720267,601
81.2,0.08256,0.236559,0.144919,1.442935,9.698722,1.011315,5562,297.176154,601
81.733333,0.0912,0.24086,0.048383,1.526743,9.68686,1.237666,3875,277.064029,601
63.066667,0.08192,0.249462,0.027314,1.516827,9.688506,0.842297,5588,287.352674,601
58.666667,0.0768,0.221505,0.017099,1.50732,9.690003,0.8559,4599,274.966161,601
69.333333,0.07968,0.223656,0.047854,1.455705,9.697814,0.919257,4811,283.024646,601
64.733333,0.07968,0.212903,0.039145,1.470479,9.695619,1.105952,3931,279.421419,601
72.2,0.07744,0.215054,0.037619,1.467765,9.696048,1.0378,4023,299.413637,601
69.333333,0.09632,0.294624,0.035394,1.486909,9.693125,0.999206,4596,282.445772,601
75.2,0.08608,0.270968,0.034496,1.482859,9.693763,1.18428,3859,290.195447,601
82,0.08512,0.223656,0.031464,1.461311,9.697046,1.127017,4258,289.907661,601
69.866667,0.07872,0.219355,0.064863,1.461401,9.696836,1.032673,4394,300.130745,601
73,0.07968,0.234409,0.071048,1.471756,9.69523,0.937884,4909,290.669547,601
75.8,0.06944,0.210753,0.060733,1.470828,9.69542,0.968429,5100,282.138938,601
72,0.07008,0.234409,0.031743,1.476175,9.694751,0.98744,4663,286.480114,601
61.266667,0.07136,0.24086,0.019982,1.452073,9.698452,1.068023,4839,281.178955,601
72.666667,0.08096,0.251613,0.022266,1.449659,9.698791,0.920926,4714,297.38132,601
74.533333,0.07392,0.223656,0.043375,1.46186,9.696896,1.011214,4885,299.124445,601
81.333333,0.08736,0.223656,0.378324,-1.880366,9.617179,1.001474,4932,287.536206,601
79.6,0.08544,0.217204,0.392839,-1.889694,9.614765,0.898093,4467,274.451984,601
77.333333,0.08896,0.230108,0.400999,-1.901375,9.612121,1.007288,4463,280.016725,601
77.066667,0.08192,0.232258,0.405937,-1.906433,9.610914,0.956104,4558,278.673123,601
78.6,0.09024,0.23871,0.373904,-1.861542,9.62104,0.960187,5124,284.297808,601
81.933333,0.08448,0.243011,0.378404,-1.887419,9.615802,0.874735,4914,274.794182,601
78.133333,0.07456,0.212903,0.311366,-1.87452,9.62071,0.803139,5995,299.116541,601
77.333333,0.0752,0.221505,0.294437,-1.871547,9.621838,0.826356,5146,287.611868,601
81.533333,0.08096,0.212903,0.291265,-1.870899,9.622057,0.860126,6068,288.918262,601
86.533333,0.07968,0.234409,0.299574,-1.878241,9.620351,0.685431,6575,277.434528,601
81.8,0.08512,0.227957,0.370463,-1.842458,9.624821,0.858308,5150,289.502322,601
83.333333,0.07744,0.219355,0.347568,-1.879907,9.618436,0.803982,5226,292.573997,601
86.666667,0.08256,0.230108,0.34262,-1.879428,9.618705,0.711599,5936,293.108652,601
85.266667,0.06944,0.219355,0.365984,-1.869323,9.619803,0.687601,6556,290.375761,601
85.533333,0.08384,0.219355,0.403772,-1.855427,9.621,0.795974,5024,286.844236,601
78.266667,0.08064,0.219355,0.417509,-1.880396,9.615563,0.810711,5008,287.839277,601
90.466667,0.08,0.223656,0.406625,-1.881094,9.615882,0.829412,5325,282.793308,601
90.066667,0.08352,0.234409,0.433331,-1.863537,9.618067,0.924849,4931,285.008284,601
86.466667,0.08192,0.212903,0.403872,-1.854419,9.621169,0.751214,5323,279.507032,601
77.133333,0.08064,0.247312,0.399522,-1.84176,9.623783,0.744505,5453,294.651938,601
97.466667,0.2048,0.367742,0.767212,7.109991,6.695255,1.440383,4200,282.468996,602
99,0.1952,0.372043,0.544431,7.271999,6.543044,1.193132,3566,283.965425,602
107,0.21024,0.363441,0.484716,7.488026,6.299215,1.363956,3407,287.663637,602
104.533333,0.20192,0.35914,0.347309,7.600314,6.164451,1.388631,3174,296.141848,602
108.666667,0.20608,0.356989,0.178857,7.587265,6.18541,1.293226,3594,290.55652,602
98.266667,0.20896,0.35914,0.1364,7.48196,6.316981,1.476527,3143,282.30814,602
106.466667,0.1968,0.348387,0.092745,7.554943,6.22251,1.308392,3168,292.962073,602
102.4,0.19488,0.356989,0.630284,7.306086,6.491399,1.27779,3211,311.354257,602
103.4,0.21216,0.35914,0.535573,7.376226,6.420062,1.460001,2971,287.06528,602
113.266667,0.19712,0.352688,0.434717,7.241991,6.578139,1.225736,3441,292.515161,602
105.066667,0.19936,0.356989,0.500817,7.231098,6.589531,1.195547,4510,277.365531,602
107.133333,0.17632,0.339785,0.362063,7.34145,6.476226,1.134856,3703,301.092124,602
104.6,0.19712,0.322581,0.274286,7.200422,6.636178,1.476175,3158,294.338626,602
96.466667,0.19584,0.397849,0.248279,7.091316,6.754123,1.444802,2921,284.530252,602
101.4,0.18176,0.352688,0.299694,7.314406,6.508578,1.471389,2800,290.498951,602
106.333333,0.17152,0.311828,0.438857,7.347526,6.461382,1.518743,2871,295.097709,602
103.466667,0.19104,0.339785,0.139402,7.262561,6.576403,1.668342,2738,291.541901,602
92.6,0.16768,0.339785,0.259811,7.270971,6.564662,1.400753,3333,284.505011,602
93.866667,0.2,0.354839,0.230631,7.201948,6.618262,1.618215,2871,280.264498,602
103.2,0.19488,0.369892,0.093573,7.306954,6.518045,1.438984,3492,301.700712,602
117.4,0.192,0.369892,0.100566,7.679033,6.082968,0.94844,4033,258.63387,602
99.466667,0.18464,0.367742,0.028501,7.771439,5.968984,1.181289,3341,283.436149,602
104.666667,0.1872,0.346237,-0.061002,7.575613,6.212724,1.219779,3320,288.516838,602
109.133333,0.18944,0.372043,0.18992,7.418624,6.402624,1.148047,3350,290.365,602
107.066667,0.18144,0.36129,0.049211,7.433338,6.374742,1.25429,3281,291.915734,602
119.8,0.19712,0.374194,-0.175146,7.270492,6.558676,0.968101,4285,274.07299,602
118.6,0.2,0.35914,-0.251252,7.14772,6.68909,1.078205,3515,279.667417,602
115.933333,0.19904,0.387097,-0.181461,7.178385,6.663133,1.148142,3506,278.379016,602
119.466667,0.20416,0.372043,-0.380309,7.063474,6.777656,1.209596,3426,281.596121,602
116.8,0.19424,0.354839,0.058119,6.991807,6.856894,1.060959,3665,286.981245,602
120.466667,0.20416,0.376344,0.039115,6.792919,7.053737,1.133651,3581,284.808927,602
110.333333,0.20896,0.382796,-0.258723,6.559664,7.265175,1.188906,3585,281.927615,602
116.533333,0.19488,0.363441,-0.351509,6.644927,7.187044,1.087642,6264,290.104548,602
111.6,0.22464,0.384946,-0.149488,6.796889,7.054495,1.073657,3476,294.655082,602
110.6,0.19328,0.389247,-0.240787,6.904978,6.946407,1.117877,3619,277.419051,602
110.533333,0.20992,0.376344,-0.195566,6.839047,7.008178,1.154675,3417,294.38652,602
110.666667,0.18144,0.365591,-0.518863,7.511967,6.250912,1.160642,3517,295.485225,602
117.4,0.20192,0.367742,-0.008709,7.323913,6.500876,1.125739,3576,290.023225,602
120.466667,0.21472,0.374194,-0.172263,7.387259,6.434916,1.210045,3304,291.82796,602
117.4,0.19424,0.387097,-0.212106,7.214378,6.625844,1.069189,3849,288.29128,602
115.6,0.20704,0.36129,-0.116797,7.133275,6.716344,1.312535,3140,286.018402,602
114.333333,0.22144,0.380645,-0.403662,6.965501,6.876486,1.323914,3154,282.679573,602
113.933333,0.20256,0.365591,-0.273996,7.187972,6.648937,1.138823,3511,294.93281,602
109.066667,0.18528,0.369892,-0.318429,7.099945,6.745833,1.168086,3656,300.917348,602
116.533333,0.20992,0.374194,-0.118074,7.063673,6.780908,1.284527,3208,282.127879,602
116.266667,0.19968,0.363441,-0.550806,7.046026,6.782215,1.057615,4059,279.073035,602
117.066667,0.21824,0.393548,-0.434308,6.919692,6.919472,1.087833,3525,286.145435,602
117.066667,0.20256,0.4,-0.381546,6.567425,7.260496,1.024394,3998,290.271241,602
111.4,0.22688,0.397849,-0.431036,6.913417,6.933249,1.084358,3590,268.848646,602
116.133333,0.20864,0.369892,-0.402525,6.94949,6.894812,1.152412,3500,301.02529,602
142.333333,0.15552,0.432258,-0.370602,4.514347,8.662721,0.888016,5210,276.532705,602
133.8,0.15712,0.427957,-0.584285,4.313643,8.74956,1.036235,3978,273.571534,602
117.666667,0.17792,0.419355,-0.006165,4.259285,8.810203,0.991654,4421,295.620356,602
146.866667,0.19808,0.421505,-0.240398,4.088598,8.869949,1.0101,3914,293.797978,602
144.333333,0.19136,0.412903,-0.253955,3.934322,8.958364,0.876056,4610,282.999454,602
151.733333,0.21504,0.451613,-0.035554,3.602066,9.096261,0.843809,4712,292.551538,602
174.666667,0.2368,0.466667,-0.079118,3.528584,9.125061,0.732419,5349,279.087553,602
104.866667,0.18112,0.402151,-0.13625,3.256254,9.246088,0.576537,6800,307.651763,602
90.6,0.17856,0.432258,-0.112089,3.082684,9.307918,0.75979,4801,280.088121,602
91.333333,0.22432,0.537634,-0.050338,3.062513,9.312706,0.79768,4602,287.362288,602
74.733333,0.12608,0.234409,0.659523,-0.16108,9.783038,0.619119,5651,287.08342,603
65.2,0.11904,0.230108,0.671334,-0.153538,9.782349,0.642117,5561,281.207433,603
68.533333,0.13088,0.23871,0.658964,-0.154326,9.783177,0.656557,5491,280.278424,603
66,0.128,0.264516,0.661548,-0.168352,9.782788,0.673723,5288,281.269677,603
73.333333,0.11936,0.236559,0.655403,-0.161978,9.783297,0.663352,5538,292.647444,603
74.2,0.12,0.245161,0.659104,-0.161319,9.783077,0.60805,6086,292.567699,603
72.266667,0.12864,0.249462,0.654834,-0.160731,9.783387,0.635606,5596,280.174018,603
64.933333,0.12288,0.245161,0.650973,-0.157548,9.783656,0.688551,5235,292.925427,603
64.933333,0.12672,0.247312,0.657986,-0.157219,9.783187,0.690702,5576,282.218555,603
77.6,0.12416,0.247312,0.658196,-0.138175,9.783496,0.641189,5835,290.948766,603
67,0.1264,0.236559,0.662446,-0.151294,9.782998,0.652773,5732,287.27139,603
66.533333,0.14944,0.290323,0.667922,-0.160481,9.782479,0.676224,5552,290.888504,603
68.2,0.13824,0.288172,0.66486,-0.1651,9.782598,0.608667,7044,312.539377,603
67.333333,0.14272,0.301075,0.664211,-0.158875,9.782758,0.707505,5249,287.326842,603
70.2,0.13344,0.28172,0.662745,-0.166666,9.782728,0.747108,4901,288.610913,603
72.666667,0.1264,0.253763,0.660151,-0.159584,9.783028,0.695957,5182,285.319491,603
65.466667,0.11712,0.223656,0.669519,-0.159713,9.782389,0.668902,6119,291.005746,603
69.533333,0.12864,0.243011,0.665588,-0.154256,9.782728,0.677431,5408,283.484303,603
110.066667,0.13664,0.331183,-0.394834,7.381154,6.441031,0.906421,4677,285.982749,603
124.6,0.13856,0.322581,-0.716744,7.365931,6.427015,1.006577,4142,290.414064,603
119.533333,0.14816,0.365591,-0.744417,7.437608,6.343547,0.855274,5336,300.510999,603
119.466667,0.14464,0.331183,-0.824364,7.28803,6.506941,1.006502,4248,298.445369,603
120.2,0.13888,0.301075,-0.957342,7.490659,6.253066,1.033043,4407,290.553912,603
124.8,0.16512,0.324731,-0.764738,7.363287,6.425718,1.118274,3721,301.711797,603
112.2,0.15104,0.31828,-0.925788,7.246091,6.538615,1.192377,3542,291.21925,603
135.066667,0.1664,0.316129,-0.838679,7.415202,6.355189,1.008259,5795,294.489176,603
122.2,0.17984,0.335484,-0.867908,7.326347,6.452892,1.121029,4517,288.411756,603
119.066667,0.15744,0.333333,-0.968614,7.11871,6.669857,1.055441,3856,283.916235,603
129.6,0.16864,0.333333,-0.986511,7.29209,6.475947,1.130404,3795,281.485982,603
121.2,0.1856,0.335484,-1.097502,7.277695,6.477483,1.095226,5074,296.713359,603
123,0.18496,0.374194,-1.119549,7.108744,6.658225,1.109935,3818,288.181076,603
128,0.16832,0.337634,-1.022394,7.198726,6.570368,1.183373,3868,296.165297,603
122.4,0.1536,0.350538,-1.137824,7.14345,6.616037,1.038831,4195,299.075447,603
119.333333,0.17024,0.31828,-1.178306,7.107527,6.648608,1.142589,3788,297.767116,603
117.333333,0.17536,0.337634,-0.735399,6.963585,6.857273,1.128952,3802,308.021388,603
123.866667,0.14624,0.316129,-1.122621,7.107487,6.644508,1.043696,4587,289.650001,603
113.266667,0.1696,0.35914,-1.107248,7.100843,6.663143,0.87426,4946,303.572934,603
119.933333,0.17312,0.333333,-1.588523,7.079475,6.593522,1.117033,3933,284.945103,603
106.266667,0.16768,0.363441,-1.549338,3.078983,9.168156,1.11836,3785,292.30618,603
126,0.2032,0.384946,-1.545567,3.289623,9.102725,1.140792,3644,287.484346,603
116.866667,0.18752,0.372043,-1.516856,2.820489,9.261042,1.21135,3499,284.016068,603
118.133333,0.20352,0.365591,-1.922105,3.363065,8.998687,1.198185,4071,303.196325,603
120.133333,0.19584,0.391398,-1.456922,3.630528,8.986407,1.017905,4796,305.402974,603
125.2,0.18368,0.410753,-1.72593,3.664505,8.924257,1.128011,4006,308.171684,603
123.666667,0.20608,0.436559,-1.826257,3.404246,9.006039,1.149997,3870,294.49278,603
117.6,0.19808,0.423656,-1.562885,2.955223,9.214574,1.258229,3527,300.998342,603
134.6,0.2432,0.43871,-1.91591,3.561604,8.923539,1.348238,3434,298.637276,603
123,0.2016,0.475269,-1.979546,3.347573,8.994437,1.288207,3525,309.514862,603
119,0.19232,0.380645,-1.783351,2.946275,9.177474,1.211204,4324,307.492612,603
130.666667,0.1952,0.498925,-1.595915,2.757931,9.267566,0.968848,4367,290.522313,603
131.266667,0.19648,0.419355,-1.795921,2.833408,9.207032,1.141781,4018,306.045198,603
125.866667,0.20992,0.445161,-1.645764,2.981779,9.18728,1.177804,4501,300.412628,603
128.866667,0.21568,0.475269,-1.896766,3.98066,8.756922,0.832353,5243,295.305262,603
113.733333,0.22112,0.51828,-1.987976,3.991623,8.721977,0.868136,5314,288.227299,603
124.133333,0.2064,0.436559,-2.039541,4.151586,8.640634,0.88828,4845,290.558636,603
116.066667,0.1616,0.36129,-1.834457,4.696147,8.393403,1.019175,4064,296.668943,603
124.066667,0.18688,0.475269,-2.004964,4.023386,8.705168,0.909031,7938,281.307449,603
125.866667,0.1904,0.415054,-2.037057,3.888094,8.762898,0.855223,4852,300.842992,603
114,0.23168,0.427957,-1.196841,3.528634,9.061874,1.084349,4271,295.545192,603
119.733333,0.19328,0.387097,-0.790855,3.399806,9.151327,1.127668,4152,286.779015,603
150.4,0.17824,0.387097,-1.334368,4.61624,8.527109,0.660632,6308,276.174849,604
140.533333,0.21536,0.410753,-0.866472,5.214442,8.239366,0.771175,5884,273.715647,604
123.733333,0.1888,0.367742,-1.028848,4.844617,8.448749,0.743757,6830,283.467652,604
125.133333,0.21088,0.412903,-1.0941,4.561643,8.592032,0.749782,5775,283.64421,604
119.066667,0.2016,0.378495,-1.183434,4.445254,8.639497,0.708454,6896,279.324989,604
129.533333,0.20064,0.391398,-1.512507,4.533281,8.548637,0.712325,6178,274.591448,604
130.266667,0.18624,0.369892,-1.437239,4.531296,8.554622,0.728162,5747,273.18384,604
123.266667,0.18848,0.35914,-1.420689,5.020611,8.278681,0.698288,6498,272.91233,604
125.266667,0.18912,0.367742,-1.221552,4.62475,8.532725,0.797519,5156,280.341506,604
125.4,0.1648,0.346237,-1.330448,4.406768,8.63805,0.800032,5098,284.59169,604
125.8,0.17632,0.354839,-1.423393,4.386976,8.630848,0.788205,5426,282.689961,604
131.066667,0.20864,0.369892,-1.710128,4.278658,8.620533,0.822725,5452,281.473328,604
125.6,0.18912,0.380645,-1.749992,4.299208,8.611525,0.797943,5674,295.458193,604
130.466667,0.19136,0.363441,-1.751119,3.82359,8.843084,0.933756,4973,288.377094,604
127.8,0.20736,0.384946,-1.807183,4.253469,8.620533,0.892526,4898,292.356682,604
123.733333,0.20576,0.395699,-1.778323,3.941814,8.773951,0.948467,4706,284.835213,604
121.466667,0.20096,0.382796,-1.84996,3.963282,8.755127,0.779352,5046,280.534117,604
122.466667,0.17664,0.35914,-1.63104,4.120411,8.72072,0.844324,5137,284.55478,604
111,0.19552,0.36129,-1.820152,3.861249,8.808318,0.925475,4904,285.434244,604
111.533333,0.2128,0.393548,-1.956472,4.264412,8.589667,0.90364,5117,292.049543,604
114.066667,0.18816,0.367742,-1.756027,4.521979,8.504174,0.910245,4827,295.730527,604
140.933333,0.12544,0.24086,-1.558386,5.549161,7.914642,0.939865,4893,286.903916,604
136.4,0.13248,0.258065,-1.592264,5.742313,7.773504,0.964984,5758,281.29929,604
144.4,0.12192,0.234409,-1.402533,6.055155,7.564371,0.899743,4903,271.903018,604
135.466667,0.11744,0.23871,-1.452502,5.993345,7.605232,0.879026,4554,278.180854,604
126.4,0.14944,0.290323,-0.743958,5.9335,7.765653,1.038222,4452,274.36197,604
125.933333,0.15968,0.275269,-0.725683,6.436273,7.351486,0.992107,7217,275.463486,604
126.866667,0.14304,0.270968,-0.739579,6.645137,7.162783,0.911809,5566,278.482659,604
133.6,0.1488,0.264516,-0.816981,7.058366,6.753395,0.965445,4417,275.61996,604
122.8,0.14272,0.266667,-0.91652,7.095097,6.696692,1.012539,4368,271.709123,604
121.333333,0.14528,0.288172,-0.789618,7.155142,6.64771,0.989896,4686,287.36826,604
126.933333,0.14208,0.268817,-0.892798,7.09808,6.686527,1.022762,4889,291.144255,604
113.733333,0.136,0.249462,-0.597623,6.913627,6.922814,0.99118,4997,278.29652,604
134.866667,0.13696,0.260215,-0.815774,7.033925,6.772568,1.12861,4032,275.151194,604
132.133333,0.14912,0.260215,-0.92898,7.236185,6.543214,1.112306,4287,273.314178,604
125.133333,0.13696,0.262366,-0.932741,7.297936,6.472784,1.077476,4461,281.181614,604
125,0.14848,0.266667,-0.755241,7.245742,6.556302,1.051774,4387,275.497422,604
116.6,0.1344,0.251613,-0.709941,7.037526,6.788879,1.131551,4147,297.029785,604
114.666667,0.13472,0.24086,-0.661159,7.154304,6.671104,1.144618,4557,289.209957,604
118.4,0.1376,0.249462,-0.689101,7.203664,6.61507,1.031268,4415,288.687962,604
115.4,0.16448,0.275269,-0.643851,7.296629,6.512288,1.112564,4395,279.854215,604
135.2,0.19744,0.326882,-1.247668,4.646647,8.535399,1.183263,4064,272.625616,604
116.733333,0.20192,0.337634,-1.171732,4.549612,8.594675,1.065404,4830,273.075585,604
121.133333,0.18464,0.31828,-1.066906,5.026447,8.334994,1.210893,4142,274.996617,604
116.533333,0.192,0.337634,-1.069899,4.926659,8.399488,1.26804,4244,281.985929,604
115.666667,0.22176,0.384946,-1.006642,5.052324,8.334176,1.173295,4094,278.105082,604
124.266667,0.19424,0.341935,-1.08166,5.213454,8.222985,1.174882,4589,288.411322,604
113.066667,0.1712,0.303226,-1.174915,5.224796,8.206226,1.310856,4073,299.104314,604
117.8,0.19936,0.324731,-1.180511,5.187637,8.227195,1.293513,4105,285.465536,604
126.333333,0.2208,0.331183,-1.034594,5.114454,8.29529,1.288444,4509,291.503071,604
115.466667,0.21888,0.331183,-1.110481,5.416911,8.087174,1.36702,3885,283.368521,604
122.4,0.20032,0.333333,-1.017675,5.557321,8.007906,1.311979,3723,275.776143,604
111.733333,0.20544,0.339785,-1.066447,5.527843,8.021294,1.347248,3627,276.337438,604
124,0.19552,0.326882,-1.435364,5.288313,8.119486,1.169152,5592,279.42621,604
119.333333,0.20608,0.32043,-1.462797,5.757876,7.795222,1.34248,3555,276.804057,604
114.2,0.21216,0.333333,-1.397585,5.63238,7.895379,1.575862,3533,279.585508,604
