@relation touch-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute user_id {1,8,22,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,100}
@attribute stroke_duration numeric
@attribute start_x numeric
@attribute start_y numeric
@attribute stop_x numeric
@attribute stop_y numeric
@attribute direct_end_to_end_distance numeric
@attribute mean_resultant_length numeric
@attribute up_down_left_right numeric
@attribute direction_of_end_to_end_line numeric
@attribute largest_deviation_from_end_to_end numeric
@attribute average_direction numeric
@attribute length_of_trajectory numeric
@attribute average_velocity numeric
@attribute mid_stroke_pressure numeric
@attribute mid_stroke_area_covered numeric

@data
8,0.054205,0.927344,0.492562,0.233991,0.62863,0.560319,0.967,0.666667,0.950179,0.045914,0.954717,0.083841,0.230783,0.456522,0.354839
8,0.068896,0.978906,0.507032,0.278141,0.665205,0.572283,0.962704,0.666667,0.944344,0.056769,0.947757,0.08583,0.192224,0.441472,0.225806
8,0.068896,0.986719,0.530763,0.407645,0.607485,0.447657,0.692808,0.666667,0.960141,0.032755,0.959996,0.066517,0.149844,0.451505,0.258065
8,0.035968,0.9875,0.511084,0.276669,0.720067,0.600199,0.537586,0.666667,0.931834,0.066701,0.925623,0.090162,0.345385,0.396321,0.258065
8,0.059271,0.958594,0.538288,0.264896,0.728068,0.579262,0.942324,0.666667,0.935273,0.054657,0.942133,0.087257,0.222472,0.391304,0.322581
8,0.079027,0.9875,0.49372,0.266368,0.723496,0.617149,0.946371,0.666667,0.927719,0.084511,0.926756,0.093414,0.185085,0.476589,0.290323
8,0.068896,0.990625,0.483301,0.311253,0.662348,0.562313,0.675428,0.666667,0.936856,0.053645,0.93563,0.084348,0.188972,0.406355,0.225806
8,0.037994,0.977344,0.48388,0.204559,0.720639,0.66002,0.595468,0.666667,0.930789,0.069405,0.923292,0.099338,0.363856,0.280936,0.225806
8,0.080041,0.978906,0.507032,0.236935,0.718924,0.625125,0.711288,0.666667,0.933938,0.061644,0.932708,0.093889,0.183914,0.421405,0.225806
8,0.037994,0.975781,0.476935,0.338037,0.624483,0.517448,0.667518,0.666667,0.942137,0.02527,0.942716,0.076892,0.283305,0.531773,0.258065
8,0.079027,0.982031,0.458413,0.215596,0.705209,0.659023,0.959471,0.666667,0.928005,0.059943,0.933133,0.099182,0.196311,0.521739,0.258065
8,0.070922,0.985938,0.494299,0.263025,0.692286,0.604187,0.686294,0.666667,0.935746,0.050424,0.936062,0.090504,0.19741,0.471572,0.225806
8,0.073961,0.947656,0.476935,0.149372,0.681778,0.667996,0.978174,0.666667,0.940303,0.045847,0.943898,0.099817,0.209473,0.421405,0.290323
8,0.068896,0.24375,0.641315,0.627919,0.427276,0.628116,0.732683,1,0.450866,0.015197,0.444051,0.093408,0.208852,0.576923,0.354839
8,0.074468,0.188281,0.67257,0.941116,0.432612,0.674975,0.561977,1,0.447719,0.030607,0.450623,0.100463,0.209541,0.446488,0.290323
8,0.10385,0.126563,0.735081,0.941116,0.392037,0.760718,0.99104,1,0.429775,0.034447,0.423599,0.113617,0.175407,0.712375,0.354839
8,0.101824,0.121875,0.762285,0.941116,0.435469,0.75673,0.992263,1,0.433403,0.025919,0.431018,0.112878,0.177449,0.657191,0.322581
8,0.098278,0.054688,0.688198,0.941116,0.328602,0.820538,0.99673,1,0.43132,0.027143,0.426362,0.122369,0.198486,0.662207,0.322581
8,0.089666,0.147656,0.678359,0.626866,0.442039,0.706879,0.772861,1,0.451056,0.005084,0.447114,0.105109,0.185634,0.682274,0.322581
8,0.106383,0.095313,0.772125,0.626085,0.467257,0.768694,0.797191,1,0.439666,0.008767,0.433168,0.114509,0.172906,0.561873,0.290323
8,0.094225,0.148438,0.78428,0.941116,0.4589,0.73679,0.993807,1,0.431921,0.028548,0.428241,0.109889,0.185448,0.657191,0.354839
8,0.080041,0.354688,0.689356,0.941116,0.448613,0.551346,0.760219,1,0.435384,0.004977,0.429216,0.081698,0.16045,0.62709,0.354839
8,0.08156,0.328125,0.709614,0.941116,0.446327,0.580259,0.996971,1,0.431784,0.009471,0.426263,0.086053,0.166023,0.692308,0.451613
8,0.076494,0.458594,0.761127,0.941116,0.534336,0.468594,0.736892,1,0.429301,0.01431,0.425033,0.069387,0.142386,0.59699,0.290323
8,0.060284,0.475,0.707299,0.941116,0.464043,0.465603,0.9844,1,0.421911,0.013466,0.409615,0.069001,0.174346,0.561873,0.290323
8,0.048126,0.498438,0.704984,0.941116,0.480616,0.439681,0.653263,1,0.425037,0.02392,0.41392,0.065184,0.199412,0.496656,0.258065
8,0.075481,0.338281,0.646524,0.629866,0.400965,0.571286,0.729895,1,0.436069,0.021625,0.431263,0.084913,0.175543,0.637124,0.354839
8,0.077508,0.339844,0.654049,0.941116,0.399466,0.568295,0.995796,1,0.432838,0.003991,0.42069,0.084186,0.170031,0.466555,0.258065
8,0.080547,0.424219,0.681252,0.941116,0.470901,0.487537,0.996022,1,0.437813,0.008131,0.430229,0.072112,0.141201,0.526756,0.290323
8,0.073961,0.416406,0.766337,0.941116,0.541765,0.498504,0.999525,1,0.43452,0.008076,0.429739,0.073777,0.155753,0.506689,0.322581
8,0.095238,0.496875,0.801644,0.941116,0.589769,0.434696,0.757036,1,0.429889,0.00876,0.42417,0.064163,0.108285,0.486622,0.290323
8,0.075988,0.452344,0.766337,0.941116,0.593198,0.452642,0.997904,1,0.447812,0.002778,0.445519,0.0668,0.138015,0.481605,0.322581
8,0.067376,0.417969,0.7646,0.941116,0.549766,0.493519,0.701106,1,0.43735,0.023571,0.432178,0.073298,0.167963,0.496656,0.354839
8,0.053191,0.335938,0.781964,0.941116,0.538336,0.565304,0.670389,1,0.436557,0.022889,0.432366,0.083973,0.234832,0.591973,0.387097
8,0.085106,0.378125,0.810326,0.628672,0.558319,0.542373,0.993421,1,0.431083,0.004245,0.423114,0.080427,0.149559,0.551839,0.387097
8,0.096251,0.261719,0.758812,0.941116,0.493189,0.629113,0.779933,1,0.43686,0.015436,0.434982,0.093467,0.15509,0.586957,0.322581
8,0.089159,0.225,0.766916,0.941116,0.450899,0.677966,0.99521,1,0.428095,0.026543,0.422901,0.100906,0.179234,0.617057,0.354839
8,0.079027,0.978125,0.578225,0.212395,0.71654,0.618146,0.723973,0.666667,0.953929,0.03717,0.951872,0.09225,0.18282,0.56689,0.258065
8,0.084093,0.983594,0.488511,0.263424,0.594341,0.571286,0.539066,0.666667,0.960244,0.065963,0.943238,0.085984,0.161414,0.56689,0.290323
8,0.078521,0.991406,0.446258,0.142432,0.726311,0.73679,0.737728,0.666667,0.927762,0.04354,0.925294,0.110484,0.219559,0.491639,0.225806
8,0.08308,0.960938,0.494878,0.148636,0.741212,0.695912,0.731052,0.666667,0.931946,0.057769,0.931988,0.104373,0.19742,0.556856,0.322581
8,0.090172,0.996875,0.44047,0.122146,0.772644,0.781655,0.965136,0.666667,0.919695,0.080747,0.904774,0.1178,0.206665,0.386288,0.225806
8,0.077001,0.9375,0.421948,0.152315,0.735497,0.708873,0.741462,0.666667,0.915746,0.063207,0.918525,0.106266,0.214995,0.506689,0.290323
8,0.060284,0.921094,0.429473,0.176597,0.75207,0.684945,0.973795,0.666667,0.909926,0.05596,0.907787,0.1027,0.257273,0.536789,0.290323
8,0.100811,0.99375,0.420791,0.100808,0.859509,0.854437,0.954089,0.666667,0.902901,0.074386,0.892047,0.128815,0.204034,0.32107,0.193548
8,0.093212,0.982813,0.425421,0.182565,0.784618,0.742772,0.587667,0.666667,0.908032,0.100333,0.89237,0.112792,0.192153,0.285953,0.258065
8,0.081054,0.978125,0.410951,0.220011,0.770929,0.713858,0.5351,0.666667,0.903647,0.081945,0.892125,0.107697,0.208145,0.30602,0.225806
8,0.064336,0.985156,0.400533,0.18322,0.754356,0.740778,0.96931,0.666667,0.909256,0.069032,0.910324,0.111439,0.263623,0.677258,0.419355
8,0.028875,0.911719,0.43063,0.249444,0.754928,0.628116,0.958895,0.666667,0.90027,0.060579,0.891857,0.094491,0.426787,0.361204,0.322581
8,0.045593,0.892188,0.442206,0.362024,0.637202,0.460618,0.975473,0.666667,0.915763,0.042438,0.92103,0.068676,0.219306,0.391304,0.322581
8,0.0846,0.982813,0.393008,0.235463,0.703494,0.676969,0.7483,0.666667,0.912455,0.051917,0.914258,0.101382,0.188764,0.451505,0.258065
8,0.078014,0.9625,0.369856,0.141278,0.784073,0.790628,0.973606,0.666667,0.900487,0.068174,0.879907,0.118925,0.237439,0.295987,0.322581
8,0.08308,0.996094,0.376802,0.200879,0.719496,0.728814,0.722586,0.666667,0.910726,0.05333,0.907822,0.109188,0.206387,0.58194,0.290323
8,0.06535,0.901563,0.421948,0.122514,0.820648,0.754736,0.666391,0.666667,0.899152,0.073962,0.903319,0.114037,0.266053,0.406355,0.354839
8,0.069909,0.971875,0.380274,0,0.841222,0.92323,0.985694,0.666667,0.906333,0.044872,0.910854,0.138885,0.304742,0.516722,0.290323
8,0.058257,0.871875,0.43584,0.18837,0.752642,0.64008,0.949494,0.666667,0.904701,0.063607,0.911463,0.09618,0.248371,0.501672,0.258065
8,0.078521,0.989063,0.394166,0.299713,0.725557,0.648056,0.934584,0.666667,0.90161,0.033756,0.890368,0.09688,0.192931,0.526756,0.258065
8,0.081054,0.982813,0.380274,0.015463,0.937092,1,0.535175,0.666667,0.89493,0.118299,0.892504,0.151781,0.292054,0.396321,0.322581
8,0.072442,0.985156,0.371013,0.245765,0.698923,0.680957,0.974283,0.666667,0.908059,0.055171,0.908589,0.102111,0.218152,0.476589,0.225806
8,0.066363,0.99375,0.359437,0.191314,0.749213,0.761715,0.968647,0.666667,0.902733,0.071937,0.902234,0.114545,0.263683,0.476589,0.225806
8,0.094732,0.155469,0.802223,0.941116,0.367463,0.78664,0.742983,1,0.41037,0.029063,0.384646,0.117912,0.197837,0.476589,0.290323
8,0.090172,0.985156,0.402848,0.220747,0.686921,0.675972,0.967847,0.666667,0.919715,0.046186,0.913382,0.101412,0.178293,0.571906,0.225806
8,0.074975,0.81543,0.365818,0.16372,0.381967,0.3001,0.342261,0.666667,0.983966,0.012003,0.665423,0.044161,0.093518,0.516618,0.066667
8,0.058257,0.791992,0.364608,0.18129,0.418586,0.284148,0.334056,0.666667,0.968473,0.01806,0.978338,0.04172,0.110412,0.908549,0.166667
8,0.060284,0.228516,0.414222,0.874249,0.293552,0.333001,0.347584,1,0.469569,0.00209,0.465205,0.048786,0.124602,0.738712,0.133333
8,0.070415,0.262695,0.383969,0.912879,0.233215,0.33998,0.34061,1,0.460264,0.010068,0.450713,0.05007,0.111591,0.921614,0.133333
8,0.072442,0.801758,0.385179,0.189474,0.4202,0.282154,0.549813,0.666667,0.975574,0.022722,0.584267,0.041677,0.091199,0.555811,0.066667
8,0.057244,0.907227,0.345246,0.218957,0.373274,0.317049,0.469948,0.666667,0.980775,0.022096,0.728127,0.046694,0.124874,0.804034,0.133333
8,0.073455,0.851563,0.429953,0.219827,0.435732,0.288136,0.346386,0.666667,0.986941,0.010769,0.654913,0.042236,0.09124,0.843227,0.133333
8,0.064843,0.783203,0.39486,0.20557,0.440511,0.267198,0.335679,0.666667,0.969752,0.018926,0.641544,0.039209,0.094834,0.882421,0.166667
8,0.063323,0.87207,0.399701,0.225345,0.418408,0.296112,0.458965,0.666667,0.982655,0.034193,0.489137,0.044582,0.109495,0.451296,0.066667
8,0.065856,0.856445,0.351296,0.275013,0.368226,0.26321,0.343219,0.666667,0.981549,0.022947,0.323664,0.038741,0.09249,0.856292,0.133333
8,0.0846,0.859375,0.350086,0.245581,0.416616,0.285145,0.543692,0.666667,0.963819,0.025321,0.77945,0.042216,0.080339,0.843227,0.2
8,0.078521,0.717773,0.346456,0.191314,0.41781,0.247258,0.317762,0.666667,0.956151,0.031414,0.638767,0.03667,0.075071,0.817099,0.166667
8,0.10537,0.863281,0.360977,0.20557,0.404668,0.304088,0.3933,0.666667,0.974275,0.01974,0.623833,0.04589,0.071197,0.830163,0.133333
8,0.084093,0.75,0.353717,0.167995,0.40348,0.270189,0.597955,0.666667,0.968685,0.022767,0.799662,0.039858,0.076434,0.895485,0.166667
8,0.029889,0.736328,0.354927,0.182576,0.423187,0.260219,0.338662,0.666667,0.959498,0.019254,0.961044,0.038093,0.173202,0.529682,0.133333
8,0.072948,0.785156,0.619899,0.556281,0.525763,0.160518,0.666414,0.666667,0.064223,0.030058,0.140306,0.023902,0.053524,0.662207,0.290323
8,0.090172,0.922656,0.545233,0.601167,0.517763,0.218345,0.69686,0.666667,0.99788,0.023695,0.630487,0.032176,0.05843,0.652174,0.322581
8,0.106383,0.909375,0.562019,0.612067,0.522384,0.198405,0.743464,0.666667,0.007184,0.075035,0.538295,0.033281,0.051761,0.541806,0.193548
8,0.091185,0.950781,0.555652,0.612204,0.492618,0.234297,0.714272,0.666667,0.022493,0.04644,0.516772,0.035599,0.063698,0.591973,0.258065
8,0.063323,0.914063,0.56607,0.615883,0.49376,0.20339,0.611428,0.666667,0.033138,0.038173,0.184343,0.030662,0.076647,0.61204,0.290323
8,0.067376,0.90625,0.549864,0.610977,0.487807,0.199402,0.669221,0.666667,0.025517,0.035827,0.284977,0.029924,0.070933,0.59699,0.258065
8,0.070415,0.966406,0.516872,0.624713,0.43204,0.240279,0.689655,0.666667,0.037279,0.032081,0.254018,0.035832,0.080933,0.551839,0.225806
8,0.080547,0.947656,0.523818,0.603864,0.437244,0.24327,0.691999,0.666667,0.037957,0.042659,0.252827,0.037045,0.074084,0.59699,0.258065
8,0.085106,0.991406,0.475198,0.616699,0.416086,0.262213,0.65995,0.666667,0.01831,0.043825,0.375668,0.040232,0.076291,0.501672,0.225806
8,0.064843,0.992188,0.469989,0.755378,0.414247,0.145563,0.616817,0.666667,0.028728,0.008993,0.182837,0.020801,0.052272,0.556856,0.225806
8,0.06535,0.990625,0.465359,0.773349,0.401752,0.131605,0.681706,0.666667,0.041495,0.018413,0.26721,0.019302,0.04847,0.56689,0.225806
8,0.057751,0.988281,0.450888,0.785858,0.39318,0.117647,0.635715,0.666667,0.03821,0.022534,0.436725,0.017378,0.049124,0.607023,0.225806
8,0.052685,0.94375,0.429473,0.745388,0.365748,0.118644,0.600635,0.666667,0.046679,0.010717,0.363157,0.016849,0.051722,0.617057,0.322581
22,0.190476,0.872656,0.639984,0.29948,0.6136,0.433699,0.844426,0.666667,0.998043,0.0461,0.45598,0.065185,0.057136,0.792642,0.290323
22,0.138804,0.921875,0.667766,0.368647,0.632459,0.414756,0.810652,0.666667,0.001159,0.060429,0.309178,0.062792,0.074649,0.85786,0.354839
22,0.104357,0.926563,0.677027,0.328177,0.627316,0.452642,0.764397,0.666667,0.006258,0.070408,0.43559,0.069147,0.107135,0.812709,0.322581
22,0.049645,0.459375,0.638826,0.735086,0.581597,0.249252,0.608143,1,0.483059,0.024186,0.480992,0.036688,0.111846,0.541806,0.290323
22,0.034954,0.867188,0.534641,0.453384,0.526339,0.3001,0.563627,0.666667,0.988049,0.018817,0.588095,0.044127,0.176878,0.501672,0.354839
22,0.089159,0.892969,0.552006,0.366439,0.554738,0.394816,0.730205,0.666667,0.986154,0.034608,0.545113,0.058812,0.105621,0.727425,0.290323
22,0.109422,0.867969,0.552584,0.311253,0.558738,0.421735,0.781415,0.666667,0.985679,0.05251,0.57614,0.063596,0.094479,0.752508,0.290323
22,0.131206,0.874219,0.625514,0.238406,0.701037,0.499501,0.781656,0.666667,0.964301,0.05594,0.673747,0.075213,0.094017,0.832776,0.258065
22,0.10689,0.961719,0.557215,0.323026,0.620458,0.494516,0.763611,0.666667,0.968455,0.04894,0.808033,0.074211,0.112311,0.822742,0.258065
22,0.091185,0.842969,0.534641,0.278141,0.580454,0.435693,0.755068,0.666667,0.971037,0.053763,0.616954,0.06566,0.115223,0.837793,0.322581
22,0.076494,0.735156,0.905076,0.202351,0.892484,0.40678,0.73168,0.666667,0.99097,0.037435,0.55067,0.060722,0.125029,0.692308,0.322581
22,0.071935,0.853125,1,0.440022,0.9142,0.304088,0.682581,0.666667,0.02672,0.036619,0.398502,0.045357,0.099547,0.762542,0.322581
22,0.071935,0.796875,0.204723,0.329648,0.154129,0.348953,0.696804,0.666667,0.011379,0.027631,0.388497,0.0517,0.112952,0.62709,0.322581
22,0.090172,0.760938,0.827516,0.298708,0.813466,0.345962,0.728743,0.666667,0.990573,0.039978,0.44773,0.051718,0.09226,0.632107,0.290323
22,0.150456,0.970313,0.604098,0.405109,0.632921,0.42672,0.839532,0.666667,0.976768,0.014628,0.985841,0.063127,0.069498,0.767559,0.322581
22,0.109422,0.917188,0.692655,0.32229,0.665605,0.450648,0.812171,0.666667,0.998112,0.040065,0.380912,0.067071,0.099529,0.657191,0.258065
22,0.137791,0.932031,0.896394,0.273726,0.885626,0.50349,0.823764,0.666667,0.99211,0.061324,0.398334,0.076052,0.090761,0.677258,0.290323
22,0.141337,0.9625,0.904497,0.168503,0.88334,0.617149,0.803546,0.666667,0.996307,0.117063,0.428881,0.096459,0.112041,0.862876,0.322581
22,0.14843,0.882813,0.887133,0.177487,0.912946,0.549352,0.823802,0.666667,0.981705,0.073013,0.524676,0.083652,0.092923,0.832776,0.322581
22,0.073455,0.720313,0.920125,0.228841,0.916486,0.373878,0.717899,0.666667,0.98614,0.05272,0.660183,0.056617,0.121086,0.59699,0.258065
22,0.054205,0.789063,0.717717,0.343629,0.728068,0.333001,0.623552,0.666667,0.978805,0.012743,0.978243,0.048927,0.136812,0.551839,0.322581
22,0.036981,0.757031,0.587486,0.488586,0.56691,0.181456,0.999987,0.666667,0.9909,0.005783,0.739803,0.026169,0.103466,0.491639,0.322581
22,0.039007,0.817969,0.538867,0.43855,0.563481,0.278166,0.475603,0.666667,0.967597,0.010488,0.969835,0.040721,0.150335,0.361204,0.322581
22,0.034448,0.720313,0.698038,0.28182,0.7675,0.343968,0.981756,0.666667,0.950665,0.020766,0.952818,0.050802,0.20472,0.346154,0.290323
22,0.039514,0.372656,0.648261,0.741709,0.561195,0.328016,0.617348,1,0.471989,0.014215,0.466315,0.04818,0.174756,0.376254,0.225806
22,0.061803,0.294531,0.711929,0.693144,0.631488,0.346959,0.65527,1,0.477105,0.021259,0.470853,0.051307,0.128026,0.506689,0.322581
22,0.028875,0.819531,0.664467,0.374533,0.672634,0.331007,0.995801,0.666667,0.980094,0.011434,0.981387,0.048573,0.22397,0.250836,0.258065
22,0.047619,0.860938,0.643051,0.448851,0.645203,0.3001,0.999039,0.666667,0.981572,0.002027,0.841506,0.043935,0.137503,0.491639,0.322581
22,0.037487,0.814844,0.724663,0.38925,0.74807,0.317049,0.558382,0.666667,0.970897,0.010287,0.97275,0.046606,0.176475,0.411371,0.322581
22,0.048126,0.826563,0.683568,0.36276,0.680064,0.344965,0.665533,0.666667,0.986373,0.024976,0.697663,0.050983,0.157237,0.471572,0.290323
22,0.04002,0.835938,0.636106,0.38747,0.658085,0.334995,0.615561,0.666667,0.973672,0.015616,0.979848,0.049294,0.17683,0.416388,0.290323
22,0.035968,0.80625,0.670834,0.380699,0.696953,0.318046,0.551306,0.666667,0.969902,0.018114,0.772676,0.046814,0.183058,0.416388,0.322581
22,0.051672,0.833594,0.766916,0.385571,0.743498,0.33001,0.997826,0.666667,0.995169,0.008753,0.663697,0.048465,0.141144,0.396321,0.258065
22,0.049645,0.821094,0.740291,0.249227,0.813152,0.449651,0.655303,0.666667,0.960749,0.034623,0.82717,0.066857,0.199188,0.461538,0.258065
22,0.063323,0.31875,0.772125,0.835158,0.688064,0.447657,0.71354,1,0.481088,0.020829,0.470199,0.066366,0.160897,0.58194,0.322581
22,0.033435,0.778906,0.743763,0.380143,0.742946,0.293121,0.471921,0.666667,0.98207,0.013669,0.981698,0.042938,0.178322,0.220736,0.290323
22,0.04002,0.811719,0.700353,0.29948,0.7635,0.397807,0.604403,0.666667,0.96007,0.035231,0.804199,0.05926,0.211164,0.33612,0.258065
22,0.059271,0.860938,0.692829,0.350987,0.712638,0.384845,0.987953,0.666667,0.977672,0.023042,0.852597,0.056911,0.146713,0.466555,0.225806
22,0.038501,0.804688,0.690513,0.382627,0.764643,0.329013,0.983957,0.666667,0.945888,0.020381,0.947171,0.048453,0.17936,0.396321,0.290323
22,0.04306,0.847656,0.713666,0.297272,0.773215,0.42672,0.97672,0.666667,0.964126,0.033633,0.828567,0.063567,0.213119,0.406355,0.322581
22,0.029382,0.766406,0.728136,0.404702,0.761786,0.269192,0.987906,0.666667,0.959361,0.012007,0.963463,0.039351,0.1809,0.235786,0.193548
22,0.034448,0.753906,0.680095,0.347308,0.706923,0.305085,0.618529,0.666667,0.96818,0.014471,0.970256,0.044764,0.181347,0.30602,0.258065
22,0.028369,0.705469,0.675464,0.291386,0.741784,0.324028,0.989979,0.666667,0.949407,0.014051,0.94961,0.047675,0.222886,0.26087,0.258065
22,0.025329,0.771094,0.668519,0.431928,0.687493,0.246261,0.554456,0.666667,0.966173,0.016417,0.965747,0.036026,0.185328,0.280936,0.225806
22,0.033941,0.882031,0.630318,0.407645,0.691493,0.362911,0.987087,0.666667,0.957546,0.024047,0.956294,0.053616,0.218084,0.29097,0.290323
22,0.051672,0.933594,0.669098,0.298744,0.737783,0.494516,0.654522,0.666667,0.966089,0.039293,0.685138,0.073898,0.21238,0.406355,0.290323
22,0.044073,0.884375,0.674307,0.359081,0.728068,0.402792,0.610598,0.666667,0.964639,0.027033,0.968777,0.05972,0.196873,0.441472,0.322581
22,0.039514,0.847656,0.72582,0.423098,0.780073,0.322034,0.622118,0.666667,0.955214,0.014354,0.955657,0.047367,0.171926,0.32107,0.290323
22,0.057244,0.871875,0.709035,0.222954,0.761214,0.505484,0.976717,0.666667,0.972186,0.0563,0.599659,0.07613,0.200553,0.481605,0.354839
22,0.077001,0.91875,0.62916,0.197936,0.691493,0.565304,0.960719,0.666667,0.972369,0.069392,0.674005,0.085359,0.173361,0.546823,0.258065
22,0.04306,0.742188,0.530763,0.210445,0.504047,0.405783,0.994696,0.666667,0.998605,0.035846,0.501523,0.060311,0.202538,0.255853,0.258065
22,0.022796,0.767969,0.556231,0.29065,0.53205,0.357926,0.999914,0.666667,0.997113,0.041479,0.784458,0.053399,0.290176,0.230769,0.225806
22,0.052685,0.824219,0.578225,0.316913,0.561205,0.380857,0.61547,0.666667,0.994064,0.053369,0.654301,0.057628,0.164114,0.285953,0.193548
22,0.051165,0.813281,0.516872,0.368647,0.530907,0.331007,0.978114,0.666667,0.978128,0.044338,0.797753,0.049757,0.145963,0.301003,0.225806
22,0.056231,0.849219,0.474041,0.300951,0.48976,0.41675,0.992662,0.666667,0.98209,0.038602,0.701315,0.062465,0.167951,0.301003,0.290323
22,0.038501,0.775781,0.516293,0.389986,0.53205,0.284148,0.988517,0.666667,0.973574,0.021854,0.774894,0.041803,0.155744,0.230769,0.225806
22,0.052178,0.789844,0.481565,0.289178,0.558338,0.392822,0.619544,0.666667,0.954797,0.011916,0.957269,0.05794,0.166318,0.205686,0.225806
22,0.052685,0.678906,0.153962,0.239878,0.262882,0.358923,0.978396,0.666667,0.936748,0.025913,0.937559,0.053056,0.151513,0.32107,0.258065
22,0.047112,0.882813,0.591538,0.323761,0.65598,0.432702,0.54104,0.666667,0.963334,0.053679,0.570993,0.065206,0.203005,0.27592,0.258065
22,0.050152,0.844531,0.621636,0.242085,0.618915,0.460618,0.97973,0.666667,0.989751,0.072766,0.616812,0.070444,0.207813,0.311037,0.290323
22,0.061803,0.864844,0.60022,0.209709,0.625201,0.507478,0.696987,0.666667,0.981678,0.073281,0.609648,0.0773,0.190648,0.301003,0.16129
22,0.061803,0.836719,0.648261,0.181748,0.641774,0.505484,0.98015,0.666667,0.991765,0.068332,0.617699,0.076896,0.189677,0.30602,0.258065
22,0.048632,0.826563,0.636106,0.402495,0.610914,0.31007,0.655508,0.666667,0.996678,0.055283,0.575967,0.047408,0.145351,0.280936,0.258065
22,0.06079,0.835156,0.613532,0.236199,0.667491,0.4666,0.960851,0.666667,0.969625,0.086335,0.595912,0.072451,0.181529,0.285953,0.258065
22,0.037487,0.744531,0.577068,0.304631,0.58208,0.33001,0.608579,0.666667,0.982163,0.04612,0.657298,0.049629,0.187435,0.27592,0.290323
22,0.052685,0.904688,0.584592,0.342893,0.622915,0.428714,0.984713,0.666667,0.973263,0.0528,0.688233,0.064664,0.183506,0.280936,0.258065
22,0.046606,0.875,0.544076,0.375269,0.584055,0.378863,0.990058,0.666667,0.969262,0.0325,0.554079,0.056378,0.1779,0.230769,0.225806
22,0.053191,0.850781,0.658679,0.244293,0.641774,0.463609,0.983983,0.666667,0.9947,0.064433,0.617492,0.070373,0.197648,0.280936,0.290323
22,0.047619,0.792969,0.623372,0.305294,0.63582,0.367896,0.604139,0.666667,0.980401,0.046602,0.644693,0.055409,0.171878,0.255853,0.258065
22,0.053191,0.839844,0.578804,0.281778,0.627789,0.430708,0.652082,0.666667,0.969266,0.063587,0.685991,0.065612,0.18463,0.285953,0.290323
22,0.052685,0.85625,0.584592,0.349515,0.567482,0.378863,0.98787,0.666667,0.994037,0.056304,0.561002,0.057333,0.1633,0.311037,0.258065
22,0.065856,0.9875,0.541761,0.450323,0.513762,0.397807,0.730921,0.666667,0.999053,0.061727,0.547389,0.060286,0.141645,0.316054,0.193548
