@relation touch-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute user_id {1,8,22,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,75,76,77,78,79,80,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,100}
@attribute stroke_duration numeric
@attribute start_x numeric
@attribute start_y numeric
@attribute stop_x numeric
@attribute stop_y numeric
@attribute direct_end_to_end_distance numeric
@attribute mean_resultant_length numeric
@attribute up_down_left_right numeric
@attribute direction_of_end_to_end_line numeric
@attribute largest_deviation_from_end_to_end numeric
@attribute average_direction numeric
@attribute length_of_trajectory numeric
@attribute average_velocity numeric
@attribute mid_stroke_pressure numeric
@attribute mid_stroke_area_covered numeric

@data
1,0.109367,0.93,0.191775,0.384057,0.416622,0.547665,0.760699,0.666667,0.953952,0.06554,0.879733,0.085314,0.125548,0.051282,0.196078
1,0.051139,0.941667,0.619012,0.028125,0.689252,0.451362,0.47501,0.666667,0.978296,0.019587,0.983367,0.06911,0.198837,0.025641,0.145098
1,0.044557,0.95,0.63052,0.049462,0.718781,0.419261,0.560775,0.666667,0.971646,0.01303,0.973548,0.064077,0.206732,0.038462,0.203922
1,0.044557,0.947917,0.616135,0.111766,0.690825,0.386187,0.473454,0.666667,0.973354,0.015034,0.974719,0.058939,0.190491,0.012821,0.2
1,0.044051,0.952083,0.629081,0.009698,0.841019,0.47179,0.478055,0.666667,0.944632,0.090719,0.944838,0.074898,0.243174,0.012821,0.164706
1,0.029873,0.854167,0.619012,0.127049,0.733203,0.465953,0.342929,0.666667,0.968287,0.02332,0.967789,0.071298,0.313044,0.025641,0.192157
1,0.11443,0.83125,0.393587,0,0.890118,0.83463,0.706017,0.666667,0.88961,0.151417,0.89837,0.132834,0.186722,0.560205,0.290323
1,0.056709,0.953125,0.401111,0.47207,0.592251,0.400778,0.706529,0.666667,0.912648,0.014109,0.91404,0.061195,0.161825,0.40759,0.258065
1,0.050633,0.946094,0.375065,0.456067,0.601646,0.427043,0.70216,0.666667,0.902705,0.023846,0.903263,0.065442,0.190041,0.338667,0.225806
1,0.067848,0.992188,0.333391,0.536079,0.527594,0.381323,0.7235,0.666667,0.907695,0.006252,0.903607,0.058239,0.13218,0.378051,0.16129
1,0.078481,0.999219,0.315448,0.373873,0.559646,0.529183,0.729233,0.666667,0.917633,0.019035,0.913907,0.080984,0.160846,0.40759,0.129032
1,0.052152,0.983594,0.315448,0.412425,0.54583,0.483463,0.66979,0.666667,0.914658,0.016614,0.917854,0.073901,0.208929,0.314051,0.16129
1,0.076962,0.986719,0.293454,0.375328,0.580093,0.542802,0.757198,0.666667,0.904913,0.022424,0.904,0.083241,0.168142,0.412513,0.193548
1,0.049114,0.932813,0.289981,0.413152,0.545278,0.463035,0.668719,0.666667,0.900307,0.019165,0.902855,0.070918,0.210882,0.392821,0.258065
1,0.087595,0.997656,0.255253,0.335322,0.595567,0.608949,0.774877,0.666667,0.899164,0.026649,0.900285,0.093496,0.168073,0.446974,0.16129
1,0.058734,0.983594,0.21763,0.434973,0.47012,0.477626,0.668156,0.666667,0.906145,0.01873,0.906919,0.073028,0.186839,0.348513,0.225806
8,0.193924,0.575781,0.111362,0.484435,0.441052,0.342412,0.979076,0.333333,0.769703,0.018218,0.775497,0.052408,0.045278,0.387897,0.290323
8,0.084557,0.492188,0.68322,0.468433,0.375842,0.299611,0.756873,0,0.254273,0.016449,0.251401,0.045763,0.085982,0.205744,0.225806
8,0.08557,0.529688,0.695954,0.549899,0.244317,0.455253,0.993611,0,0.266225,0.030503,0.261217,0.069968,0.128961,0.190974,0.290323
8,0.06481,0.5,0.726631,0.489527,0.348763,0.373541,0.987016,0,0.258263,0.011812,0.24633,0.05702,0.134713,0.323897,0.387097
8,0.069367,0.609375,0.111941,0.514985,0.358711,0.254864,0.591821,0.333333,0.77674,0.017997,0.786532,0.038949,0.087591,0.195897,0.193548
8,0.063797,0.603906,0.096892,0.540444,0.276922,0.179961,0.972419,0.333333,0.765533,0.011813,0.769715,0.027347,0.067008,0.230359,0.258065
8,0.170127,0.428906,0.122938,0.330231,0.481947,0.375486,0.978749,0.333333,0.774092,0.009725,0.779994,0.057521,0.056272,0.190974,0.225806
8,0.131646,0.414844,0.159981,0.337504,0.480841,0.33463,0.967933,0.333333,0.768986,0.007182,0.775546,0.051158,0.063892,0.240205,0.258065
8,0.143797,0.396875,0.820976,0.462614,0.32279,0.502918,0.983719,0,0.274286,0.0309,0.274085,0.077248,0.088278,0.181128,0.096774
8,0.172152,0.435938,0.082422,0.341869,0.576999,0.516537,0.995706,0.333333,0.766252,0.030874,0.767223,0.079479,0.076598,0.299282,0.290323
8,0.186835,0.521094,0.8094,0.520804,0.533894,0.261673,0.992848,0,0.267608,0.010783,0.262207,0.039832,0.03582,0.230359,0.258065
8,0.307342,0.516406,0.278058,0.464796,0.577551,0.316148,0.989021,0.333333,0.756559,0.017242,0.756426,0.048466,0.026698,0.269744,0.290323
8,0.784304,0.517188,0.820397,0.595771,0.205526,0.628405,0.93721,0,0.27389,0.054284,0.275867,0.097435,0.020976,0.259897,0.290323
8,0.473924,0.601563,0.345199,0.574267,0.121081,0.227626,0.918578,0,0.257923,0.002988,0.255387,0.034778,0.012334,0.15159,0.193548
8,0.090127,0.440625,0.793193,0.426972,0.166949,0.634241,0.793837,0,0.253319,0.052717,0.25425,0.098037,0.171694,0.289436,0.258065
8,0.108354,0.453906,0.119465,0.314228,0.462052,0.364786,0.798225,0.333333,0.789168,0.036372,0.797046,0.056247,0.084007,0.338667,0.387097
8,0.102278,0.257813,0.843549,0.36369,0.326658,0.525292,0.753921,0,0.280977,0.017118,0.336091,0.082016,0.128382,0.466667,0.419355
8,0.679494,0.435156,0.113677,0.475984,0.148804,0.061284,0.919268,1,0.57864,0.364586,0.639096,0.082157,0.020414,0.437128,0.483871
8,0.091139,0.947656,0.427157,0.265494,0.481173,0.513619,0.724787,0.666667,0.979365,0.013554,0.972066,0.078681,0.136799,0.437128,0.290323
8,0.11443,0.967969,0.507032,0.335322,0.570146,0.473735,0.757737,0.666667,0.973077,0.033965,0.793513,0.074801,0.105771,0.486359,0.290323
8,0.088608,0.992969,0.545812,0.314956,0.686198,0.529183,0.721333,0.666667,0.950122,0.03927,0.949385,0.081491,0.145248,0.442051,0.193548
8,0.068354,0.99375,0.567228,0.229852,0.669066,0.588521,0.694458,0.666667,0.966282,0.039047,0.966671,0.090508,0.202598,0.53559,0.258065
8,0.073924,0.801563,0.516872,0,0.56462,0.620623,0.742348,0.666667,0.98351,0.078618,0.594246,0.097114,0.202833,0.584821,0.322581
8,0.081013,0.939063,0.582856,0.188592,0.684089,0.580739,0.970064,0.666667,0.965793,0.066001,0.676625,0.090521,0.174535,0.604513,0.354839
8,0.063797,0.928906,0.528448,0,0.682329,0.738327,0.718893,0.666667,0.961435,0.051669,0.867138,0.114954,0.272344,0.486359,0.322581
8,0.07443,0.951563,0.45031,0.179286,0.640112,0.621595,0.685565,0.666667,0.944861,0.077218,0.95196,0.096911,0.201203,0.594667,0.387097
8,0.014177,0.941406,0.461886,0.146203,0.718803,0.667315,0.313564,0.666667,0.93039,0.077271,0.906998,0.103866,0.740568,0.476513,0.451613
8,0.058228,0.875781,0.49372,0.21385,0.676251,0.537938,0.677074,0.666667,0.937688,0.061088,0.939901,0.083431,0.214573,0.525744,0.322581
8,0.054177,0.927344,0.492562,0.231307,0.640882,0.548638,0.967,0.666667,0.950179,0.046031,0.954897,0.084696,0.231435,0.466667,0.354839
8,0.068861,0.978906,0.507032,0.27495,0.676251,0.560311,0.962704,0.666667,0.944344,0.056885,0.947965,0.086684,0.192909,0.451897,0.225806
8,0.068861,0.986719,0.530763,0.402969,0.620435,0.438716,0.692808,0.666667,0.960141,0.032874,0.960155,0.067388,0.150564,0.461744,0.258065
8,0.035949,0.9875,0.511084,0.273495,0.729303,0.587549,0.537586,0.666667,0.931834,0.066815,0.925919,0.091011,0.34594,0.40759,0.258065
8,0.059241,0.958594,0.538288,0.261857,0.73704,0.567121,0.942324,0.666667,0.935273,0.054773,0.942363,0.088109,0.223132,0.402667,0.322581
8,0.078987,0.9875,0.49372,0.263312,0.732619,0.604086,0.946371,0.666667,0.927719,0.084623,0.927048,0.09426,0.185776,0.486359,0.290323
8,0.068861,0.990625,0.483301,0.307682,0.673487,0.550584,0.675428,0.666667,0.936856,0.053761,0.935887,0.085203,0.18966,0.417436,0.225806
8,0.037975,0.977344,0.48388,0.202212,0.729855,0.645914,0.595468,0.666667,0.930789,0.069519,0.923598,0.100178,0.364396,0.294359,0.225806
8,0.08,0.978906,0.507032,0.234216,0.728198,0.611868,0.711288,0.666667,0.933938,0.06176,0.932976,0.094735,0.184606,0.432205,0.225806
8,0.037975,0.975781,0.476935,0.334159,0.636872,0.506809,0.667518,0.666667,0.942137,0.02539,0.942944,0.077754,0.283913,0.540513,0.258065
8,0.078987,0.982031,0.458413,0.213122,0.714934,0.644942,0.959471,0.666667,0.928005,0.060058,0.933399,0.100023,0.196993,0.530667,0.258065
8,0.070886,0.985938,0.494299,0.260007,0.702438,0.59144,0.686294,0.666667,0.935746,0.05054,0.936316,0.091353,0.198091,0.481436,0.225806
8,0.073924,0.947656,0.476935,0.147658,0.692277,0.653696,0.978174,0.666667,0.940303,0.045964,0.944121,0.100658,0.210144,0.432205,0.290323
8,0.068861,0.24375,0.641315,0.620715,0.446172,0.614786,0.732683,1,0.450866,0.015318,0.446267,0.094254,0.209523,0.584821,0.354839
8,0.07443,0.188281,0.67257,0.930319,0.451331,0.660506,0.561977,1,0.447719,0.030726,0.452813,0.101303,0.210211,0.456821,0.290323
8,0.103797,0.126563,0.735081,0.930319,0.412094,0.744163,0.99104,1,0.429775,0.034565,0.425897,0.114445,0.176106,0.717744,0.354839
8,0.101772,0.121875,0.762285,0.930319,0.454094,0.740272,0.992263,1,0.433403,0.026039,0.433286,0.113706,0.178146,0.66359,0.322581
8,0.098228,0.054688,0.688198,0.930319,0.350753,0.802529,0.99673,1,0.43132,0.027262,0.428648,0.123188,0.199166,0.668513,0.322581
8,0.08962,0.147656,0.678359,0.619674,0.460447,0.691634,0.772861,1,0.451056,0.005206,0.449317,0.105944,0.186324,0.688205,0.322581
8,0.106329,0.095313,0.772125,0.618902,0.484833,0.751946,0.797191,1,0.439666,0.008889,0.435427,0.115336,0.173607,0.570051,0.290323
8,0.094177,0.148438,0.78428,0.930319,0.476752,0.720817,0.993807,1,0.431921,0.028668,0.43052,0.11072,0.186139,0.66359,0.354839
8,0.08,0.354688,0.689356,0.930319,0.466805,0.539883,0.760219,1,0.435384,0.005099,0.431491,0.082556,0.161162,0.634051,0.354839
8,0.081519,0.328125,0.709614,0.930319,0.464594,0.568093,0.996971,1,0.431784,0.009593,0.42855,0.086907,0.16673,0.698051,0.451613
8,0.076456,0.458594,0.761127,0.930319,0.549699,0.459144,0.736892,1,0.429301,0.014431,0.427325,0.070256,0.143113,0.604513,0.290323
8,0.060253,0.475,0.707299,0.930319,0.481726,0.456226,0.9844,1,0.421911,0.013587,0.411968,0.06987,0.175046,0.570051,0.290323
8,0.048101,0.498438,0.704984,0.930319,0.497752,0.430934,0.653263,1,0.425037,0.02404,0.416256,0.066057,0.200091,0.506051,0.258065
8,0.075443,0.338281,0.646524,0.62264,0.420728,0.559339,0.729895,1,0.436069,0.021745,0.43353,0.085767,0.176242,0.643897,0.354839
8,0.077468,0.339844,0.654049,0.930319,0.419279,0.55642,0.995796,1,0.432838,0.004113,0.422999,0.085041,0.170735,0.476513,0.258065
8,0.080506,0.424219,0.681252,0.930319,0.488357,0.477626,0.996022,1,0.437813,0.008253,0.4325,0.072978,0.141929,0.53559,0.290323
8,0.073924,0.416406,0.766337,0.930319,0.556883,0.488327,0.999525,1,0.43452,0.008198,0.432012,0.074642,0.156469,0.515897,0.322581
8,0.09519,0.496875,0.801644,0.930319,0.603304,0.42607,0.757036,1,0.429889,0.008882,0.426465,0.065037,0.109041,0.496205,0.290323
8,0.075949,0.452344,0.766337,0.930319,0.606619,0.44358,0.997904,1,0.447812,0.0029,0.447729,0.067671,0.138746,0.491282,0.322581
8,0.067342,0.417969,0.7646,0.930319,0.56462,0.483463,0.701106,1,0.43735,0.023691,0.434441,0.074163,0.168669,0.506051,0.354839
8,0.053165,0.335938,0.781964,0.930319,0.553567,0.553502,0.670389,1,0.436557,0.023009,0.434628,0.084828,0.235481,0.59959,0.387097
8,0.085063,0.378125,0.810326,0.621459,0.57289,0.531128,0.993421,1,0.431083,0.004367,0.425414,0.081286,0.15028,0.560205,0.387097
8,0.096203,0.261719,0.758812,0.930319,0.50991,0.615759,0.779933,1,0.43686,0.015557,0.437234,0.094314,0.155806,0.594667,0.322581
8,0.089114,0.225,0.766916,0.930319,0.469015,0.663424,0.99521,1,0.428095,0.026662,0.425201,0.101745,0.17993,0.624205,0.354839
8,0.078987,0.978125,0.578225,0.209959,0.725891,0.605058,0.723973,0.666667,0.953929,0.037288,0.952064,0.093098,0.183513,0.574974,0.258065
8,0.084051,0.983594,0.488511,0.260402,0.607725,0.559339,0.539066,0.666667,0.960244,0.066078,0.943464,0.086838,0.162125,0.574974,0.290323
8,0.078481,0.991406,0.446258,0.140798,0.73534,0.720817,0.737728,0.666667,0.927762,0.043657,0.925592,0.111314,0.220221,0.501128,0.225806
8,0.083038,0.960938,0.494878,0.146931,0.74975,0.680934,0.731052,0.666667,0.931946,0.057884,0.932259,0.105209,0.1981,0.565128,0.322581
8,0.090127,0.996875,0.44047,0.120745,0.780145,0.764591,0.965136,0.666667,0.919695,0.08086,0.905154,0.118624,0.207337,0.397744,0.225806
8,0.076962,0.9375,0.421948,0.150568,0.744224,0.69358,0.741462,0.666667,0.915746,0.063322,0.91885,0.107101,0.21566,0.515897,0.290323
8,0.060253,0.921094,0.429473,0.174571,0.76025,0.670233,0.973795,0.666667,0.909926,0.056076,0.908155,0.103538,0.257903,0.545436,0.290323
8,0.100759,0.99375,0.420791,0.099651,0.864144,0.835603,0.954089,0.666667,0.902901,0.074499,0.892477,0.129629,0.204709,0.333744,0.193548
8,0.093165,0.982813,0.425421,0.18047,0.791724,0.726654,0.587667,0.666667,0.908032,0.100444,0.892799,0.113621,0.192838,0.299282,0.258065
8,0.081013,0.978125,0.410951,0.217487,0.778487,0.698444,0.5351,0.666667,0.903647,0.082058,0.892555,0.10853,0.208817,0.318974,0.225806
8,0.064304,0.985156,0.400533,0.181118,0.762461,0.724708,0.96931,0.666667,0.909256,0.069146,0.910682,0.112269,0.264247,0.683282,0.419355
8,0.028861,0.911719,0.43063,0.246582,0.763013,0.614786,0.958895,0.666667,0.90027,0.060694,0.892288,0.095337,0.427273,0.373128,0.322581
8,0.04557,0.892188,0.442206,0.357871,0.649172,0.451362,0.975473,0.666667,0.915763,0.042555,0.921345,0.069546,0.219968,0.402667,0.322581
8,0.084557,0.982813,0.393008,0.232762,0.713277,0.662451,0.7483,0.666667,0.912455,0.052033,0.914599,0.102221,0.189452,0.461744,0.258065
8,0.077975,0.9625,0.369856,0.139657,0.791197,0.773346,0.973606,0.666667,0.900487,0.068289,0.880385,0.119747,0.238086,0.309128,0.322581
8,0.083038,0.996094,0.376802,0.198575,0.72875,0.713035,0.722586,0.666667,0.910726,0.053446,0.908189,0.11002,0.20706,0.589744,0.290323
8,0.065316,0.901563,0.421948,0.121109,0.826565,0.738327,0.666391,0.666667,0.899152,0.074076,0.903705,0.114864,0.266675,0.417436,0.354839
8,0.069873,0.971875,0.380274,0,0.84646,0.902724,0.985694,0.666667,0.906333,0.044989,0.911209,0.139689,0.305332,0.525744,0.290323
8,0.058228,0.871875,0.43584,0.186209,0.760803,0.626459,0.949494,0.666667,0.904701,0.063722,0.911816,0.097024,0.249009,0.510974,0.258065
8,0.078481,0.989063,0.394166,0.296275,0.734612,0.634241,0.934584,0.666667,0.90161,0.033875,0.890804,0.097724,0.193615,0.53559,0.258065
8,0.081013,0.982813,0.380274,0.015286,0.939167,0.977626,0.535175,0.666667,0.89493,0.118407,0.892932,0.152573,0.292655,0.40759,0.322581
8,0.072405,0.985156,0.371013,0.242945,0.708856,0.666342,0.974283,0.666667,0.908059,0.055287,0.908953,0.102949,0.218815,0.486359,0.225806
8,0.066329,0.99375,0.359437,0.189119,0.757487,0.745136,0.968647,0.666667,0.902733,0.072051,0.902624,0.115371,0.264307,0.486359,0.225806
8,0.094684,0.155469,0.802223,0.930319,0.388331,0.769455,0.742983,1,0.41037,0.029183,0.387098,0.118735,0.198518,0.486359,0.290323
8,0.090127,0.985156,0.402848,0.218214,0.69725,0.661479,0.967847,0.666667,0.919715,0.046303,0.913727,0.102251,0.178989,0.579897,0.225806
8,0.490633,0.5,0.514884,0.422335,0.548725,0.033074,0.925042,0.333333,0.842096,0.118494,0.425444,0.066239,0.022847,0.705128,0.133333
8,0.450633,0.555664,0.658045,0.514621,0.379607,0.177043,0.908976,0,0.248659,0.013243,0.254326,0.026973,0.010043,0.730769,0.133333
8,0.520506,0.566406,0.659255,0.532143,0.479177,0.107004,0.821117,0,0.253209,0.00696,0.270456,0.016394,0.005148,0.692308,0.133333
8,0.743291,0.669922,0.521304,0.753748,0.224417,0.205253,0.892008,0,0.299807,0.018447,0.30853,0.031657,0.006938,0.666667,0.133333
8,0.908861,0.610352,0.71976,0.552907,0.499974,0.134241,0.912893,0,0.241092,0.003298,0.241717,0.020341,0.003407,0.51282,0.133333
8,0.612152,0.650391,0.688298,0.581449,0.569297,0.064202,0.832764,0,0.222465,0.00401,0.227749,0.009702,0.002406,0.448718,0.1
8,0.577215,0.583984,0.644734,0.590066,0.4087,0.148833,0.901286,0,0.273718,0.003811,0.268585,0.022635,0.006432,0.653846,0.133333
8,0.43443,0.588867,0.673777,0.548263,0.535582,0.076848,0.856058,0,0.249846,0.002588,0.256154,0.011459,0.004355,0.641026,0.1
8,0.591392,0.578125,0.697979,0.578267,0.441628,0.161479,0.926815,0,0.268933,0.017895,0.254484,0.024777,0.006883,0.628205,0.133333
8,0.498228,0.602539,0.402714,0.591906,0.637621,0.166342,0.852176,0.333333,0.735635,0.005969,0.7262,0.025381,0.008488,0.576923,0.1
8,0.143291,0.663086,0.470479,0.636458,0.217485,0.16537,0.791226,0,0.258728,0.01751,0.244911,0.025208,0.029591,0.730769,0.133333
8,0.91038,0.599609,0.279283,0.597361,0.453603,0.120623,0.870307,0.333333,0.725198,0.027958,0.568608,0.045656,0.008195,0.474359,0.066667
8,0.134684,0.652344,0.563657,0.660552,0.220373,0.227626,0.793943,0,0.268038,0.012998,0.260486,0.034607,0.042671,0.666667,0.133333
8,0.675949,0.5625,0.235719,0.58466,0.499938,0.183852,0.800612,0.333333,0.724207,0.030836,0.553958,0.045882,0.011306,0.551282,0.1
8,0.388861,0.546875,0.59996,0.640825,0.201884,0.271401,0.884057,0,0.28802,0.034678,0.286906,0.042139,0.018334,0.884615,0.166667
8,0.328608,0.564453,0.109869,0.571448,0.318002,0.139105,0.836969,0.333333,0.72464,0.010828,0.707609,0.021197,0.010955,1,0.166667
8,0.543291,0.626953,0.406344,0.604799,0.221737,0.11965,0.860067,0,0.263269,0.005036,0.273175,0.018363,0.005526,0.923077,0.166667
8,0.264304,0.625,0.206677,0.674407,0.464105,0.180934,0.877671,0.333333,0.71014,0.010675,0.702564,0.027558,0.017728,0.730769,0.133333
8,0.151392,0.706055,0.272023,0.725562,0.464735,0.136187,0.749183,0.333333,0.711247,0.011981,0.697577,0.02071,0.023231,0.551282,0.133333
8,0.448608,0.686523,0.228459,0.684192,0.568719,0.235409,0.875041,0.333333,0.735083,0.016498,0.726929,0.037111,0.013942,0.487179,0.1
8,0.178228,0.796875,0.24177,0.755112,0.028581,0.143969,0.8092,0,0.256832,0.017364,0.256145,0.022144,0.021148,0.666667,0.1
8,0.413671,0.793945,0.305905,0.769629,0.020573,0.223735,0.904362,0,0.260435,0.024415,0.259793,0.03447,0.014066,0.666667,0.166667
8,0.306329,0.822266,0.690718,0.813302,0.182246,0.339494,0.871937,0,0.260864,0.064688,0.262829,0.054479,0.030095,0.858974,0.166667
8,0.074937,0.81543,0.365818,0.161842,0.402357,0.294747,0.342261,0.666667,0.983966,0.012124,0.666756,0.045054,0.094287,0.525641,0.066667
8,0.058228,0.791992,0.364608,0.17921,0.437768,0.279183,0.334056,0.666667,0.968473,0.01818,0.978425,0.042614,0.111167,0.910256,0.166667
8,0.060253,0.228516,0.414222,0.864219,0.316859,0.326848,0.347584,1,0.469569,0.002213,0.467337,0.049674,0.125344,0.74359,0.133333
8,0.07038,0.262695,0.383969,0.902406,0.258512,0.333658,0.34061,1,0.460264,0.01019,0.452903,0.050957,0.112345,0.923077,0.133333
8,0.072405,0.801758,0.385179,0.1873,0.439328,0.277237,0.549813,0.666667,0.975574,0.022842,0.585924,0.042572,0.09197,0.564103,0.066667
8,0.057215,0.907227,0.345246,0.216445,0.393951,0.311284,0.469948,0.666667,0.980775,0.022216,0.729211,0.047584,0.125616,0.807692,0.133333
8,0.073418,0.851563,0.429953,0.217305,0.454348,0.283074,0.346386,0.666667,0.986941,0.010891,0.656289,0.04313,0.092011,0.846154,0.133333
8,0.06481,0.783203,0.39486,0.203212,0.45897,0.262646,0.335679,0.666667,0.969752,0.019046,0.642973,0.040106,0.095602,0.884615,0.166667
8,0.063291,0.87207,0.399701,0.22276,0.437595,0.290856,0.458965,0.666667,0.982655,0.034312,0.491173,0.045474,0.11025,0.461538,0.066667
8,0.065823,0.856445,0.351296,0.271858,0.38907,0.258755,0.343219,0.666667,0.981549,0.023066,0.326359,0.039638,0.093259,0.858974,0.133333
8,0.084557,0.859375,0.350086,0.242763,0.435862,0.280156,0.543692,0.666667,0.963819,0.02544,0.780329,0.04311,0.081119,0.846154,0.2
8,0.078481,0.717773,0.346456,0.189119,0.437018,0.243191,0.317762,0.666667,0.956151,0.031533,0.640207,0.03757,0.075855,0.820513,0.166667
8,0.105316,0.863281,0.360977,0.203212,0.424309,0.298638,0.3933,0.666667,0.974275,0.01986,0.625332,0.046781,0.071985,0.833333,0.133333
8,0.084051,0.75,0.353717,0.166068,0.42316,0.265564,0.597955,0.666667,0.968685,0.022887,0.80046,0.040754,0.077217,0.897436,0.166667
8,0.029873,0.736328,0.354927,0.180481,0.442217,0.255837,0.338662,0.666667,0.959498,0.019374,0.961199,0.038991,0.173903,0.538462,0.133333
8,0.290633,0.730469,0.758465,0.8634,0.428894,0.354086,0.822114,0,0.319779,0.053339,0.334995,0.056641,0.032954,0.309128,0.16129
8,0.43443,0.749219,0.584245,0.684414,0.768644,0.208171,0.906058,0.333333,0.758118,0.011815,0.757472,0.031796,0.012326,0.314051,0.193548
8,0.614177,0.835156,0.503791,0.775387,0.450327,0.037938,0.899655,0,0.243214,0.048827,0.558741,0.033361,0.009002,0.34359,0.193548
8,0.956456,0.775,0.390924,0.666475,0.695767,0.329767,0.899853,0.333333,0.771818,0.019801,0.777022,0.051392,0.008803,0.259897,0.225806
8,0.579241,0.741406,0.802454,0.83162,0.571543,0.242218,0.840958,0,0.328701,0.045814,0.339167,0.039448,0.011379,0.264821,0.193548
8,0.07038,0.803125,0.691902,0.776115,0.399052,0.285019,0.655889,0,0.26283,0.028753,0.254893,0.043822,0.09698,0.486359,0.258065
8,0.056709,0.820313,0.627655,0.800118,0.381921,0.238327,0.666752,0,0.269666,0.016719,0.266818,0.036362,0.097494,0.486359,0.258065
8,0.106835,0.808594,0.702321,0.732472,0.467578,0.22179,0.748299,0,0.23796,0.028771,0.226705,0.034356,0.052592,0.427282,0.225806
8,0.072911,0.785156,0.619899,0.549899,0.541409,0.15856,0.666414,0.666667,0.064223,0.030177,0.143732,0.024814,0.054326,0.668513,0.290323
8,0.090127,0.922656,0.545233,0.59427,0.533673,0.214981,0.69686,0.666667,0.99788,0.023815,0.631959,0.03308,0.059229,0.658667,0.322581
8,0.106329,0.909375,0.562019,0.605045,0.538142,0.195525,0.743464,0.666667,0.007184,0.075149,0.540135,0.034183,0.052565,0.550359,0.193548
8,0.091139,0.950781,0.555652,0.60518,0.509357,0.230545,0.714272,0.666667,0.022493,0.046557,0.518698,0.036499,0.064492,0.59959,0.258065
8,0.063291,0.914063,0.56607,0.608817,0.510462,0.200389,0.611428,0.666667,0.033138,0.038291,0.187594,0.031567,0.07743,0.619282,0.290323
8,0.067342,0.90625,0.549864,0.603967,0.504705,0.196498,0.669221,0.666667,0.025517,0.035945,0.287827,0.03083,0.071721,0.604513,0.258065
8,0.07038,0.966406,0.516872,0.617546,0.450778,0.236381,0.689655,0.666667,0.037279,0.0322,0.256991,0.036732,0.081712,0.560205,0.225806
