@relation touch-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute stroke_duration numeric
@attribute start_x numeric
@attribute start_y numeric
@attribute stop_x numeric
@attribute stop_y numeric
@attribute direct_end_to_end_distance numeric
@attribute mean_resultant_length numeric
@attribute up_down_left_right numeric
@attribute direction_of_end_to_end_line numeric
@attribute largest_deviation_from_end_to_end numeric
@attribute average_direction numeric
@attribute length_of_trajectory numeric
@attribute average_velocity numeric
@attribute mid_stroke_pressure numeric
@attribute mid_stroke_area_covered numeric
@attribute gender {0,1}

@data
0.088349,0.147656,0.650197,0.626866,0.427193,0.706879,0.68841,1,0.45104,0.005861,0.440355,0.555027,0.181096,0.674099,0.37037,0
0.106571,0.095313,0.752173,0.626085,0.453082,0.768694,0.721786,1,0.43965,0.010183,0.426231,0.606651,0.168297,0.5506,0.333333,0
0.093319,0.148438,0.765392,0.941116,0.444503,0.73679,0.991504,1,0.431905,0.033393,0.421242,0.581276,0.180909,0.648371,0.407407,0
0.077858,0.354688,0.662157,0.941116,0.433942,0.551346,0.671067,1,0.435368,0.005735,0.422229,0.426462,0.155772,0.617496,0.407407,0
0.079514,0.328125,0.684189,0.941116,0.431596,0.580259,0.995845,1,0.431768,0.011009,0.419239,0.450378,0.161375,0.684391,0.518519,0
0.073992,0.458594,0.740213,0.941116,0.521946,0.468594,0.639068,1,0.429285,0.016686,0.417993,0.358852,0.137607,0.586621,0.333333,0
0.056322,0.475,0.681671,0.941116,0.449783,0.465603,0.9786,1,0.421895,0.015696,0.402378,0.356731,0.169745,0.5506,0.333333,0
0.04307,0.498438,0.679153,0.941116,0.466797,0.439681,0.524344,1,0.425021,0.027962,0.406738,0.335768,0.194951,0.483705,0.296296,0
0.072888,0.338281,0.615575,0.629866,0.385026,0.571286,0.629469,1,0.436054,0.02527,0.424302,0.444113,0.170949,0.627787,0.407407,0
0.075097,0.339844,0.623758,0.941116,0.383487,0.568295,0.994232,1,0.432822,0.004578,0.413594,0.44012,0.165406,0.45283,0.296296,0
0.07841,0.424219,0.653344,0.941116,0.456823,0.487537,0.994542,1,0.437797,0.009436,0.423255,0.373813,0.136415,0.51458,0.333333,0
0.071231,0.416406,0.745878,0.941116,0.529572,0.498504,0.999348,1,0.434505,0.009371,0.422759,0.382959,0.151048,0.493997,0.37037,0
0.094423,0.496875,0.784276,0.941116,0.578854,0.434696,0.666701,1,0.429873,0.010174,0.417119,0.330164,0.103316,0.473413,0.333333,0
0.07344,0.452344,0.745878,0.941116,0.582374,0.452642,0.997124,1,0.447797,0.003154,0.43874,0.344642,0.133211,0.468268,0.37037,0
0.064053,0.417969,0.743989,0.941116,0.537786,0.493519,0.589975,1,0.437334,0.027553,0.425229,0.380326,0.163327,0.483705,0.407407,0
0.048592,0.335938,0.762874,0.941116,0.526052,0.565304,0.547838,1,0.436541,0.026753,0.425419,0.438952,0.230568,0.581475,0.444444,0
0.083379,0.378125,0.793719,0.628672,0.546567,0.542373,0.990975,1,0.431067,0.004876,0.41605,0.41948,0.14482,0.540309,0.444444,0
0.095527,0.261719,0.737695,0.941116,0.479704,0.629113,0.698111,1,0.436844,0.018007,0.428069,0.491093,0.150382,0.576329,0.37037,0
0.087797,0.225,0.746507,0.941116,0.436289,0.677966,0.993429,1,0.428079,0.03104,0.415834,0.531945,0.17466,0.607204,0.407407,0
0.076753,0.978125,0.541296,0.212395,0.708997,0.618146,0.621344,0.666667,0.953927,0.04351,0.95155,0.484411,0.178266,0.555746,0.296296,0
0.082275,0.983594,0.443726,0.263424,0.583548,0.571286,0.367688,0.666667,0.960243,0.077296,0.942807,0.449999,0.156741,0.555746,0.333333,0
0.076201,0.991406,0.397774,0.142432,0.719029,0.73679,0.640214,0.666667,0.92776,0.050984,0.924634,0.584545,0.21521,0.478559,0.259259,0
0.081171,0.960938,0.45065,0.148636,0.734326,0.695912,0.631055,0.666667,0.931944,0.06768,0.931413,0.550984,0.192947,0.545455,0.37037,0
0.088901,0.996875,0.391479,0.122146,0.766594,0.781655,0.952173,0.666667,0.919693,0.094644,0.903852,0.624725,0.202244,0.370497,0.259259,0
0.074544,0.9375,0.371336,0.152315,0.72846,0.708873,0.645336,0.666667,0.915744,0.074062,0.917778,0.561382,0.21062,0.493997,0.333333,0
0.056322,0.921094,0.379519,0.176597,0.745474,0.684945,0.964052,0.666667,0.909924,0.065558,0.906904,0.541796,0.253134,0.524871,0.333333,0
0.100497,0.99375,0.370077,0.100808,0.855771,0.854437,0.937019,0.666667,0.902899,0.087179,0.890962,0.685217,0.199599,0.303602,0.222222,0
0.092214,0.982813,0.375113,0.182565,0.778888,0.742772,0.434359,0.666667,0.90803,0.117626,0.89129,0.597222,0.187651,0.267581,0.296296,0
0.078962,0.978125,0.359376,0.220011,0.764834,0.713858,0.362248,0.666667,0.903644,0.096049,0.891042,0.56924,0.203733,0.288165,0.259259,0
0.06074,0.985156,0.348045,0.18322,0.74782,0.740778,0.957899,0.666667,0.909253,0.080896,0.909473,0.58979,0.259519,0.668954,0.481481,0
0.022087,0.911719,0.380778,0.249444,0.748407,0.628116,0.943612,0.666667,0.900267,0.070978,0.89077,0.496718,0.423593,0.344768,0.37037,0
0.040309,0.892188,0.393368,0.362024,0.627549,0.460618,0.966354,0.666667,0.91576,0.049691,0.920315,0.354948,0.214956,0.375643,0.37037,0
0.082827,0.982813,0.339862,0.235463,0.695605,0.676969,0.654717,0.666667,0.912452,0.060814,0.913457,0.534562,0.184243,0.437393,0.296296,0
0.075649,0.9625,0.314682,0.141278,0.778328,0.790628,0.963792,0.666667,0.900485,0.079891,0.878668,0.630898,0.23319,0.277873,0.37037,0
0.081171,0.996094,0.322236,0.200879,0.712032,0.728814,0.619441,0.666667,0.910724,0.062472,0.906939,0.577429,0.201965,0.571184,0.333333,0
0.061844,0.901563,0.371336,0.122514,0.815876,0.754736,0.542354,0.666667,0.899149,0.086682,0.902379,0.604056,0.261963,0.391081,0.407407,0
0.066814,0.971875,0.326013,0,0.836997,0.92323,0.980374,0.666667,0.90633,0.052547,0.91001,0.740515,0.300868,0.504288,0.333333,0
0.054114,0.871875,0.386443,0.18837,0.74606,0.64008,0.930715,0.666667,0.904698,0.074531,0.910626,0.505992,0.244183,0.488851,0.296296,0
0.076201,0.989063,0.341121,0.299713,0.718255,0.648056,0.910262,0.666667,0.901608,0.039504,0.889262,0.509838,0.188433,0.51458,0.296296,0
0.078962,0.982813,0.326013,0.015463,0.935418,1,0.36235,0.666667,0.894927,0.138706,0.891425,0.811338,0.288109,0.380789,0.37037,0
0.069575,0.985156,0.315941,0.245765,0.690912,0.680957,0.964721,0.666667,0.908056,0.064633,0.907715,0.538562,0.213795,0.463122,0.259259,0
0.062949,0.99375,0.303352,0.191314,0.74254,0.761715,0.956989,0.666667,0.90273,0.084306,0.90128,0.606846,0.25958,0.463122,0.259259,0
0.093871,0.155469,0.784906,0.941116,0.350633,0.78664,0.647423,1,0.410353,0.033998,0.377091,0.625336,0.193367,0.463122,0.333333,0
0.088901,0.985156,0.350563,0.220747,0.678591,0.675972,0.955893,0.666667,0.919713,0.054089,0.912569,0.534724,0.173714,0.560892,0.259259,0
0.072336,0.81543,0.31029,0.16372,0.365522,0.3001,0.097709,0.666667,0.983966,0.013979,0.661448,0.220317,0.088466,0.504181,0.076543,0
0.054114,0.791992,0.308974,0.18129,0.403116,0.284148,0.086454,0.666667,0.968472,0.021086,0.978355,0.206908,0.105455,0.906196,0.191358,0
0.056322,0.228516,0.362933,0.874249,0.274755,0.333001,0.105011,1,0.469554,0.002347,0.458678,0.245716,0.119723,0.73199,0.153086,0
0.067366,0.262695,0.330031,0.912879,0.212812,0.33998,0.095445,1,0.460249,0.011709,0.444001,0.252768,0.106641,0.919597,0.153086,0
0.069575,0.801758,0.331347,0.189474,0.404773,0.282154,0.382431,0.666667,0.975573,0.026556,0.579258,0.206675,0.086135,0.544382,0.076543,0
0.053009,0.907227,0.287918,0.218957,0.356599,0.317049,0.272871,0.666667,0.980775,0.025822,0.724953,0.234228,0.119997,0.798992,0.153086,0
0.070679,0.851563,0.380041,0.219827,0.420718,0.288136,0.103368,0.666667,0.986941,0.012531,0.650805,0.209742,0.086176,0.839194,0.153086,0
0.061292,0.783203,0.341876,0.20557,0.425625,0.267198,0.088681,0.666667,0.969751,0.022102,0.637266,0.193119,0.08979,0.879395,0.191358,0
0.059636,0.87207,0.34714,0.225345,0.402933,0.296112,0.257805,0.666667,0.982654,0.040017,0.482915,0.222628,0.104532,0.437178,0.076543,0
0.062396,0.856445,0.294498,0.275013,0.351416,0.26321,0.099024,0.666667,0.981548,0.02682,0.315331,0.190551,0.087432,0.852594,0.153086,0
0.082827,0.859375,0.293182,0.245581,0.401093,0.285145,0.374034,0.666667,0.963818,0.029606,0.776929,0.209632,0.075215,0.839194,0.22963,0
0.076201,0.717773,0.289234,0.191314,0.40232,0.247258,0.064102,0.666667,0.95615,0.036756,0.634453,0.179178,0.069917,0.812393,0.191358,0
0.105467,0.863281,0.305026,0.20557,0.388827,0.304088,0.167726,0.666667,0.974274,0.023058,0.619328,0.22981,0.066021,0.825793,0.153086,0
0.082275,0.75,0.29713,0.167995,0.387608,0.270189,0.448473,0.666667,0.968684,0.026609,0.797399,0.196684,0.071287,0.892796,0.191358,0
0.023192,0.736328,0.298446,0.182576,0.407839,0.260219,0.092772,0.666667,0.959497,0.022487,0.96084,0.186992,0.168594,0.517581,0.153086,0
0.070127,0.785156,0.586619,0.556281,0.513145,0.160518,0.542384,0.666667,0.064197,0.035165,0.129634,0.10906,0.048249,0.653516,0.333333,0
0.088901,0.922656,0.505415,0.601167,0.504932,0.218345,0.58415,0.666667,0.99788,0.027699,0.626067,0.154499,0.053183,0.643225,0.37037,0
0.106571,0.909375,0.52367,0.612067,0.509676,0.198405,0.648082,0.666667,0.007156,0.087941,0.5327,0.160563,0.046477,0.530017,0.222222,0
0.090006,0.950781,0.516746,0.612204,0.479117,0.234297,0.608037,0.666667,0.022466,0.054388,0.510902,0.173293,0.058481,0.581475,0.296296,0
0.059636,0.914063,0.528077,0.615883,0.480291,0.20339,0.466955,0.666667,0.033111,0.044687,0.174234,0.14618,0.071501,0.602058,0.333333,0
0.064053,0.90625,0.510451,0.610977,0.474179,0.199402,0.546236,0.666667,0.02549,0.041934,0.276151,0.142132,0.065756,0.586621,0.296296,0
0.067366,0.966406,0.474571,0.624713,0.416928,0.240279,0.574266,0.666667,0.037252,0.037539,0.244797,0.174573,0.075811,0.540309,0.259259,0
0.07841,0.947656,0.482125,0.603864,0.42227,0.24327,0.577483,0.666667,0.03793,0.04995,0.243591,0.181234,0.068924,0.586621,0.296296,0
0.083379,0.991406,0.429248,0.616699,0.400549,0.262213,0.533517,0.666667,0.018283,0.051319,0.367998,0.19874,0.071143,0.488851,0.259259,0
0.061292,0.992188,0.423583,0.755378,0.398662,0.145563,0.474347,0.666667,0.028701,0.010447,0.172708,0.092029,0.046991,0.545455,0.259259,0
0.061844,0.990625,0.418547,0.773349,0.385834,0.131605,0.563363,0.666667,0.041468,0.0215,0.258158,0.083796,0.043167,0.555746,0.259259,0
0.053562,0.988281,0.40281,0.785858,0.377034,0.117647,0.500272,0.666667,0.038183,0.026336,0.429834,0.073231,0.043825,0.596913,0.259259,0
0.04804,0.94375,0.379519,0.745388,0.348873,0.118644,0.452149,0.666667,0.046652,0.01247,0.355328,0.070322,0.046437,0.607204,0.37037,0
0.198233,0.872656,0.608462,0.29948,0.603319,0.433699,0.786583,0.666667,0.998043,0.053988,0.449334,0.335775,0.051882,0.787307,0.333333,1
0.141911,0.921875,0.638677,0.368647,0.62268,0.414756,0.740251,0.666667,0.001131,0.070802,0.300661,0.322631,0.069493,0.854202,0.407407,1
0.104362,0.926563,0.648749,0.328177,0.6174,0.452642,0.676799,0.666667,0.00623,0.082511,0.428685,0.357531,0.102159,0.80789,0.37037,1
0.044727,0.459375,0.607203,0.735086,0.570465,0.249252,0.462448,1,0.483045,0.028274,0.474665,0.179274,0.106896,0.530017,0.333333,1
0.028713,0.867188,0.493896,0.453384,0.513736,0.3001,0.401381,0.666667,0.988048,0.021975,0.583135,0.220129,0.172291,0.488851,0.407407,1
0.087797,0.892969,0.51278,0.366439,0.54289,0.394816,0.629894,0.666667,0.986154,0.040504,0.539605,0.300777,0.100637,0.720412,0.333333,1
0.109884,0.867969,0.51341,0.311253,0.546997,0.421735,0.700144,0.666667,0.985679,0.06151,0.571027,0.32705,0.089433,0.746141,0.333333,1
0.133628,0.874219,0.592725,0.238406,0.693082,0.499501,0.700474,0.666667,0.9643,0.065535,0.669879,0.390844,0.088968,0.828473,0.296296,1
0.107123,0.961719,0.518446,0.323026,0.610359,0.494516,0.675721,0.666667,0.968454,0.057321,0.805878,0.385341,0.107365,0.818182,0.296296,1
0.090006,0.842969,0.493896,0.278141,0.569291,0.435693,0.664001,0.666667,0.971036,0.062981,0.612361,0.338381,0.110293,0.833619,0.37037,1
0.073992,0.735156,0.896765,0.202351,0.889623,0.40678,0.631917,0.666667,0.99097,0.04382,0.545232,0.311263,0.120153,0.684391,0.37037,1
0.069023,0.853125,1,0.440022,0.911917,0.304088,0.564562,0.666667,0.026693,0.042864,0.391124,0.226885,0.094529,0.756432,0.37037,1
0.069023,0.796875,0.135091,0.329648,0.131622,0.348953,0.584073,0.666667,0.011351,0.032316,0.380991,0.261716,0.108009,0.617496,0.37037,1
0.088901,0.760938,0.812414,0.298708,0.808502,0.345962,0.627888,0.666667,0.990573,0.046805,0.440979,0.261815,0.087202,0.622642,0.333333,1
0.154611,0.970313,0.569434,0.405109,0.623154,0.42672,0.779869,0.666667,0.976767,0.017059,0.985953,0.324474,0.064313,0.761578,0.37037,1
0.109884,0.917188,0.665745,0.32229,0.656708,0.450648,0.742335,0.666667,0.998112,0.046907,0.37331,0.34613,0.094511,0.648371,0.296296,1
0.140806,0.932031,0.887323,0.273726,0.882582,0.50349,0.758238,0.666667,0.992109,0.071852,0.390953,0.395451,0.085694,0.668954,0.333333,1
0.144671,0.9625,0.896135,0.168503,0.880236,0.617149,0.730504,0.666667,0.996307,0.137256,0.42189,0.507524,0.107093,0.859348,0.37037,1
0.152402,0.882813,0.877251,0.177487,0.910629,0.549352,0.75829,0.666667,0.981704,0.085568,0.518907,0.437188,0.087868,0.828473,0.37037,1
0.070679,0.720313,0.913131,0.228841,0.914264,0.373878,0.613012,0.666667,0.98614,0.061757,0.656142,0.288718,0.116188,0.586621,0.296296,1
0.049696,0.789063,0.693001,0.343629,0.720833,0.333001,0.483587,0.666667,0.978805,0.014847,0.978258,0.24649,0.132002,0.540309,0.37037,1
0.030922,0.757031,0.551368,0.488586,0.555387,0.181456,0.999983,0.666667,0.9909,0.00668,0.736777,0.121508,0.09847,0.478559,0.37037,1
0.033131,0.817969,0.498491,0.43855,0.551867,0.278166,0.280629,0.666667,0.967596,0.012201,0.969742,0.201426,0.145601,0.344768,0.37037,1
0.028161,0.720313,0.671599,0.28182,0.761314,0.343968,0.974972,0.666667,0.950664,0.024261,0.952509,0.256784,0.200288,0.329331,0.333333,1
0.033683,0.372656,0.617463,0.741709,0.54952,0.328016,0.475076,1,0.471974,0.016575,0.459801,0.242387,0.170158,0.360206,0.259259,1
0.057979,0.294531,0.686706,0.693144,0.621682,0.346959,0.527097,1,0.47709,0.02484,0.464398,0.259558,0.123167,0.493997,0.37037,1
0.022087,0.819531,0.635089,0.374533,0.663924,0.331007,0.99424,0.666667,0.980094,0.013311,0.981442,0.244543,0.219646,0.231561,0.296296,1
0.042518,0.860938,0.611798,0.448851,0.635763,0.3001,0.998681,0.666667,0.981571,0.002273,0.839777,0.219073,0.132696,0.478559,0.37037,1
0.031474,0.814844,0.700555,0.38925,0.741367,0.317049,0.394186,0.666667,0.970897,0.011966,0.972695,0.233745,0.171886,0.396226,0.37037,1
0.04307,0.826563,0.655862,0.36276,0.671551,0.344965,0.541176,0.666667,0.986372,0.029201,0.6941,0.257782,0.152541,0.457976,0.333333,1
0.034235,0.835938,0.604244,0.38747,0.648987,0.334995,0.472625,0.666667,0.973671,0.018219,0.979884,0.248503,0.172242,0.401372,0.333333,1
0.029818,0.80625,0.642013,0.380699,0.68889,0.318046,0.384479,0.666667,0.969901,0.02115,0.77007,0.234883,0.178505,0.401372,0.37037,1
0.046935,0.833594,0.746507,0.385571,0.736673,0.33001,0.997017,0.666667,0.995169,0.010166,0.659701,0.243952,0.136358,0.380789,0.296296,1
0.044727,0.821094,0.717551,0.249227,0.80818,0.449651,0.527143,0.666667,0.960748,0.040522,0.825258,0.344956,0.194725,0.447684,0.296296,1
0.059636,0.31875,0.752173,0.835158,0.679764,0.447657,0.607033,1,0.481074,0.024336,0.463735,0.342257,0.156221,0.571184,0.37037,1
0.027057,0.778906,0.721328,0.380143,0.736107,0.293121,0.275578,0.666667,0.98207,0.015934,0.981757,0.213597,0.173743,0.200686,0.333333,1
0.034235,0.811719,0.674117,0.29948,0.757207,0.397807,0.457317,0.666667,0.960069,0.041235,0.801995,0.303234,0.206768,0.319039,0.296296,1
0.055218,0.860938,0.665934,0.350987,0.704992,0.384845,0.983474,0.666667,0.977672,0.026933,0.85101,0.290334,0.141958,0.45283,0.259259,1
0.032579,0.804688,0.663416,0.382627,0.758381,0.329013,0.977992,0.666667,0.945886,0.02381,0.94679,0.243883,0.174787,0.380789,0.333333,1
0.037548,0.847656,0.688595,0.297272,0.767181,0.42672,0.968064,0.666667,0.964125,0.03936,0.826673,0.326886,0.208734,0.391081,0.37037,1
0.022639,0.766406,0.704332,0.404702,0.755447,0.269192,0.983409,0.666667,0.95936,0.013984,0.96329,0.193899,0.176335,0.216123,0.222222,1
0.028161,0.753906,0.652085,0.347308,0.699125,0.305085,0.476696,0.666667,0.968179,0.016875,0.970169,0.223626,0.176785,0.288165,0.296296,1
0.021535,0.705469,0.647049,0.291386,0.734913,0.324028,0.986253,0.666667,0.949406,0.016382,0.94926,0.239616,0.218555,0.241852,0.296296,1
0.018222,0.771094,0.639495,0.431928,0.679178,0.246261,0.3888,0.666667,0.966172,0.019158,0.965602,0.175638,0.180788,0.262436,0.259259,1
0.027609,0.882031,0.597949,0.407645,0.683285,0.362911,0.982285,0.666667,0.957545,0.028112,0.956029,0.272243,0.213727,0.272727,0.333333,1
0.046935,0.933594,0.640125,0.298744,0.730806,0.494516,0.526071,0.666667,0.966088,0.046001,0.681415,0.383623,0.20799,0.391081,0.333333,1
0.038653,0.884375,0.64579,0.359081,0.720833,0.402792,0.465817,0.666667,0.964638,0.031616,0.968671,0.305764,0.192398,0.427101,0.37037,1
0.033683,0.847656,0.701814,0.423098,0.774221,0.322034,0.481619,0.666667,0.955213,0.016738,0.955384,0.237921,0.167312,0.303602,0.333333,1
0.053009,0.871875,0.683559,0.222954,0.754861,0.505484,0.96806,0.666667,0.972185,0.065957,0.594846,0.395882,0.196098,0.468268,0.407407,1
0.074544,0.91875,0.59669,0.197936,0.683285,0.565304,0.946114,0.666667,0.972369,0.081319,0.67014,0.446566,0.168754,0.535163,0.296296,1
0.037548,0.742188,0.489678,0.210445,0.490851,0.405783,0.992725,0.666667,0.998605,0.041957,0.495459,0.309007,0.198094,0.236707,0.296296,1
0.015461,0.767969,0.517376,0.29065,0.519599,0.357926,0.999881,0.666667,0.997112,0.048566,0.782002,0.271048,0.28622,0.210978,0.259259,1
0.04804,0.824219,0.541296,0.316913,0.54953,0.380857,0.4725,0.666667,0.994064,0.062518,0.650185,0.294273,0.159456,0.267581,0.222222,1
0.046383,0.813281,0.474571,0.368647,0.518425,0.331007,0.969976,0.666667,0.978127,0.05192,0.795466,0.251048,0.141204,0.283019,0.259259,1
0.051905,0.849219,0.427989,0.300951,0.476184,0.41675,0.989934,0.666667,0.982089,0.045191,0.697799,0.320838,0.163315,0.283019,0.333333,1
0.032579,0.775781,0.473941,0.389986,0.519599,0.284148,0.984247,0.666667,0.973573,0.025539,0.772316,0.207366,0.151039,0.210978,0.259259,1
0.047488,0.789844,0.436172,0.289178,0.546586,0.392822,0.478088,0.666667,0.954795,0.013877,0.957016,0.295988,0.161672,0.185249,0.259259,1
0.04804,0.678906,0.079885,0.239878,0.243269,0.358923,0.970363,0.666667,0.936746,0.030301,0.937055,0.269164,0.146785,0.303602,0.296296,1
0.041966,0.882813,0.555774,0.323761,0.646826,0.432702,0.370396,0.666667,0.963333,0.062882,0.565815,0.33589,0.198564,0.25729,0.296296,1
0.045279,0.844531,0.588507,0.242085,0.608775,0.460618,0.972193,0.666667,0.98975,0.085278,0.612218,0.364655,0.203399,0.29331,0.333333,1
0.057979,0.864844,0.565216,0.209709,0.615229,0.507478,0.584325,0.666667,0.981677,0.085883,0.604963,0.402305,0.186138,0.283019,0.185185,1
0.057979,0.836719,0.617463,0.181748,0.632243,0.505484,0.97277,0.666667,0.991764,0.080076,0.613116,0.400091,0.185161,0.288165,0.296296,1
0.043622,0.826563,0.604244,0.402495,0.600562,0.31007,0.527424,0.666667,0.996678,0.064764,0.570852,0.238147,0.140589,0.262436,0.296296,1
0.056875,0.835156,0.579694,0.236199,0.658644,0.4666,0.946295,0.666667,0.969624,0.1012,0.591051,0.375679,0.176968,0.267581,0.296296,1
0.031474,0.744531,0.540037,0.304631,0.57096,0.33001,0.463046,0.666667,0.982162,0.054012,0.65322,0.250342,0.182907,0.25729,0.333333,1
0.04804,0.904688,0.54822,0.342893,0.612882,0.428714,0.979029,0.666667,0.973262,0.06185,0.68455,0.332913,0.178956,0.262436,0.296296,1
0.041414,0.875,0.504157,0.375269,0.572987,0.378863,0.986362,0.666667,0.969261,0.03803,0.548685,0.287406,0.173319,0.210978,0.259259,1
0.048592,0.850781,0.628794,0.244293,0.632243,0.463609,0.978028,0.666667,0.9947,0.0755,0.612907,0.364267,0.193177,0.262436,0.333333,1
0.042518,0.792969,0.590396,0.305294,0.62613,0.367896,0.456956,0.666667,0.9804,0.054577,0.640455,0.282089,0.167263,0.236707,0.296296,1
0.048592,0.839844,0.541925,0.281778,0.617886,0.430708,0.522724,0.666667,0.969265,0.074508,0.682279,0.33812,0.180086,0.267581,0.333333,1
0.04804,0.85625,0.54822,0.349515,0.555973,0.378863,0.983361,0.666667,0.994037,0.065962,0.555696,0.292651,0.158638,0.29331,0.296296,1
0.062396,0.9875,0.501639,0.450323,0.500825,0.397807,0.630875,0.666667,0.999053,0.072325,0.541909,0.308868,0.136861,0.298456,0.222222,1
0.042518,0.828125,0.587248,0.300951,0.628136,0.400798,0.978739,0.666667,0.979951,0.069935,0.688804,0.311711,0.183512,0.272727,0.296296,1
0.041414,0.4625,0.551997,0.941116,0.513145,0.420738,0.552191,1,0.48755,0.004031,0.477255,0.318739,0.19081,0.236707,0.259259,1
0.094423,0.185938,0.358746,0.73987,0.346306,0.470588,0.649815,1,0.493375,0.038034,0.477215,0.362612,0.11311,0.313894,0.259259,1
0.062396,0.167969,0.575288,0.65341,0.54952,0.411765,0.638917,1,0.493006,0.011571,0.481354,0.311044,0.13777,0.272727,0.259259,1
